proposal_id,family,target,target_name,description,parameter_json
PP0137,F04_trail_peak,G1,PB GOLD,PB GOLD: ピーク1.0ATR到達後、ピークから0.5ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.0, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 1, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 0.5}"
PP0138,F04_trail_peak,G1,PB GOLD,PB GOLD: ピーク1.0ATR到達後、ピークから0.75ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.0, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 1, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 0.75}"
PP0139,F04_trail_peak,G1,PB GOLD,PB GOLD: ピーク1.0ATR到達後、ピークから1.0ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.0, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 1, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 1.0}"
PP0140,F04_trail_peak,G1,PB GOLD,PB GOLD: ピーク1.0ATR到達後、ピークから1.5ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.0, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 1, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 1.5}"
PP0141,F04_trail_peak,G1,PB GOLD,PB GOLD: ピーク1.5ATR到達後、ピークから0.5ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.5, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 1, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 0.5}"
PP0142,F04_trail_peak,G1,PB GOLD,PB GOLD: ピーク1.5ATR到達後、ピークから0.75ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.5, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 1, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 0.75}"
PP0143,F04_trail_peak,G1,PB GOLD,PB GOLD: ピーク1.5ATR到達後、ピークから1.0ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.5, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 1, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 1.0}"
PP0144,F04_trail_peak,G1,PB GOLD,PB GOLD: ピーク1.5ATR到達後、ピークから1.5ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.5, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 1, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 1.5}"
PP0145,F04_trail_peak,G2,SCA GOLD,SCA GOLD: ピーク0.5ATR到達後、ピークから0.5ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 0.5, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 0.5}"
PP0146,F04_trail_peak,G2,SCA GOLD,SCA GOLD: ピーク0.5ATR到達後、ピークから0.75ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 0.5, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 0.75}"
PP0147,F04_trail_peak,G2,SCA GOLD,SCA GOLD: ピーク0.5ATR到達後、ピークから1.0ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 0.5, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 1.0}"
PP0148,F04_trail_peak,G2,SCA GOLD,SCA GOLD: ピーク0.5ATR到達後、ピークから1.5ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 0.5, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 1.5}"
PP0149,F04_trail_peak,G2,SCA GOLD,SCA GOLD: ピーク1.0ATR到達後、ピークから0.5ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.0, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 0.5}"
PP0150,F04_trail_peak,G2,SCA GOLD,SCA GOLD: ピーク1.0ATR到達後、ピークから0.75ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.0, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 0.75}"
PP0151,F04_trail_peak,G2,SCA GOLD,SCA GOLD: ピーク1.0ATR到達後、ピークから1.0ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.0, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 1.0}"
PP0152,F04_trail_peak,G2,SCA GOLD,SCA GOLD: ピーク1.0ATR到達後、ピークから1.5ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.0, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 1.5}"
PP0153,F04_trail_peak,G2,SCA GOLD,SCA GOLD: ピーク1.5ATR到達後、ピークから0.5ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.5, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 0.5}"
PP0154,F04_trail_peak,G2,SCA GOLD,SCA GOLD: ピーク1.5ATR到達後、ピークから0.75ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.5, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 0.75}"
PP0155,F04_trail_peak,G2,SCA GOLD,SCA GOLD: ピーク1.5ATR到達後、ピークから1.0ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.5, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 1.0}"
PP0156,F04_trail_peak,G2,SCA GOLD,SCA GOLD: ピーク1.5ATR到達後、ピークから1.5ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.5, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 1.5}"
PP0157,F04_trail_peak,G3,GOLD 2枠,GOLD 2枠: ピーク0.5ATR到達後、ピークから0.5ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 0.5, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 3, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 0.5}"
PP0158,F04_trail_peak,G3,GOLD 2枠,GOLD 2枠: ピーク0.5ATR到達後、ピークから0.75ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 0.5, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 3, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 0.75}"
PP0159,F04_trail_peak,G3,GOLD 2枠,GOLD 2枠: ピーク0.5ATR到達後、ピークから1.0ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 0.5, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 3, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 1.0}"
PP0160,F04_trail_peak,G3,GOLD 2枠,GOLD 2枠: ピーク0.5ATR到達後、ピークから1.5ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 0.5, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 3, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 1.5}"
PP0161,F04_trail_peak,G3,GOLD 2枠,GOLD 2枠: ピーク1.0ATR到達後、ピークから0.5ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.0, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 3, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 0.5}"
PP0162,F04_trail_peak,G3,GOLD 2枠,GOLD 2枠: ピーク1.0ATR到達後、ピークから0.75ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.0, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 3, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 0.75}"
PP0163,F04_trail_peak,G3,GOLD 2枠,GOLD 2枠: ピーク1.0ATR到達後、ピークから1.0ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.0, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 3, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 1.0}"
PP0164,F04_trail_peak,G3,GOLD 2枠,GOLD 2枠: ピーク1.0ATR到達後、ピークから1.5ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.0, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 3, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 1.5}"
PP0165,F04_trail_peak,G3,GOLD 2枠,GOLD 2枠: ピーク1.5ATR到達後、ピークから0.5ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.5, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 3, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 0.5}"
PP0166,F04_trail_peak,G3,GOLD 2枠,GOLD 2枠: ピーク1.5ATR到達後、ピークから0.75ATRでトレール,"{""PprotArmAfterBars"": 0, ""PprotArmBeforeBars"": 0, ""PprotArmHourEnd"": -1, ""PprotArmHourStart"": -1, ""PprotArmMaxATRRatio"": 0.0, ""PprotArmMinATRRatio"": 0.0, ""PprotArmPeakATR"": 1.5, ""PprotArmPeakR"": 0.0, ""PprotBELockATR"": -9.0, ""PprotBELockR"": -9.0, ""PprotFridayHour"": -1, ""PprotFridayMinATR"": 0.0, ""PprotGivebackATR"": 0.0, ""PprotGivebackFrac"": 0.0, ""PprotMode"": 4, ""PprotPartialLots"": 0.0, ""PprotSleeveMask"": 3, ""PprotTPExtendATR"": 0.0, ""PprotTightenBars"": 0, ""PprotTightenSLATR"": 0.0, ""PprotTrailATR"": 0.0, ""PprotTrailPeakATR"": 0.75}"
