2026-08-30T23:28:41+00:00 BASELINE_OOS {'net': 47340.0, 'pf': 1.3077, 'dd': 1.8676, 'trades': 329}
2026-08-30T23:28:41+00:00 BASELINE_IS {'net': 417882.0, 'pf': 2.2542, 'dd': 3.7942, 'trades': 301}
2026-08-30T23:28:41+00:00 DRIVER_START proposals=4 already_done=0 terminals=2
2026-08-31T02:04:42+00:00 RUN_END id=PP0166 window=IS decision=IS_REJECT elapsed=290.5s
2026-08-31T02:04:42+00:00 GATE_SKIP id=PP0166 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:04:42+00:00 RUN_START id=PP0171 window=IS terminal=PROD family=F05_giveback_frac
2026-08-31T02:05:04+00:00 RUN_END id=PP0167 window=IS decision=IS_REJECT elapsed=290.206s
2026-08-31T02:05:04+00:00 GATE_SKIP id=PP0167 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:05:04+00:00 RUN_START id=PP0172 window=IS terminal=BT3 family=F05_giveback_frac
2026-08-31T02:06:08+00:00 RUN_END id=PP0168 window=IS decision=IS_REJECT elapsed=310.387s
2026-08-31T02:06:08+00:00 GATE_SKIP id=PP0168 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:06:08+00:00 RUN_START id=PP0173 window=IS terminal=BT4 family=F05_giveback_frac
2026-08-31T02:07:05+00:00 RUN_END id=PP0169 window=IS decision=IS_REJECT elapsed=250.363s
2026-08-31T02:07:05+00:00 GATE_SKIP id=PP0169 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:07:05+00:00 RUN_START id=PP0174 window=IS terminal=BT1 family=F05_giveback_frac
2026-08-31T02:08:20+00:00 RUN_END id=PP0170 window=IS decision=IS_REJECT elapsed=255.29s
2026-08-31T02:08:20+00:00 GATE_SKIP id=PP0170 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:08:20+00:00 RUN_START id=PP0175 window=IS terminal=BT2 family=F05_giveback_frac
2026-08-31T02:09:13+00:00 RUN_END id=PP0171 window=IS decision=IS_REJECT elapsed=270.805s
2026-08-31T02:09:13+00:00 GATE_SKIP id=PP0171 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:09:13+00:00 RUN_START id=PP0176 window=IS terminal=PROD family=F05_giveback_frac
2026-08-31T02:09:40+00:00 RUN_END id=PP0172 window=IS decision=IS_REJECT elapsed=275.532s
2026-08-31T02:09:40+00:00 GATE_SKIP id=PP0172 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:09:40+00:00 RUN_START id=PP0177 window=IS terminal=BT3 family=F05_giveback_frac
2026-08-31T02:10:38+00:00 RUN_END id=PP0173 window=IS decision=IS_REJECT elapsed=270.553s
2026-08-31T02:10:38+00:00 GATE_SKIP id=PP0173 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:10:38+00:00 RUN_START id=PP0178 window=IS terminal=BT4 family=F05_giveback_frac
2026-08-31T02:11:00+00:00 RUN_END id=PP0174 window=IS decision=IS_REJECT elapsed=235.277s
2026-08-31T02:11:00+00:00 GATE_SKIP id=PP0174 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:11:00+00:00 RUN_START id=PP0179 window=IS terminal=BT1 family=F05_giveback_frac
2026-08-31T02:12:15+00:00 RUN_END id=PP0175 window=IS decision=IS_REJECT elapsed=235.088s
2026-08-31T02:12:15+00:00 GATE_SKIP id=PP0175 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:12:15+00:00 RUN_START id=PP0180 window=IS terminal=BT2 family=F05_giveback_frac
2026-08-31T02:13:53+00:00 RUN_END id=PP0176 window=IS decision=IS_REJECT elapsed=280.749s
2026-08-31T02:13:53+00:00 GATE_SKIP id=PP0176 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:13:53+00:00 RUN_START id=PP0181 window=IS terminal=PROD family=F05_giveback_frac
2026-08-31T02:14:10+00:00 RUN_END id=PP0177 window=IS decision=IS_REJECT elapsed=270.405s
2026-08-31T02:14:10+00:00 GATE_SKIP id=PP0177 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:14:10+00:00 RUN_START id=PP0182 window=IS terminal=BT3 family=F05_giveback_frac
2026-08-31T02:15:00+00:00 RUN_END id=PP0179 window=IS decision=IS_REJECT elapsed=240.089s
2026-08-31T02:15:00+00:00 GATE_SKIP id=PP0179 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:15:00+00:00 RUN_START id=PP0183 window=IS terminal=BT1 family=F05_giveback_frac
2026-08-31T02:15:08+00:00 RUN_END id=PP0178 window=IS decision=IS_REJECT elapsed=270.003s
2026-08-31T02:15:08+00:00 GATE_SKIP id=PP0178 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:15:08+00:00 RUN_START id=PP0184 window=IS terminal=BT4 family=F05_giveback_frac
2026-08-31T02:16:10+00:00 RUN_END id=PP0180 window=IS decision=IS_REJECT elapsed=234.888s
2026-08-31T02:16:10+00:00 GATE_SKIP id=PP0180 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:16:10+00:00 RUN_START id=PP0185 window=IS terminal=BT2 family=F05_giveback_frac
2026-08-31T02:18:44+00:00 RUN_END id=PP0181 window=IS decision=IS_REJECT elapsed=290.687s
2026-08-31T02:18:44+00:00 GATE_SKIP id=PP0181 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:18:44+00:00 RUN_START id=PP0186 window=IS terminal=PROD family=F05_giveback_frac
2026-08-31T02:18:55+00:00 RUN_END id=PP0182 window=IS decision=IS_REJECT elapsed=285.453s
2026-08-31T02:18:55+00:00 GATE_SKIP id=PP0182 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:18:55+00:00 RUN_START id=PP0187 window=IS terminal=BT3 family=F05_giveback_frac
2026-08-31T02:19:15+00:00 RUN_END id=PP0183 window=IS decision=IS_REJECT elapsed=254.997s
2026-08-31T02:19:15+00:00 GATE_SKIP id=PP0183 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:19:15+00:00 RUN_START id=PP0188 window=IS terminal=BT1 family=F05_giveback_frac
2026-08-31T02:19:59+00:00 RUN_END id=PP0184 window=IS decision=IS_REJECT elapsed=290.107s
2026-08-31T02:19:59+00:00 GATE_SKIP id=PP0184 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:19:59+00:00 RUN_START id=PP0189 window=IS terminal=BT4 family=F05_giveback_frac
2026-08-31T02:20:40+00:00 RUN_END id=PP0185 window=IS decision=IS_REJECT elapsed=270.249s
2026-08-31T02:20:40+00:00 GATE_SKIP id=PP0185 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:20:40+00:00 RUN_START id=PP0190 window=IS terminal=BT2 family=F05_giveback_frac
2026-08-31T02:22:24+00:00 RUN_END id=PP0186 window=IS decision=IS_REJECT elapsed=220.406s
2026-08-31T02:22:24+00:00 GATE_SKIP id=PP0186 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:22:24+00:00 RUN_START id=PP0191 window=IS terminal=PROD family=F05_giveback_frac
2026-08-31T02:23:56+00:00 RUN_END id=PP0187 window=IS decision=IS_REJECT elapsed=300.223s
2026-08-31T02:23:56+00:00 GATE_SKIP id=PP0187 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:23:56+00:00 RUN_START id=PP0192 window=IS terminal=BT3 family=F05_giveback_frac
2026-08-31T02:24:05+00:00 RUN_END id=PP0188 window=IS decision=IS_REJECT elapsed=290.181s
2026-08-31T02:24:05+00:00 GATE_SKIP id=PP0188 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:24:05+00:00 RUN_START id=PP0193 window=IS terminal=BT1 family=F05_giveback_frac
2026-08-31T02:24:44+00:00 RUN_END id=PP0189 window=IS decision=IS_NOISE_BAND elapsed=285.739s
2026-08-31T02:24:44+00:00 GATE_SKIP id=PP0189 window=OOS reason=IS_NOT_SURVIVOR decision=IS_NOISE_BAND
2026-08-31T02:24:44+00:00 RUN_START id=PP0194 window=IS terminal=BT4 family=F05_giveback_frac
2026-08-31T02:25:25+00:00 RUN_END id=PP0190 window=IS decision=IS_NOISE_BAND elapsed=285.12s
2026-08-31T02:25:25+00:00 GATE_SKIP id=PP0190 window=OOS reason=IS_NOT_SURVIVOR decision=IS_NOISE_BAND
2026-08-31T02:25:25+00:00 RUN_START id=PP0195 window=IS terminal=BT2 family=F05_giveback_frac
2026-08-31T02:27:10+00:00 RUN_END id=PP0191 window=IS decision=IS_NOISE_BAND elapsed=285.457s
2026-08-31T02:27:10+00:00 GATE_SKIP id=PP0191 window=OOS reason=IS_NOT_SURVIVOR decision=IS_NOISE_BAND
2026-08-31T02:27:10+00:00 RUN_START id=PP0196 window=IS terminal=PROD family=F05_giveback_frac
2026-08-31T02:27:41+00:00 RUN_END id=PP0192 window=IS decision=IS_NOISE_BAND elapsed=225.198s
2026-08-31T02:27:41+00:00 GATE_SKIP id=PP0192 window=OOS reason=IS_NOT_SURVIVOR decision=IS_NOISE_BAND
2026-08-31T02:27:41+00:00 RUN_START id=PP0197 window=IS terminal=BT3 family=F05_giveback_frac
2026-08-31T02:28:40+00:00 RUN_END id=PP0193 window=IS decision=IS_REJECT elapsed=275.033s
2026-08-31T02:28:40+00:00 GATE_SKIP id=PP0193 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:28:40+00:00 RUN_START id=PP0198 window=IS terminal=BT1 family=F05_giveback_frac
2026-08-31T02:29:00+00:00 RUN_END id=PP0194 window=IS decision=IS_REJECT elapsed=255.511s
2026-08-31T02:29:00+00:00 GATE_SKIP id=PP0194 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:29:00+00:00 RUN_START id=PP0199 window=IS terminal=BT4 family=F05_giveback_frac
2026-08-31T02:29:35+00:00 RUN_END id=PP0195 window=IS decision=IS_REJECT elapsed=250.098s
2026-08-31T02:29:35+00:00 GATE_SKIP id=PP0195 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:29:35+00:00 RUN_START id=PP0200 window=IS terminal=BT2 family=F05_giveback_frac
2026-08-31T02:31:51+00:00 RUN_END id=PP0197 window=IS decision=IS_REJECT elapsed=250.494s
2026-08-31T02:31:51+00:00 GATE_SKIP id=PP0197 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:31:51+00:00 RUN_START id=PP0201 window=IS terminal=BT3 family=F05_giveback_frac
2026-08-31T02:31:56+00:00 RUN_END id=PP0196 window=IS decision=IS_REJECT elapsed=285.689s
2026-08-31T02:31:56+00:00 GATE_SKIP id=PP0196 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:31:56+00:00 RUN_START id=PP0202 window=IS terminal=PROD family=F05_giveback_frac
2026-08-31T02:33:06+00:00 RUN_END id=PP0198 window=IS decision=IS_REJECT elapsed=265.337s
2026-08-31T02:33:06+00:00 GATE_SKIP id=PP0198 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:33:06+00:00 RUN_START id=PP0203 window=IS terminal=BT1 family=F05_giveback_frac
2026-08-31T02:33:50+00:00 RUN_END id=PP0199 window=IS decision=IS_REJECT elapsed=290.558s
2026-08-31T02:33:50+00:00 GATE_SKIP id=PP0199 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:33:50+00:00 RUN_START id=PP0204 window=IS terminal=BT4 family=F05_giveback_frac
2026-08-31T02:34:16+00:00 RUN_END id=PP0200 window=IS decision=IS_REJECT elapsed=280.965s
2026-08-31T02:34:16+00:00 GATE_SKIP id=PP0200 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:34:16+00:00 RUN_START id=PP0205 window=IS terminal=BT2 family=F06_giveback_atr
2026-08-31T02:36:27+00:00 RUN_END id=PP0201 window=IS decision=IS_REJECT elapsed=275.397s
2026-08-31T02:36:27+00:00 GATE_SKIP id=PP0201 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:36:27+00:00 RUN_START id=PP0206 window=IS terminal=BT3 family=F06_giveback_atr
2026-08-31T02:37:01+00:00 RUN_END id=PP0202 window=IS decision=IS_REJECT elapsed=305.802s
2026-08-31T02:37:01+00:00 GATE_SKIP id=PP0202 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:37:01+00:00 RUN_START id=PP0207 window=IS terminal=PROD family=F06_giveback_atr
2026-08-31T02:37:42+00:00 RUN_END id=PP0203 window=IS decision=IS_REJECT elapsed=275.994s
2026-08-31T02:37:42+00:00 GATE_SKIP id=PP0203 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:37:42+00:00 RUN_START id=PP0208 window=IS terminal=BT1 family=F06_giveback_atr
2026-08-31T02:38:41+00:00 RUN_END id=PP0204 window=IS decision=IS_REJECT elapsed=290.528s
2026-08-31T02:38:41+00:00 GATE_SKIP id=PP0204 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:38:41+00:00 RUN_START id=PP0209 window=IS terminal=BT4 family=F06_giveback_atr
2026-08-31T02:38:42+00:00 RUN_END id=PP0205 window=IS decision=IS_REJECT elapsed=265.148s
2026-08-31T02:38:42+00:00 GATE_SKIP id=PP0205 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:38:42+00:00 RUN_START id=PP0210 window=IS terminal=BT2 family=F06_giveback_atr
2026-08-31T02:39:02+00:00 RUN_FAILED id=PP0210 window=IS terminal=BT2 結果CSVなし
2026-08-31T02:39:02+00:00 RUN_START id=PP0211 window=IS terminal=BT2 family=F06_giveback_atr
2026-08-31T02:40:07+00:00 RUN_END id=PP0206 window=IS decision=IS_REJECT elapsed=220.365s
2026-08-31T02:40:07+00:00 GATE_SKIP id=PP0206 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:40:07+00:00 RUN_START id=PP0212 window=IS terminal=BT3 family=F06_giveback_atr
2026-08-31T02:41:37+00:00 RUN_END id=PP0207 window=IS decision=IS_REJECT elapsed=275.541s
2026-08-31T02:41:37+00:00 GATE_SKIP id=PP0207 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:41:37+00:00 RUN_START id=PP0213 window=IS terminal=PROD family=F06_giveback_atr
2026-08-31T02:42:02+00:00 RUN_END id=PP0208 window=IS decision=IS_REJECT elapsed=260.254s
2026-08-31T02:42:02+00:00 GATE_SKIP id=PP0208 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:42:02+00:00 RUN_START id=PP0214 window=IS terminal=BT1 family=F06_giveback_atr
2026-08-31T02:42:21+00:00 RUN_END id=PP0209 window=IS decision=IS_REJECT elapsed=220.252s
2026-08-31T02:42:21+00:00 GATE_SKIP id=PP0209 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:42:21+00:00 RUN_START id=PP0215 window=IS terminal=BT4 family=F06_giveback_atr
2026-08-31T02:43:37+00:00 RUN_END id=PP0211 window=IS decision=IS_REJECT elapsed=275.116s
2026-08-31T02:43:37+00:00 GATE_SKIP id=PP0211 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:43:37+00:00 RUN_START id=PP0216 window=IS terminal=BT2 family=F06_giveback_atr
2026-08-31T02:44:12+00:00 RUN_END id=PP0212 window=IS decision=IS_REJECT elapsed=245.078s
2026-08-31T02:44:12+00:00 GATE_SKIP id=PP0212 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:44:12+00:00 RUN_START id=PP0217 window=IS terminal=BT3 family=F06_giveback_atr
2026-08-31T02:46:08+00:00 RUN_END id=PP0213 window=IS decision=IS_REJECT elapsed=270.904s
2026-08-31T02:46:08+00:00 GATE_SKIP id=PP0213 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:46:08+00:00 RUN_START id=PP0218 window=IS terminal=PROD family=F06_giveback_atr
2026-08-31T02:46:11+00:00 RUN_END id=PP0215 window=IS decision=IS_REJECT elapsed=230.139s
2026-08-31T02:46:11+00:00 GATE_SKIP id=PP0215 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:46:11+00:00 RUN_START id=PP0219 window=IS terminal=BT4 family=F06_giveback_atr
2026-08-31T02:46:38+00:00 RUN_END id=PP0214 window=IS decision=IS_REJECT elapsed=275.737s
2026-08-31T02:46:38+00:00 GATE_SKIP id=PP0214 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:46:38+00:00 RUN_START id=PP0220 window=IS terminal=BT1 family=F06_giveback_atr
2026-08-31T02:48:12+00:00 RUN_END id=PP0216 window=IS decision=IS_REJECT elapsed=275.333s
2026-08-31T02:48:12+00:00 GATE_SKIP id=PP0216 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:48:12+00:00 RUN_START id=PP0221 window=IS terminal=BT2 family=F06_giveback_atr
2026-08-31T02:48:48+00:00 RUN_END id=PP0217 window=IS decision=IS_REJECT elapsed=275.715s
2026-08-31T02:48:48+00:00 GATE_SKIP id=PP0217 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:48:48+00:00 RUN_START id=PP0222 window=IS terminal=BT3 family=F06_giveback_atr
2026-08-31T02:49:25+00:00 RUN_END id=PP0218 window=IS decision=IS_REJECT elapsed=196.98s
2026-08-31T02:49:25+00:00 GATE_SKIP id=PP0218 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:49:25+00:00 RUN_START id=PP0223 window=IS terminal=PROD family=F06_giveback_atr
2026-08-31T02:49:52+00:00 RUN_END id=PP0219 window=IS decision=IS_REJECT elapsed=220.325s
2026-08-31T02:49:52+00:00 GATE_SKIP id=PP0219 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:49:52+00:00 RUN_START id=PP0224 window=IS terminal=BT4 family=F06_giveback_atr
2026-08-31T02:51:29+00:00 RUN_END id=PP0220 window=IS decision=IS_REJECT elapsed=291.446s
2026-08-31T02:51:29+00:00 GATE_SKIP id=PP0220 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:51:29+00:00 RUN_START id=PP0225 window=IS terminal=BT1 family=F06_giveback_atr
2026-08-31T02:52:52+00:00 RUN_END id=PP0221 window=IS decision=IS_REJECT elapsed=280.269s
2026-08-31T02:52:52+00:00 GATE_SKIP id=PP0221 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:52:52+00:00 RUN_START id=PP0226 window=IS terminal=BT2 family=F06_giveback_atr
2026-08-31T02:53:48+00:00 RUN_END id=PP0222 window=IS decision=IS_REJECT elapsed=300.363s
2026-08-31T02:53:48+00:00 GATE_SKIP id=PP0222 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:53:48+00:00 RUN_START id=PP0227 window=IS terminal=BT3 family=F06_giveback_atr
2026-08-31T02:54:02+00:00 RUN_END id=PP0224 window=IS decision=IS_REJECT elapsed=250.066s
2026-08-31T02:54:02+00:00 GATE_SKIP id=PP0224 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:54:02+00:00 RUN_START id=PP0228 window=IS terminal=BT4 family=F06_giveback_atr
2026-08-31T02:54:21+00:00 RUN_END id=PP0223 window=IS decision=IS_REJECT elapsed=295.96s
2026-08-31T02:54:21+00:00 GATE_SKIP id=PP0223 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:54:21+00:00 RUN_START id=PP0229 window=IS terminal=PROD family=F06_giveback_atr
2026-08-31T02:55:39+00:00 RUN_END id=PP0225 window=IS decision=IS_REJECT elapsed=250.214s
2026-08-31T02:55:39+00:00 GATE_SKIP id=PP0225 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:55:39+00:00 RUN_START id=PP0230 window=IS terminal=BT1 family=F06_giveback_atr
2026-08-31T02:56:52+00:00 RUN_END id=PP0226 window=IS decision=IS_NOISE_BAND elapsed=240.006s
2026-08-31T02:56:52+00:00 GATE_SKIP id=PP0226 window=OOS reason=IS_NOT_SURVIVOR decision=IS_NOISE_BAND
2026-08-31T02:56:52+00:00 RUN_START id=PP0231 window=IS terminal=BT2 family=F06_giveback_atr
2026-08-31T02:58:27+00:00 RUN_END id=PP0228 window=IS decision=IS_NOISE_BAND elapsed=264.86s
2026-08-31T02:58:27+00:00 GATE_SKIP id=PP0228 window=OOS reason=IS_NOT_SURVIVOR decision=IS_NOISE_BAND
2026-08-31T02:58:27+00:00 RUN_START id=PP0232 window=IS terminal=BT4 family=F06_giveback_atr
2026-08-31T02:58:34+00:00 RUN_END id=PP0227 window=IS decision=IS_NOISE_BAND elapsed=285.328s
2026-08-31T02:58:34+00:00 GATE_SKIP id=PP0227 window=OOS reason=IS_NOT_SURVIVOR decision=IS_NOISE_BAND
2026-08-31T02:58:34+00:00 RUN_START id=PP0233 window=IS terminal=BT3 family=F06_giveback_atr
2026-08-31T02:59:17+00:00 RUN_END id=PP0229 window=IS decision=IS_REJECT elapsed=296.17s
2026-08-31T02:59:17+00:00 GATE_SKIP id=PP0229 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:59:17+00:00 RUN_START id=PP0234 window=IS terminal=PROD family=F06_giveback_atr
2026-08-31T02:59:55+00:00 RUN_END id=PP0230 window=IS decision=IS_REJECT elapsed=255.467s
2026-08-31T02:59:55+00:00 GATE_SKIP id=PP0230 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T02:59:55+00:00 RUN_START id=PP0235 window=IS terminal=BT1 family=F06_giveback_atr
2026-08-31T03:01:03+00:00 RUN_END id=PP0231 window=IS decision=IS_REJECT elapsed=250.633s
2026-08-31T03:01:03+00:00 GATE_SKIP id=PP0231 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T03:01:03+00:00 RUN_START id=PP0236 window=IS terminal=BT2 family=F06_giveback_atr
2026-08-31T03:01:52+00:00 RUN_END id=PP0232 window=IS decision=IS_REJECT elapsed=205.272s
2026-08-31T03:01:52+00:00 GATE_SKIP id=PP0232 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T03:01:52+00:00 RUN_START id=PP0237 window=IS terminal=BT4 family=F06_giveback_atr
2026-08-31T03:03:14+00:00 RUN_END id=PP0233 window=IS decision=IS_REJECT elapsed=280.456s
2026-08-31T03:03:14+00:00 GATE_SKIP id=PP0233 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T03:03:14+00:00 RUN_START id=PP0238 window=IS terminal=BT3 family=F06_giveback_atr
2026-08-31T03:04:08+00:00 RUN_END id=PP0234 window=IS decision=IS_REJECT elapsed=290.995s
2026-08-31T03:04:08+00:00 GATE_SKIP id=PP0234 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T03:04:08+00:00 RUN_START id=PP0239 window=IS terminal=PROD family=F06_giveback_atr
2026-08-31T03:04:35+00:00 RUN_END id=PP0235 window=IS decision=IS_REJECT elapsed=280.46s
2026-08-31T03:04:35+00:00 GATE_SKIP id=PP0235 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T03:04:35+00:00 RUN_START id=PP0240 window=IS terminal=BT1 family=F06_giveback_atr
2026-08-31T03:05:43+00:00 RUN_END id=PP0236 window=IS decision=IS_REJECT elapsed=280.157s
2026-08-31T03:05:43+00:00 GATE_SKIP id=PP0236 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T03:05:43+00:00 RUN_START id=PP0241 window=IS terminal=BT2 family=F07_be_then_trail
2026-08-31T03:05:57+00:00 RUN_END id=PP0237 window=IS decision=IS_REJECT elapsed=245.43s
2026-08-31T03:05:57+00:00 GATE_SKIP id=PP0237 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T03:05:57+00:00 RUN_START id=PP0242 window=IS terminal=BT4 family=F07_be_then_trail
2026-08-31T03:06:49+00:00 RUN_END id=PP0238 window=IS decision=IS_REJECT elapsed=215.164s
2026-08-31T03:06:49+00:00 GATE_SKIP id=PP0238 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T03:06:49+00:00 RUN_START id=PP0243 window=IS terminal=BT3 family=F07_be_then_trail
2026-08-31T03:08:59+00:00 RUN_END id=PP0239 window=IS decision=IS_REJECT elapsed=290.785s
2026-08-31T03:08:59+00:00 GATE_SKIP id=PP0239 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T03:08:59+00:00 RUN_START id=PP0244 window=IS terminal=PROD family=F07_be_then_trail
2026-08-31T03:09:26+00:00 RUN_END id=PP0240 window=IS decision=IS_REJECT elapsed=290.369s
2026-08-31T03:09:26+00:00 GATE_SKIP id=PP0240 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T03:09:26+00:00 RUN_START id=PP0245 window=IS terminal=BT1 family=F07_be_then_trail
2026-08-31T03:09:53+00:00 RUN_END id=PP0242 window=IS decision=IS_REJECT elapsed=235.501s
2026-08-31T03:09:53+00:00 GATE_SKIP id=PP0242 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T03:09:53+00:00 RUN_START id=PP0246 window=IS terminal=BT4 family=F07_be_then_trail
2026-08-31T03:10:03+00:00 RUN_END id=PP0241 window=IS decision=IS_REJECT elapsed=259.936s
2026-08-31T03:10:03+00:00 GATE_SKIP id=PP0241 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T03:10:03+00:00 RUN_START id=PP0247 window=IS terminal=BT2 family=F07_be_then_trail
2026-08-31T03:10:14+00:00 RUN_END id=PP0243 window=IS decision=IS_REJECT elapsed=205.162s
2026-08-31T03:10:14+00:00 GATE_SKIP id=PP0243 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-08-31T03:10:14+00:00 RUN_START id=PP0248 window=IS terminal=BT3 family=F07_be_then_trail
2026-08-31T19:53:29+00:00 RUN_FAILED id=PP0245 window=IS terminal=BT1 結果CSVなし
2026-08-31T19:53:29+00:00 RUN_START id=PP0249 window=IS terminal=BT1 family=F07_be_then_trail
2026-08-31T19:53:31+00:00 RUN_TIMEOUT id=PP0246 window=IS terminal=BT4 — 端末を再起動する
2026-08-31T19:53:32+00:00 RUN_TIMEOUT id=PP0247 window=IS terminal=BT2 — 端末を再起動する
2026-08-31T19:53:32+00:00 RUN_TIMEOUT id=PP0248 window=IS terminal=BT3 — 端末を再起動する
2026-08-31T19:53:32+00:00 RUN_FAILED id=PP0244 window=IS terminal=PROD 結果CSVなし
2026-08-31T19:53:32+00:00 RUN_START id=PP0250 window=IS terminal=PROD family=F07_be_then_trail
2026-08-31T19:54:34+00:00 RUN_START id=PP0251 window=IS terminal=BT3 family=F07_be_then_trail
2026-08-31T19:54:34+00:00 RUN_START id=PP0252 window=IS terminal=BT4 family=F07_be_then_trail
