proposal_id,family,combo,description,parameter_json
SX0051,G03_hold_winners,単独,含み益0.25ATR以上なら22時まで保有延長,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": 22, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.25, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0052,G03_hold_winners,PP0428併用,含み益0.25ATR以上なら22時まで保有延長（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": 22, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.25, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0053,G03_hold_winners,単独,含み益0.5ATR以上なら22時まで保有延長,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": 22, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.5, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0054,G03_hold_winners,PP0428併用,含み益0.5ATR以上なら22時まで保有延長（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": 22, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.5, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0055,G03_hold_winners,単独,含み益0.75ATR以上なら22時まで保有延長,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": 22, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.75, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0056,G03_hold_winners,PP0428併用,含み益0.75ATR以上なら22時まで保有延長（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": 22, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.75, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0057,G03_hold_winners,単独,含み益1.0ATR以上なら22時まで保有延長,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": 22, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 1.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0058,G03_hold_winners,PP0428併用,含み益1.0ATR以上なら22時まで保有延長（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": 22, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 1.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0059,G03_hold_winners,単独,含み益0.25ATR以上なら23時まで保有延長,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": 23, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.25, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0060,G03_hold_winners,PP0428併用,含み益0.25ATR以上なら23時まで保有延長（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": 23, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.25, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0061,G03_hold_winners,単独,含み益0.5ATR以上なら23時まで保有延長,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": 23, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.5, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0062,G03_hold_winners,PP0428併用,含み益0.5ATR以上なら23時まで保有延長（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": 23, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.5, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0063,G03_hold_winners,単独,含み益0.75ATR以上なら23時まで保有延長,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": 23, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.75, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0064,G03_hold_winners,PP0428併用,含み益0.75ATR以上なら23時まで保有延長（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": 23, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.75, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0065,G03_hold_winners,単独,含み益1.0ATR以上なら23時まで保有延長,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": 23, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 1.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0066,G03_hold_winners,PP0428併用,含み益1.0ATR以上なら23時まで保有延長（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": 23, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 1.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0067,G03_hold_winners,単独,含み益があれば21時まで保有延長（しきい値なし）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": 21, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0068,G03_hold_winners,PP0428併用,含み益があれば21時まで保有延長（しきい値なし）（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": 21, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0069,G03_hold_winners,単独,含み益があれば22時まで保有延長（しきい値なし）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": 22, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0070,G03_hold_winners,PP0428併用,含み益があれば22時まで保有延長（しきい値なし）（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": 22, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0071,G03_hold_winners,単独,含み益があれば23時まで保有延長（しきい値なし）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": 23, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0072,G03_hold_winners,PP0428併用,含み益があれば23時まで保有延長（しきい値なし）（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 3, ""SxitProfitCloseHour"": 23, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0073,G04_cut_losers_early,単独,含み損なら12時に決済（含み益は20時のまま）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": 12, ""SxitMode"": 4, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0074,G04_cut_losers_early,PP0428併用,含み損なら12時に決済（含み益は20時のまま）（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": 12, ""SxitMode"": 4, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0075,G04_cut_losers_early,単独,含み損なら14時に決済（含み益は20時のまま）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": 14, ""SxitMode"": 4, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0076,G04_cut_losers_early,PP0428併用,含み損なら14時に決済（含み益は20時のまま）（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": 14, ""SxitMode"": 4, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0077,G04_cut_losers_early,単独,含み損なら16時に決済（含み益は20時のまま）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": 16, ""SxitMode"": 4, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0078,G04_cut_losers_early,PP0428併用,含み損なら16時に決済（含み益は20時のまま）（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": 16, ""SxitMode"": 4, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0079,G04_cut_losers_early,単独,含み損なら17時に決済（含み益は20時のまま）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": 17, ""SxitMode"": 4, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0080,G04_cut_losers_early,PP0428併用,含み損なら17時に決済（含み益は20時のまま）（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": 17, ""SxitMode"": 4, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0081,G04_cut_losers_early,単独,含み損なら18時に決済（含み益は20時のまま）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": 18, ""SxitMode"": 4, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0082,G04_cut_losers_early,PP0428併用,含み損なら18時に決済（含み益は20時のまま）（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": 18, ""SxitMode"": 4, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0083,G04_cut_losers_early,単独,【対照】含み益なら14時に決済（含み損は20時のまま）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 4, ""SxitProfitCloseHour"": 14, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0084,G04_cut_losers_early,PP0428併用,【対照】含み益なら14時に決済（含み損は20時のまま）（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 4, ""SxitProfitCloseHour"": 14, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0085,G04_cut_losers_early,単独,【対照】含み益なら16時に決済（含み損は20時のまま）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 4, ""SxitProfitCloseHour"": 16, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0086,G04_cut_losers_early,PP0428併用,【対照】含み益なら16時に決済（含み損は20時のまま）（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 4, ""SxitProfitCloseHour"": 16, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0087,G04_cut_losers_early,単独,【対照】含み益なら18時に決済（含み損は20時のまま）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 4, ""SxitProfitCloseHour"": 18, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0088,G04_cut_losers_early,PP0428併用,【対照】含み益なら18時に決済（含み損は20時のまま）（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 4, ""SxitProfitCloseHour"": 18, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 0.0, ""SxitTradeEndHour"": -1}"
SX0089,G05_tp_atr,単独,TPを1.0ATRの距離に置く（RR基準をやめる）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 5, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 1.0, ""SxitTradeEndHour"": -1}"
SX0090,G05_tp_atr,PP0428併用,TPを1.0ATRの距離に置く（RR基準をやめる）（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 5, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 1.0, ""SxitTradeEndHour"": -1}"
SX0091,G05_tp_atr,単独,TPを1.5ATRの距離に置く（RR基準をやめる）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 5, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 1.5, ""SxitTradeEndHour"": -1}"
SX0092,G05_tp_atr,PP0428併用,TPを1.5ATRの距離に置く（RR基準をやめる）（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 5, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 1.5, ""SxitTradeEndHour"": -1}"
SX0093,G05_tp_atr,単独,TPを2.0ATRの距離に置く（RR基準をやめる）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 5, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 2.0, ""SxitTradeEndHour"": -1}"
SX0094,G05_tp_atr,PP0428併用,TPを2.0ATRの距離に置く（RR基準をやめる）（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 5, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 2.0, ""SxitTradeEndHour"": -1}"
SX0095,G05_tp_atr,単独,TPを2.5ATRの距離に置く（RR基準をやめる）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 5, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 2.5, ""SxitTradeEndHour"": -1}"
SX0096,G05_tp_atr,PP0428併用,TPを2.5ATRの距離に置く（RR基準をやめる）（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 5, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 2.5, ""SxitTradeEndHour"": -1}"
SX0097,G05_tp_atr,単独,TPを3.0ATRの距離に置く（RR基準をやめる）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 5, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 3.0, ""SxitTradeEndHour"": -1}"
SX0098,G05_tp_atr,PP0428併用,TPを3.0ATRの距離に置く（RR基準をやめる）（＋PP0428）,"{""PprotArmPeakATR"": 0.5, ""PprotMode"": 14, ""PprotSleeveMask"": 2, ""PprotTPExtendATR"": 1.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 5, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 3.0, ""SxitTradeEndHour"": -1}"
SX0099,G05_tp_atr,単独,TPを3.5ATRの距離に置く（RR基準をやめる）,"{""PprotArmPeakATR"": 0.0, ""PprotMode"": 0, ""PprotSleeveMask"": 0, ""PprotTPExtendATR"": 0.0, ""SxitForceCloseHour"": -1, ""SxitHoldUntilHour"": -1, ""SxitLossCloseHour"": -1, ""SxitMode"": 5, ""SxitProfitCloseHour"": -1, ""SxitProfitHoldATR"": 0.0, ""SxitRR"": 0.0, ""SxitSleeveMask"": 1, ""SxitTPATR"": 3.5, ""SxitTradeEndHour"": -1}"
