position_id,time,magic,symbol,overlap,concentration,profit
924,1505388600,20261001,GBPJPY,0.0,1.0,-480.0
927,1505426400,20260605,EURUSD,0.0,1.0,-283.0
928,1505468700,20261000,USDJPY,2.0,2.0,216.0
930,1505476800,20260610,USDJPY,3.0,3.0,1104.0
931,1505491200,20260605,EURUSD,0.0,1.0,-278.0
933,1505505600,20260605,EURUSD,2.0,3.0,-276.0
935,1505727000,20261001,GBPJPY,2.0,3.0,-785.0
939,1505821500,20261001,GBPJPY,0.0,1.0,-2766.0
940,1505822400,20260610,USDJPY,0.0,1.0,1108.0
942,1505944800,20260605,EURUSD,1.0,2.0,-277.0
943,1505987100,20261001,GBPJPY,2.0,3.0,592.0
945,1505988000,20261002,GOLD,1.0,2.0,87.0
949,1506038520,20260724,BTCUSD,0.0,1.0,264.0
950,1506085200,20260605,EURUSD,1.0,2.0,-282.0
952,1506110400,20260605,EURUSD,0.0,1.0,1190.0
954,1506423600,20261002,GOLD,0.0,0.0,1873.0
956,1506507300,20261000,USDJPY,1.0,2.0,-57.0
958,1506939300,20261002,GOLD,0.0,0.0,-227.0
959,1506941100,20261000,USDJPY,1.0,2.0,-375.0
960,1506943800,20261001,GBPJPY,0.0,1.0,4128.0
965,1507541400,20261001,GBPJPY,1.0,2.0,540.0
967,1507611600,20260605,EURUSD,0.0,1.0,-234.0
968,1507634100,20261000,USDJPY,1.0,2.0,39.0
969,1507635000,20261002,GOLD,2.0,3.0,91.0
972,1507887900,20261000,USDJPY,1.0,2.0,12.0
974,1508146200,20261001,GBPJPY,0.0,1.0,-1236.0
975,1508149800,20261000,USDJPY,1.0,2.0,-820.0
978,1508232600,20261002,GOLD,0.0,0.0,463.0
979,1508238900,20261001,GBPJPY,1.0,2.0,-4242.0
982,1508252400,20260605,EURUSD,1.0,2.0,-285.0
984,1508320800,20261000,USDJPY,2.0,2.0,575.0
985,1508327100,20261002,GOLD,2.0,3.0,-49.0
989,1508409000,20261002,GOLD,0.0,1.0,1074.0
990,1508409900,20261000,USDJPY,1.0,2.0,240.0
993,1508494500,20261001,GBPJPY,1.0,2.0,976.0
995,1508716890,20260724,BTCUSD,0.0,1.0,891.0
996,1508757300,20261001,GBPJPY,0.0,1.0,-1884.0
998,1508836500,20261001,GBPJPY,1.0,2.0,-466.0
999,1508840100,20261000,USDJPY,2.0,3.0,-97.0
1000,1508860800,20260622,USDJPY,3.0,4.0,-1841.0
1003,1508918400,20260640,GOLD,0.0,1.0,-993.0
1004,1508947200,20260627,GBPJPY,2.0,3.0,-1043.0
1006,1509015600,20260605,EURUSD,0.0,1.0,-284.0
1008,1509018300,20261001,GBPJPY,0.0,1.0,262.0
1009,1509019200,20260640,GOLD,0.0,0.0,-793.0
1011,1509030000,20260605,EURUSD,1.0,2.0,1197.0
1014,1509062430,20260774,GBPUSD,1.0,2.0,-571.0
1015,1509100200,20261001,GBPJPY,1.0,2.0,251.0
1019,1509448500,20261001,GBPJPY,1.0,2.0,5016.0
1021,1509527700,20261001,GBPJPY,1.0,2.0,-197.0
1022,1509535800,20261002,GOLD,0.0,1.0,-384.0
1026,1509926430,20260724,BTCUSD,0.0,0.0,217.0
1027,1510051500,20261000,USDJPY,1.0,2.0,-419.0
1028,1510053300,20261001,GBPJPY,2.0,3.0,-619.0
1031,1510134300,20261001,GBPJPY,0.0,1.0,357.0
1034,1510221600,20260605,EURUSD,0.0,1.0,-294.0
1035,1510225200,20261001,GBPJPY,0.0,1.0,5.0
1037,1510234200,20261002,GOLD,1.0,2.0,-38.0
1038,1510236000,20260605,EURUSD,2.0,3.0,-288.0
1040,1510243200,20260605,EURUSD,0.0,1.0,-285.0
1044,1510309800,20261001,GBPJPY,1.0,2.0,3792.0
1046,1510564500,20261001,GBPJPY,0.0,1.0,-346.0
1048,1510738200,20261000,USDJPY,1.0,2.0,55.0
1049,1510746300,20261001,GBPJPY,0.0,1.0,-228.0
1052,1510824600,20261000,USDJPY,1.0,2.0,-485.0
1053,1510832700,20261001,GBPJPY,2.0,3.0,-200.0
1054,1510833600,20260610,USDJPY,3.0,4.0,-222.0
1056,1510848000,20260610,USDJPY,0.0,2.0,1040.0
1061,1511172000,20261001,GBPJPY,1.0,2.0,4326.0
1064,1511251200,20260774,GBPUSD,0.0,1.0,1203.0
1065,1511323200,20260628,AUDJPY,0.0,1.0,-685.0
1066,1511347500,20261000,USDJPY,2.0,2.0,805.0
1068,1511436600,20261001,GBPJPY,1.0,2.0,-882.0
1070,1511482740,20260724,BTCUSD,1.0,2.0,8128.0
1071,1511515800,20261001,GBPJPY,1.0,2.0,426.0
1074,1511777700,20261002,GOLD,1.0,2.0,315.0
1075,1511777700,20261000,USDJPY,3.0,3.0,210.0
1076,1511778600,20261001,GBPJPY,2.0,3.0,343.0
1080,1511948700,20261001,GBPJPY,0.0,1.0,622.0
1082,1512036000,20261000,USDJPY,0.0,0.0,-457.0
1083,1512036900,20261001,GBPJPY,0.0,1.0,990.0
1084,1512057600,20260610,USDJPY,0.0,1.0,-530.0
1089,1512379800,20261000,USDJPY,0.0,1.0,-386.0
1091,1512507600,20260605,EURUSD,0.0,1.0,-281.0
1093,1512547200,20260610,USDJPY,1.0,2.0,-589.0
1094,1512552600,20261001,GBPJPY,1.0,2.0,193.0
1097,1512638100,20261001,GBPJPY,0.0,1.0,1145.0
1098,1512650700,20261002,GOLD,0.0,0.0,303.0
1102,1512728100,20261001,GBPJPY,0.0,1.0,-1113.0
1103,1512729000,20261000,USDJPY,1.0,2.0,-71.0
1106,1512987300,20261001,GBPJPY,0.0,1.0,2094.0
1107,1512991800,20261000,USDJPY,1.0,2.0,-155.0
1110,1513108800,20260610,USDJPY,0.0,1.0,-508.0
1112,1513248300,20261001,GBPJPY,0.0,1.0,-737.0
1114,1513588500,20261001,GBPJPY,0.0,1.0,210.0
1116,1513681200,20260605,EURUSD,0.0,1.0,1092.0
1117,1513728030,20260650,AUDJPY,0.0,1.0,-45573.0
1118,1513770300,20261000,USDJPY,1.0,2.0,250.0
1120,1513848600,20261000,USDJPY,1.0,2.0,-200.0
1122,1514279100,20260724,BTCUSD,1.0,2.0,-1532.0
1124,1514544300,20261000,USDJPY,1.0,2.0,-87.0
1125,1514544300,20261001,GBPJPY,0.0,1.0,272.0
1128,1515061800,20261001,GBPJPY,1.0,2.0,389.0
1130,1515148200,20261000,USDJPY,1.0,2.0,-63.0
1132,1515398400,20260610,USDJPY,1.0,2.0,-499.0
1133,1515405600,20261002,GOLD,0.0,1.0,-293.0
1134,1515405600,20261000,USDJPY,3.0,3.0,-368.0
1135,1515411000,20261001,GBPJPY,0.0,2.0,-197.0
1137,1515434400,20260629,EURUSD,0.0,1.0,261.0
1138,1515434400,20260629,EURUSD,0.0,1.0,1030.0
1141,1515456030,20260628,AUDJPY,3.0,3.0,-456.0
1144,1515494700,20261002,GOLD,0.0,0.0,256.0
1145,1515528000,20260610,USDJPY,1.0,2.0,1070.0
1148,1515579300,20261002,GOLD,1.0,2.0,2078.0
1151,1515675600,20260605,EURUSD,0.0,1.0,-279.0
1153,1515682800,20260605,EURUSD,0.0,1.0,1161.0
1156,1515750300,20261001,GBPJPY,1.0,2.0,910.0
1159,1516013100,20261001,GBPJPY,0.0,1.0,-730.0
1161,1516147230,20260724,BTCUSD,0.0,1.0,-896.0
1162,1516282200,20261002,GOLD,1.0,2.0,-240.0
1164,1516356000,20261000,USDJPY,1.0,2.0,84.0
1165,1516361400,20261001,GBPJPY,0.0,1.0,470.0
1168,1516636800,20260628,AUDJPY,2.0,2.0,-477.0
1170,1516704300,20261001,GBPJPY,0.0,1.0,522.0
1172,1516791600,20261000,USDJPY,1.0,2.0,627.0
1174,1516875300,20261001,GBPJPY,0.0,1.0,-3246.0
1176,1516958100,20261000,USDJPY,1.0,2.0,338.0
1177,1516967100,20261001,GBPJPY,0.0,1.0,-912.0
1180,1517235300,20261002,GOLD,0.0,0.0,173.0
1182,1517306400,20261001,GBPJPY,0.0,1.0,-1192.0
1183,1517313600,20261002,GOLD,1.0,2.0,-1198.0
1185,1517328000,20260640,GOLD,2.0,3.0,-1302.0
1189,1517477400,20261002,GOLD,0.0,1.0,-223.0
1190,1517479200,20261001,GBPJPY,1.0,2.0,455.0
1193,1517788800,20260724,BTCUSD,0.0,1.0,2581.0
1194,1517824800,20261001,GBPJPY,0.0,1.0,1249.0
1197,1517904000,20260605,EURUSD,0.0,1.0,-274.0
1199,1517913000,20261001,GBPJPY,0.0,1.0,-79.0
1201,1517997600,20261001,GBPJPY,0.0,1.0,268.0
1202,1517998500,20261000,USDJPY,2.0,2.0,-434.0
1205,1518100200,20261002,GOLD,0.0,0.0,-1186.0
1207,1518167700,20261001,GBPJPY,0.0,1.0,-1211.0
1208,1518172200,20261000,USDJPY,1.0,2.0,-767.0
1211,1518513300,20261001,GBPJPY,0.0,1.0,122.0
1212,1518515100,20261000,USDJPY,2.0,2.0,12.0
1215,1518595200,20260622,USDJPY,1.0,2.0,3854.0
1216,1518692400,20260605,EURUSD,2.0,3.0,-268.0
1219,1519056000,20260605,EURUSD,1.0,2.0,-276.0
1221,1519121700,20261002,GOLD,0.0,0.0,803.0
1222,1519121700,20261000,USDJPY,0.0,1.0,170.0
1226,1519171260,20260724,BTCUSD,0.0,1.0,-1500.0
1227,1519209900,20261001,GBPJPY,0.0,1.0,-486.0
1229,1519294500,20261001,GBPJPY,0.0,1.0,147.0
1230,1519311600,20260605,EURUSD,0.0,1.0,-268.0
1232,1519315200,20260622,USDJPY,2.0,2.0,-1717.0
1233,1519322400,20260605,EURUSD,0.0,1.0,-262.0
1235,1519387200,20260628,AUDJPY,1.0,2.0,-902.0
1238,1519902000,20261002,GOLD,0.0,0.0,170.0
1240,1519984800,20261001,GBPJPY,1.0,2.0,19.0
1241,1520006400,20260622,USDJPY,3.0,3.0,-2171.0
1243,1520236800,20260605,EURUSD,2.0,3.0,-264.0
1245,1520241300,20261001,GBPJPY,2.0,3.0,-3702.0
1247,1520251200,20260774,GBPUSD,0.0,1.0,-530.0
1250,1520327700,20261001,GBPJPY,1.0,2.0,-603.0
1251,1520332200,20261000,USDJPY,3.0,3.0,-374.0
1252,1520337600,20260622,USDJPY,5.0,4.0,-2376.0
1256,1520422200,20261001,GBPJPY,2.0,3.0,-1127.0
1257,1520430300,20261002,GOLD,0.0,0.0,548.0
1260,1520560800,20260605,EURUSD,0.0,1.0,-86.0
1263,1520578800,20260605,EURUSD,0.0,1.0,-266.0
1264,1520590500,20261001,GBPJPY,0.0,1.0,252.0
1267,1520812800,20260724,BTCUSD,0.0,1.0,-1540.0
1268,1520934300,20261001,GBPJPY,0.0,1.0,164.0
1270,1520939700,20261000,USDJPY,1.0,2.0,-537.0
1271,1520951400,20261002,GOLD,0.0,1.0,-898.0
1275,1521027900,20261001,GBPJPY,0.0,1.0,858.0
1277,1521114300,20261001,GBPJPY,0.0,1.0,-605.0
1278,1521147600,20260605,EURUSD,0.0,1.0,-263.0
1280,1521193500,20261000,USDJPY,0.0,1.0,-318.0
1281,1521194400,20261001,GBPJPY,1.0,2.0,-618.0
1285,1521459900,20261001,GBPJPY,0.0,1.0,4704.0
1287,1521538200,20261000,USDJPY,0.0,1.0,-15.0
1288,1521538200,20261001,GBPJPY,1.0,2.0,-484.0
1289,1521576000,20260628,AUDJPY,0.0,1.0,-674.0
1292,1521626400,20261002,GOLD,1.0,2.0,729.0
1295,1521666000,20260605,EURUSD,1.0,2.0,-165.0
1297,1521723600,20260605,EURUSD,0.0,1.0,-264.0
1298,1521777600,20260628,AUDJPY,0.0,1.0,-900.0
1299,1521777600,20260774,GBPUSD,0.0,1.0,1153.0
1302,1522057500,20261002,GOLD,0.0,0.0,-725.0
1303,1522058400,20261001,GBPJPY,1.0,2.0,838.0
1304,1522059300,20261000,USDJPY,0.0,1.0,69.0
1310,1522143900,20261001,GBPJPY,0.0,1.0,-573.0
1312,1522147500,20261001,GBPJPY,0.0,1.0,2322.0
1314,1522195200,20260622,USDJPY,0.0,1.0,-1914.0
1315,1522228500,20261001,GBPJPY,0.0,1.0,509.0
1318,1522320300,20261001,GBPJPY,0.0,1.0,276.0
1319,1522324800,20260605,EURUSD,0.0,1.0,-274.0
1322,1522627200,20260724,BTCUSD,0.0,1.0,956.0
1323,1522666800,20261001,GBPJPY,0.0,1.0,-635.0
1325,1522747800,20261001,GBPJPY,0.0,1.0,613.0
1326,1522749600,20260605,EURUSD,0.0,1.0,1137.0
1327,1522754100,20261000,USDJPY,1.0,2.0,371.0
1330,1522839600,20261000,USDJPY,0.0,1.0,-451.0
1331,1522839600,20261001,GBPJPY,1.0,2.0,-3294.0
1334,1522872000,20260610,USDJPY,0.0,1.0,1122.0
1335,1522886400,20260774,GBPUSD,0.0,1.0,-535.0
1336,1522921500,20261002,GOLD,0.0,1.0,107.0
1337,1522923300,20261000,USDJPY,2.0,2.0,324.0
1341,1522972800,20260774,GBPUSD,0.0,1.0,1174.0
1343,1523265300,20261001,GBPJPY,2.0,2.0,-90.0
1346,1523353500,20261001,GBPJPY,1.0,2.0,425.0
1347,1523372400,20260605,EURUSD,0.0,1.0,-269.0
1350,1523559600,20260605,EURUSD,0.0,1.0,-334.0
1351,1523610900,20261000,USDJPY,1.0,2.0,-156.0
1352,1523611800,20261001,GBPJPY,2.0,3.0,-226.0
1354,1523635200,20260610,USDJPY,2.0,3.0,-498.0
1359,1523923260,20260724,BTCUSD,1.0,2.0,857.0
1360,1524042900,20261001,GBPJPY,0.0,1.0,-853.0
1362,1524051900,20261001,GBPJPY,0.0,1.0,-300.0
1364,1524129300,20261001,GBPJPY,0.0,1.0,-457.0
1366,1524135600,20261001,GBPJPY,0.0,1.0,-2532.0
1368,1524217500,20261001,GBPJPY,0.0,1.0,1194.0
1370,1524240000,20260605,EURUSD,0.0,1.0,1132.0
1372,1524475800,20261001,GBPJPY,0.0,1.0,58.0
1375,1524650400,20261000,USDJPY,0.0,1.0,167.0
1376,1524651300,20261002,GOLD,0.0,1.0,174.0
1379,1524830400,20260774,GBPUSD,0.0,1.0,1196.0
1382,1525219200,20260724,BTCUSD,0.0,1.0,-1089.0
1383,1525350600,20261002,GOLD,1.0,2.0,-50.0
1385,1525429800,20261001,GBPJPY,0.0,1.0,96.0
1387,1525684500,20261002,GOLD,0.0,0.0,-135.0
1388,1525688100,20261000,USDJPY,0.0,1.0,-243.0
1389,1525688100,20261001,GBPJPY,1.0,2.0,-79.0
1393,1525782600,20261002,GOLD,0.0,0.0,-489.0
1395,1525857300,20261002,GOLD,0.0,0.0,-831.0
1396,1525863600,20261001,GBPJPY,0.0,1.0,210.0
1399,1525943700,20261001,GBPJPY,0.0,1.0,-530.0
1401,1526031000,20261001,GBPJPY,0.0,1.0,-2466.0
1403,1526292900,20261001,GBPJPY,0.0,1.0,163.0
1404,1526293800,20261000,USDJPY,1.0,2.0,128.0
1405,1526328000,20260605,EURUSD,0.0,1.0,-276.0
1409,1526342400,20260605,EURUSD,0.0,1.0,1153.0
1412,1526466600,20261002,GOLD,0.0,1.0,-780.0
1413,1526466600,20261000,USDJPY,1.0,2.0,-155.0
1415,1526481900,20261002,GOLD,0.0,0.0,-1066.0
1418,1526515200,20260622,USDJPY,0.0,1.0,3796.0
1419,1526548500,20261001,GBPJPY,1.0,2.0,-71.0
1420,1526549400,20261000,USDJPY,3.0,3.0,494.0
1424,1526895000,20261002,GOLD,0.0,1.0,-641.0
1426,1526984100,20261000,USDJPY,0.0,1.0,-702.0
1427,1526984100,20261001,GBPJPY,1.0,2.0,-1920.0
1428,1526987700,20261002,GOLD,0.0,0.0,-91.0
1432,1527067800,20261002,GOLD,0.0,1.0,-652.0
1433,1527067800,20261001,GBPJPY,0.0,1.0,984.0
1434,1527070500,20261000,USDJPY,1.0,2.0,201.0
1436,1527080400,20261002,GOLD,1.0,2.0,-1632.0
1440,1527245100,20261001,GBPJPY,0.0,1.0,1158.0
1442,1527586200,20261001,GBPJPY,0.0,1.0,1341.0
1443,1527590700,20261000,USDJPY,1.0,2.0,563.0
1446,1527672600,20261001,GBPJPY,0.0,1.0,147.0
1447,1527673500,20261002,GOLD,0.0,1.0,-1279.0
1450,1527765300,20261001,GBPJPY,0.0,1.0,-966.0
1452,1527846300,20261001,GBPJPY,0.0,1.0,1200.0
1454,1528182000,20260605,EURUSD,0.0,1.0,-271.0
1455,1528199100,20261001,GBPJPY,0.0,1.0,167.0
1457,1528218000,20260605,EURUSD,0.0,1.0,1128.0
1459,1528277400,20261001,GBPJPY,0.0,1.0,160.0
1462,1528367400,20261001,GBPJPY,0.0,1.0,-614.0
1464,1528452000,20261000,USDJPY,0.0,1.0,9.0
1466,1528708500,20261000,USDJPY,0.0,1.0,63.0
1467,1528708500,20261001,GBPJPY,1.0,2.0,-340.0
1470,1528800300,20261001,GBPJPY,0.0,1.0,-151.0
1472,1528890300,20261001,GBPJPY,0.0,1.0,-1290.0
1474,1528973100,20261000,USDJPY,0.0,1.0,-427.0
1476,1529017200,20260605,EURUSD,0.0,1.0,-277.0
1477,1529059500,20261001,GBPJPY,0.0,1.0,-3678.0
1480,1529280000,20260724,BTCUSD,0.0,1.0,-675.0
1481,1529317800,20261001,GBPJPY,0.0,1.0,-30.0
1483,1529417700,20261002,GOLD,0.0,0.0,18.0
1485,1529573400,20261002,GOLD,0.0,0.0,-660.0
1486,1529575200,20261001,GBPJPY,0.0,1.0,-2634.0
1489,1529662500,20261000,USDJPY,0.0,1.0,-334.0
1490,1529662500,20261001,GBPJPY,1.0,2.0,-718.0
1493,1529920800,20261001,GBPJPY,0.0,1.0,-458.0
1495,1530000000,20260640,GOLD,0.0,0.0,1586.0
1496,1530009900,20261002,GOLD,0.0,1.0,207.0
1497,1530028800,20260610,USDJPY,0.0,1.0,-304.0
1499,1530043200,20260610,USDJPY,0.0,1.0,1117.0
1501,1530096300,20261001,GBPJPY,0.0,1.0,296.0
1502,1530100800,20260605,EURUSD,0.0,1.0,-276.0
1504,1530115200,20260605,EURUSD,1.0,2.0,-273.0
1508,1530252000,20260605,EURUSD,0.0,1.0,-277.0
1510,1530272700,20261001,GBPJPY,1.0,2.0,380.0
1513,1530518400,20260640,GOLD,1.0,2.0,-786.0
1514,1530522900,20261002,GOLD,2.0,3.0,665.0
1515,1530526500,20261001,GBPJPY,0.0,1.0,804.0
1519,1530612000,20261001,GBPJPY,0.0,1.0,-123.0
1520,1530614700,20261002,GOLD,0.0,0.0,2069.0
1524,1530705600,20260610,USDJPY,0.0,1.0,1114.0
1525,1530783900,20261001,GBPJPY,1.0,2.0,-240.0
1526,1530793800,20261002,GOLD,1.0,2.0,-626.0
1529,1530868500,20261001,GBPJPY,1.0,2.0,-67.0
1531,1531127700,20261002,GOLD,0.0,0.0,-284.0
1532,1531127700,20261001,GBPJPY,1.0,2.0,-680.0
1535,1531217700,20261001,GBPJPY,1.0,2.0,277.0
1538,1531388700,20261001,GBPJPY,0.0,1.0,226.0
1539,1531404000,20260605,EURUSD,0.0,1.0,-279.0
1542,1531468800,20260640,GOLD,0.0,1.0,1691.0
1543,1531800000,20260622,USDJPY,1.0,2.0,-1655.0
1544,1531819800,20261002,GOLD,0.0,1.0,-580.0
1545,1531821600,20261001,GBPJPY,1.0,2.0,-435.0
1547,1531843200,20260774,GBPUSD,1.0,2.0,1243.0
1550,1531857600,20260640,GOLD,2.0,3.0,2249.0
1551,1531864800,20260605,EURUSD,3.0,4.0,-271.0
1552,1531906200,20261002,GOLD,4.0,5.0,-494.0
1554,1531913400,20261001,GBPJPY,0.0,1.0,-1122.0
1557,1531995300,20261002,GOLD,3.0,4.0,553.0
1558,1531997100,20261000,USDJPY,5.0,5.0,-620.0
1563,1532329200,20260605,EURUSD,0.0,1.0,-283.0
1565,1532347200,20261002,GOLD,1.0,2.0,510.0
1567,1532426400,20260605,EURUSD,1.0,2.0,-280.0
1569,1532430000,20260605,EURUSD,0.0,1.0,-289.0
1570,1532438100,20261002,GOLD,0.0,1.0,-356.0
1572,1532476800,20260724,BTCUSD,0.0,1.0,-2066.0
1573,1532514600,20261001,GBPJPY,0.0,1.0,-476.0
1576,1532597400,20261001,GBPJPY,0.0,1.0,158.0
1577,1532601900,20261002,GOLD,0.0,1.0,78.0
1578,1532635200,20260605,EURUSD,0.0,1.0,-277.0
1581,1532685600,20261001,GBPJPY,0.0,1.0,-192.0
1583,1532944800,20261001,GBPJPY,0.0,1.0,81.0
1585,1532959200,20260605,EURUSD,0.0,1.0,-293.0
1587,1533029400,20261001,GBPJPY,0.0,1.0,569.0
1589,1533116700,20261000,USDJPY,0.0,1.0,-412.0
1590,1533116700,20261001,GBPJPY,1.0,2.0,-512.0
1594,1533171600,20260605,EURUSD,0.0,1.0,1177.0
1595,1533204000,20261001,GBPJPY,0.0,1.0,583.0
1599,1533556800,20260640,GOLD,0.0,0.0,2044.0
1601,1533893400,20261001,GBPJPY,0.0,1.0,716.0
1603,1534156200,20261002,GOLD,1.0,2.0,1338.0
1604,1534158000,20261001,GBPJPY,0.0,1.0,-987.0
1607,1534176000,20260640,GOLD,1.0,2.0,2042.0
1609,1534238100,20261001,GBPJPY,0.0,1.0,-387.0
1610,1534240800,20261000,USDJPY,2.0,2.0,161.0
1613,1534291200,20260724,BTCUSD,0.0,0.0,567.0
1614,1534329000,20261001,GBPJPY,0.0,1.0,-527.0
1615,1534335300,20261002,GOLD,0.0,1.0,916.0
1619,1534406400,20260610,USDJPY,1.0,2.0,-709.0
1620,1534504500,20261000,USDJPY,3.0,3.0,190.0
1622,1534924800,20260605,EURUSD,2.0,3.0,-304.0
1624,1535011200,20260640,GOLD,0.0,1.0,-928.0
1625,1535019300,20261002,GOLD,0.0,0.0,66.0
1628,1535083200,20260610,USDJPY,0.0,1.0,-486.0
1629,1535105700,20261001,GBPJPY,1.0,2.0,-119.0
1632,1535364000,20261001,GBPJPY,0.0,1.0,-600.0
1634,1535452200,20261001,GBPJPY,1.0,2.0,-351.0
1637,1535628600,20261001,GBPJPY,0.0,1.0,436.0
1640,1535711400,20261000,USDJPY,0.0,1.0,-602.0
1641,1535711400,20261001,GBPJPY,1.0,2.0,906.0
1644,1535967000,20261001,GBPJPY,0.0,1.0,111.0
1645,1535971500,20261002,GOLD,0.0,1.0,-896.0
1647,1536052500,20261000,USDJPY,0.0,1.0,133.0
1648,1536052500,20261001,GBPJPY,1.0,2.0,-437.0
1650,1536062400,20260605,EURUSD,1.0,2.0,-279.0
1654,1536141600,20261001,GBPJPY,0.0,1.0,-4212.0
1656,1536170400,20260605,EURUSD,0.0,1.0,-275.0
1658,1536311700,20261001,GBPJPY,0.0,1.0,6774.0
1660,1536537600,20260724,BTCUSD,0.0,1.0,-238.0
1661,1536595200,20260610,USDJPY,0.0,1.0,1116.0
1662,1536661800,20261001,GBPJPY,1.0,2.0,-1105.0
1664,1536832800,20260605,EURUSD,0.0,1.0,1117.0
1665,1536940800,20260774,GBPUSD,1.0,2.0,1228.0
1666,1537182000,20261000,USDJPY,2.0,3.0,-260.0
1668,1537262100,20261001,GBPJPY,2.0,2.0,66.0
1669,1537263000,20261000,USDJPY,2.0,3.0,94.0
1670,1537265700,20261002,GOLD,0.0,0.0,-613.0
1673,1537300800,20260610,USDJPY,2.0,3.0,1126.0
1677,1537357500,20261001,GBPJPY,1.0,2.0,-5082.0
1680,1537526700,20261001,GBPJPY,0.0,1.0,8952.0
1683,1538045100,20261001,GBPJPY,0.0,1.0,-784.0
1686,1538107200,20260605,EURUSD,0.0,1.0,1202.0
1687,1538132400,20261001,GBPJPY,0.0,1.0,48.0
1689,1538391600,20261000,USDJPY,1.0,2.0,-66.0
1691,1538471700,20261001,GBPJPY,0.0,1.0,444.0
1693,1538475300,20261000,USDJPY,1.0,2.0,27.0
1696,1538559900,20261001,GBPJPY,0.0,1.0,280.0
1697,1538565300,20261000,USDJPY,1.0,2.0,429.0
1698,1538596800,20260622,USDJPY,3.0,3.0,-1891.0
1701,1538651700,20261001,GBPJPY,1.0,2.0,-192.0
1704,1538732700,20261001,GBPJPY,0.0,1.0,2634.0
1706,1538990100,20261001,GBPJPY,0.0,1.0,886.0
1707,1538996400,20261002,GOLD,0.0,1.0,808.0
1709,1538999100,20261000,USDJPY,0.0,1.0,732.0
1712,1539080100,20261000,USDJPY,0.0,1.0,-580.0
1714,1539165600,20261001,GBPJPY,0.0,1.0,-426.0
1715,1539171900,20261000,USDJPY,1.0,2.0,-268.0
1718,1539306000,20260605,EURUSD,0.0,1.0,-282.0
1719,1539337500,20261001,GBPJPY,0.0,1.0,-703.0
1722,1539367200,20260605,EURUSD,0.0,1.0,-308.0
1723,1539596700,20261002,GOLD,1.0,2.0,335.0
1724,1539598500,20261000,USDJPY,2.0,3.0,-118.0
1725,1539598500,20261001,GBPJPY,1.0,2.0,-2898.0
1729,1539648030,20260724,BTCUSD,1.0,2.0,-520.0
1730,1539683100,20261001,GBPJPY,0.0,1.0,351.0
1732,1539774000,20261001,GBPJPY,0.0,1.0,28.0
1735,1539820830,20260605,EURUSD,0.0,1.0,-280.0
1736,1539854100,20261001,GBPJPY,0.0,1.0,905.0
1739,1539940500,20261001,GBPJPY,0.0,1.0,508.0
1740,1539982800,20260605,EURUSD,0.0,1.0,-278.0
1743,1540199700,20261001,GBPJPY,0.0,1.0,-733.0
1744,1540206000,20261000,USDJPY,1.0,2.0,36.0
1747,1540286100,20261001,GBPJPY,0.0,1.0,-839.0
1748,1540287900,20261000,USDJPY,2.0,2.0,-89.0
1751,1540377000,20261001,GBPJPY,0.0,1.0,5136.0
1753,1540454400,20260774,GBPUSD,0.0,1.0,1222.0
1754,1540459800,20261001,GBPJPY,0.0,1.0,-3714.0
1755,1540466100,20261000,USDJPY,1.0,2.0,510.0
1758,1540550700,20261001,GBPJPY,1.0,2.0,-15.0
1761,1540813500,20261000,USDJPY,1.0,2.0,210.0
1764,1540893600,20261000,USDJPY,0.0,1.0,147.0
1766,1540981800,20261001,GBPJPY,0.0,1.0,43.0
1768,1541063700,20261001,GBPJPY,0.0,1.0,1317.0
1769,1541064600,20261002,GOLD,0.0,1.0,1485.0
1772,1541150100,20261001,GBPJPY,0.0,1.0,-345.0
1774,1541494800,20260605,EURUSD,0.0,1.0,-318.0
1775,1541589300,20261002,GOLD,1.0,2.0,-560.0
1777,1541692800,20260774,GBPUSD,1.0,2.0,-566.0
1779,1541707200,20260605,EURUSD,0.0,1.0,-90.0
1781,1541710800,20260605,EURUSD,1.0,2.0,-284.0
1784,1541721630,20260650,AUDJPY,0.0,1.0,-151237.0
1785,1541754900,20261001,GBPJPY,0.0,1.0,513.0
1786,1541764800,20260774,GBPUSD,1.0,2.0,1239.0
1789,1542015900,20261001,GBPJPY,0.0,1.0,3084.0
1790,1542016800,20261002,GOLD,0.0,1.0,119.0
1793,1542103200,20261001,GBPJPY,1.0,2.0,460.0
1794,1542108600,20261000,USDJPY,2.0,3.0,-285.0
1795,1542111300,20261002,GOLD,1.0,2.0,-946.0
1799,1542276000,20261001,GBPJPY,0.0,1.0,6414.0
1800,1542276900,20261002,GOLD,0.0,1.0,-737.0
1802,1542282300,20261000,USDJPY,1.0,2.0,-319.0
1803,1542283200,20260629,EURUSD,0.0,1.0,21.0
1804,1542283200,20260629,EURUSD,1.0,2.0,-398.0
1806,1542312000,20260610,USDJPY,0.0,1.0,-498.0
1809,1542384000,20260610,USDJPY,0.0,1.0,-741.0
1810,1542592800,20260605,EURUSD,1.0,2.0,-291.0
1811,1542711600,20261000,USDJPY,2.0,3.0,-662.0
1814,1542736800,20260605,EURUSD,1.0,2.0,-283.0
1816,1542765600,20260605,EURUSD,1.0,2.0,-319.0
1817,1542793500,20261001,GBPJPY,0.0,1.0,-164.0
1820,1543223700,20261001,GBPJPY,0.0,1.0,310.0
