id,sleeve,ea,symbol,base,parameter,value,overrides,model,is_net,is_pf,is_dd,is_n,oos_net,oos_pf,oos_dd,oos_n,survives,strict,tradeoff,status,note
PB_AUDJPY__ATR_SL_Mult__2p0,PB_AUDJPY,PullbackTrend,AUDJPY,configs/pullback_audjpy_h4.yaml,ATR_SL_Mult,2.0,{'ATR_SL_Mult': 2.0},open_prices,2714.0,1.263,2.221,27,-3313.0,0.8081,8.4547,42,False,False,False,OK,
PB_AUDJPY__ATR_SL_Mult__2p5,PB_AUDJPY,PullbackTrend,AUDJPY,configs/pullback_audjpy_h4.yaml,ATR_SL_Mult,2.5,{'ATR_SL_Mult': 2.5},open_prices,1527.0,1.1253,4.0913,25,134.0,1.0081,7.931,35,True,False,False,OK,
PB_AUDJPY__ATR_SL_Mult__3p0,PB_AUDJPY,PullbackTrend,AUDJPY,configs/pullback_audjpy_h4.yaml,ATR_SL_Mult,3.0,{'ATR_SL_Mult': 3.0},open_prices,2880.0,1.2072,3.8774,24,187.0,1.011,7.3177,30,True,False,True,OK,
PB_AUDJPY__RR_Ratio__1p0,PB_AUDJPY,PullbackTrend,AUDJPY,configs/pullback_audjpy_h4.yaml,RR_Ratio,1.0,{'RR_Ratio': 1.0},open_prices,439.0,1.0393,2.0251,37,-1598.0,0.8947,6.6148,51,False,False,False,OK,
PB_AUDJPY__RR_Ratio__2p5,PB_AUDJPY,PullbackTrend,AUDJPY,configs/pullback_audjpy_h4.yaml,RR_Ratio,2.5,{'RR_Ratio': 2.5},open_prices,1147.0,1.0992,3.2605,27,314.0,1.0203,7.0649,38,True,False,False,OK,
PB_AUDJPY__RR_Ratio__3p0,PB_AUDJPY,PullbackTrend,AUDJPY,configs/pullback_audjpy_h4.yaml,RR_Ratio,3.0,{'RR_Ratio': 3.0},open_prices,4077.0,1.3639,2.5961,26,793.0,1.0481,7.3477,39,True,False,True,OK,
PB_AUDJPY__RR_Ratio__5p0,PB_AUDJPY,PullbackTrend,AUDJPY,configs/pullback_audjpy_h4.yaml,RR_Ratio,5.0,{'RR_Ratio': 5.0},open_prices,6157.0,1.7406,2.5412,18,5619.0,1.4029,8.2142,30,True,False,True,OK,
PB_AUDJPY__MA_Slope_Lookback__10,PB_AUDJPY,PullbackTrend,AUDJPY,configs/pullback_audjpy_h4.yaml,MA_Slope_Lookback,10,{'MA_Slope_Lookback': 10},open_prices,318.0,1.3067,1.0231,3,499.0,2.1089,0.4458,2,True,False,True,OK,effective only when trend-strength is enabled
PB_AUDJPY__MA_Slope_Lookback__30,PB_AUDJPY,PullbackTrend,AUDJPY,configs/pullback_audjpy_h4.yaml,MA_Slope_Lookback,30,{'MA_Slope_Lookback': 30},open_prices,1104.0,1.0494,4.7541,48,1003.0,1.0362,9.9763,67,True,False,False,OK,effective only when trend-strength is enabled
PB_AUDJPY__MA_Slope_Lookback__40,PB_AUDJPY,PullbackTrend,AUDJPY,configs/pullback_audjpy_h4.yaml,MA_Slope_Lookback,40,{'MA_Slope_Lookback': 40},open_prices,-3896.0,0.8902,11.1349,67,2330.0,1.0696,9.0169,78,False,False,False,OK,effective only when trend-strength is enabled
RSI_EURUSD__MA_Period__100,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,MA_Period,100,{'MA_Period': 100},open_prices,-5565.0,0.9533,19.0365,334,9859.0,1.1157,10.663,300,False,False,False,OK,
RSI_EURUSD__MA_Period__150,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,MA_Period,150,{'MA_Period': 150},open_prices,-14155.0,0.8766,16.9745,313,6552.0,1.0903,7.5714,265,False,False,False,OK,
RSI_EURUSD__MA_Period__250,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,MA_Period,250,{'MA_Period': 250},open_prices,5362.0,1.0584,18.8242,256,-10142.0,0.8776,18.1132,283,False,False,False,OK,
RSI_EURUSD__MA_Period__300,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,MA_Period,300,{'MA_Period': 300},open_prices,-1340.0,0.9849,12.2839,232,890.0,1.0127,13.3956,256,False,False,False,OK,
RSI_EURUSD__BB_Period__10,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,BB_Period,10,{'BB_Period': 10},open_prices,1733.0,1.0206,10.5653,229,-3162.0,0.9563,11.1953,242,False,False,False,OK,
RSI_EURUSD__BB_Period__15,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,BB_Period,15,{'BB_Period': 15},open_prices,9143.0,1.0992,8.9024,262,-6653.0,0.9185,11.8276,280,False,False,False,OK,
RSI_EURUSD__BB_Period__25,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,BB_Period,25,{'BB_Period': 25},open_prices,1637.0,1.0178,11.5476,249,-6825.0,0.9128,14.5626,263,False,False,False,OK,
RSI_EURUSD__BB_Period__35,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,BB_Period,35,{'BB_Period': 35},open_prices,-3857.0,0.9551,12.3466,226,-5718.0,0.92,10.9888,233,False,False,False,OK,
RSI_EURUSD__BB_Period__40,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,BB_Period,40,{'BB_Period': 40},open_prices,-11261.0,0.869,14.3914,221,-6399.0,0.9099,12.7517,231,False,False,False,OK,
RSI_EURUSD__BB_Deviation__1p5,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,BB_Deviation,1.5,{'BB_Deviation': 1.5},open_prices,2037.0,1.0187,11.6634,324,886.0,1.01,9.2813,321,True,False,False,OK,
RSI_EURUSD__BB_Deviation__1p75,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,BB_Deviation,1.75,{'BB_Deviation': 1.75},open_prices,1580.0,1.0146,9.9873,321,-1474.0,0.9834,10.8087,315,False,False,False,OK,
RSI_EURUSD__BB_Deviation__2p25,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,BB_Deviation,2.25,{'BB_Deviation': 2.25},open_prices,5738.0,1.0578,11.7292,290,-2754.0,0.9665,11.5535,287,False,False,False,OK,
RSI_EURUSD__BB_Deviation__2p75,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,BB_Deviation,2.75,{'BB_Deviation': 2.75},open_prices,8136.0,1.0947,9.8403,240,-4254.0,0.9422,12.8376,245,False,False,False,OK,
RSI_EURUSD__BB_Deviation__3p0,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,BB_Deviation,3.0,{'BB_Deviation': 3.0},open_prices,920.0,1.0116,10.58,210,-3735.0,0.9444,11.7284,222,False,False,False,OK,
RSI_EURUSD__RSI_Period__5,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,RSI_Period,5,{'RSI_Period': 5},open_prices,-3712.0,0.9665,14.7262,326,-7097.0,0.924,14.804,331,False,False,False,OK,
RSI_EURUSD__RSI_Period__7,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,RSI_Period,7,{'RSI_Period': 7},open_prices,5251.0,1.0515,9.6056,297,-6691.0,0.9234,13.5017,304,False,False,False,OK,
RSI_EURUSD__RSI_Period__10,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,RSI_Period,10,{'RSI_Period': 10},open_prices,3985.0,1.0407,10.8531,276,-780.0,0.9903,11.4274,282,False,False,False,OK,
RSI_EURUSD__RSI_Period__21,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,RSI_Period,21,{'RSI_Period': 21},open_prices,6896.0,1.0728,10.1761,263,507.0,1.0065,12.869,273,True,False,False,OK,
RSI_EURUSD__RSI_Period__28,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,RSI_Period,28,{'RSI_Period': 28},open_prices,6896.0,1.0728,10.1761,263,3950.0,1.0517,12.5185,271,True,False,False,OK,
RSI_EURUSD__RSI_levels__65p0,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,RSI_levels,65.0,"{'RSI_OverboughtExtreme': 65.0, 'RSI_Overbought': 62.5, 'RSI_OversoldExtreme': 35.0, 'RSI_Oversold': 37.5}",open_prices,3072.0,1.0308,10.6423,287,-2557.0,0.9697,12.1628,296,False,False,False,OK,
RSI_EURUSD__RSI_levels__70p0,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,RSI_levels,70.0,"{'RSI_OverboughtExtreme': 70.0, 'RSI_Overbought': 67.5, 'RSI_OversoldExtreme': 30.0, 'RSI_Oversold': 32.5}",open_prices,4862.0,1.0502,10.643,274,-2879.0,0.964,12.8462,278,False,False,False,OK,
RSI_EURUSD__RSI_levels__80p0,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,RSI_levels,80.0,"{'RSI_OverboughtExtreme': 80.0, 'RSI_Overbought': 77.5, 'RSI_OversoldExtreme': 20.0, 'RSI_Oversold': 22.5}",open_prices,6896.0,1.0728,10.1761,263,507.0,1.0065,12.869,273,True,False,False,OK,
RSI_EURUSD__RSI_levels__85p0,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,RSI_levels,85.0,"{'RSI_OverboughtExtreme': 85.0, 'RSI_Overbought': 82.5, 'RSI_OversoldExtreme': 15.0, 'RSI_Oversold': 17.5}",open_prices,6896.0,1.0728,10.1761,263,3950.0,1.0517,12.5185,271,True,False,False,OK,
RSI_EURUSD__StopLoss_Pips__25,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,StopLoss_Pips,25,{'StopLoss_Pips': 25},open_prices,8400.0,1.1195,9.6455,275,2582.0,1.0431,7.7905,294,True,True,False,OK,
RSI_EURUSD__StopLoss_Pips__40,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,StopLoss_Pips,40,{'StopLoss_Pips': 40},open_prices,5807.0,1.0636,9.1579,270,2842.0,1.0383,10.7427,278,True,False,True,OK,
RSI_EURUSD__StopLoss_Pips__60,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,StopLoss_Pips,60,{'StopLoss_Pips': 60},open_prices,7871.0,1.0789,9.0081,257,2921.0,1.0351,9.747,268,True,False,True,OK,
RSI_EURUSD__StopLoss_Pips__75,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,StopLoss_Pips,75,{'StopLoss_Pips': 75},open_prices,2797.0,1.0262,13.4977,254,1478.0,1.017,10.2261,260,True,False,False,OK,
RSI_EURUSD__StopLoss_Pips__100,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,StopLoss_Pips,100,{'StopLoss_Pips': 100},open_prices,1697.0,1.0158,12.8673,247,3935.0,1.0461,8.7192,254,True,False,False,OK,
RSI_EURUSD__TakeProfit_Pips__50,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,TakeProfit_Pips,50,{'TakeProfit_Pips': 50},open_prices,-1105.0,0.9865,7.7018,281,6272.0,1.1002,5.677,287,False,False,False,OK,
RSI_EURUSD__TakeProfit_Pips__75,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,TakeProfit_Pips,75,{'TakeProfit_Pips': 75},open_prices,1054.0,1.0118,7.3808,270,4404.0,1.0611,7.3663,279,True,False,True,OK,
RSI_EURUSD__TakeProfit_Pips__125,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,TakeProfit_Pips,125,{'TakeProfit_Pips': 125},open_prices,5934.0,1.061,9.3961,265,-9026.0,0.8905,16.3909,274,False,False,False,OK,
RSI_EURUSD__TakeProfit_Pips__150,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,TakeProfit_Pips,150,{'TakeProfit_Pips': 150},open_prices,10522.0,1.1074,10.8873,262,-7238.0,0.9127,17.964,274,False,False,False,OK,
RSI_EURUSD__TakeProfit_Pips__200,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,TakeProfit_Pips,200,{'TakeProfit_Pips': 200},open_prices,4649.0,1.0468,11.6308,260,-10749.0,0.8703,25.5003,269,False,False,False,OK,
RSI_EURUSD__Swing_Lookback__1,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,Swing_Lookback,1,{'Swing_Lookback': 1},open_prices,8253.0,1.0869,9.7577,268,-1867.0,0.9764,13.1037,275,False,False,False,OK,
RSI_EURUSD__Swing_Lookback__2,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,Swing_Lookback,2,{'Swing_Lookback': 2},open_prices,8253.0,1.0869,9.7577,268,-1867.0,0.9764,13.1037,275,False,False,False,OK,
RSI_EURUSD__Swing_Lookback__4,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,Swing_Lookback,4,{'Swing_Lookback': 4},open_prices,8253.0,1.0869,9.7577,268,-1867.0,0.9764,13.1037,275,False,False,False,OK,
RSI_EURUSD__Swing_Lookback__5,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,Swing_Lookback,5,{'Swing_Lookback': 5},open_prices,8253.0,1.0869,9.7577,268,-1867.0,0.9764,13.1037,275,False,False,False,OK,
RSI_EURUSD__Swing_Lookback__7,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,Swing_Lookback,7,{'Swing_Lookback': 7},open_prices,8253.0,1.0869,9.7577,268,-1867.0,0.9764,13.1037,275,False,False,False,OK,
RSI_EURUSD__DP_Pattern_Bars__20,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,DP_Pattern_Bars,20,{'DP_Pattern_Bars': 20},open_prices,8253.0,1.0869,9.7577,268,-1867.0,0.9764,13.1037,275,False,False,False,OK,
RSI_EURUSD__DP_Pattern_Bars__40,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,DP_Pattern_Bars,40,{'DP_Pattern_Bars': 40},open_prices,8253.0,1.0869,9.7577,268,-1867.0,0.9764,13.1037,275,False,False,False,OK,
RSI_EURUSD__DP_Pattern_Bars__80,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,DP_Pattern_Bars,80,{'DP_Pattern_Bars': 80},open_prices,8253.0,1.0869,9.7577,268,-1867.0,0.9764,13.1037,275,False,False,False,OK,
RSI_EURUSD__DP_Pattern_Bars__100,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,DP_Pattern_Bars,100,{'DP_Pattern_Bars': 100},open_prices,8253.0,1.0869,9.7577,268,-1867.0,0.9764,13.1037,275,False,False,False,OK,
RSI_EURUSD__DP_Pattern_Bars__120,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,DP_Pattern_Bars,120,{'DP_Pattern_Bars': 120},open_prices,8253.0,1.0869,9.7577,268,-1867.0,0.9764,13.1037,275,False,False,False,OK,
RSI_EURUSD__DP_Tolerance_ATR__0p25,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,DP_Tolerance_ATR,0.25,{'DP_Tolerance_ATR': 0.25},open_prices,8253.0,1.0869,9.7577,268,-1867.0,0.9764,13.1037,275,False,False,False,OK,
RSI_EURUSD__DP_Tolerance_ATR__0p5,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,DP_Tolerance_ATR,0.5,{'DP_Tolerance_ATR': 0.5},open_prices,8253.0,1.0869,9.7577,268,-1867.0,0.9764,13.1037,275,False,False,False,OK,
RSI_EURUSD__DP_Tolerance_ATR__0p75,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,DP_Tolerance_ATR,0.75,{'DP_Tolerance_ATR': 0.75},open_prices,8253.0,1.0869,9.7577,268,-1867.0,0.9764,13.1037,275,False,False,False,OK,
RSI_EURUSD__DP_Tolerance_ATR__1p5,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,DP_Tolerance_ATR,1.5,{'DP_Tolerance_ATR': 1.5},open_prices,8253.0,1.0869,9.7577,268,-1867.0,0.9764,13.1037,275,False,False,False,OK,
RSI_EURUSD__DP_Tolerance_ATR__2p0,RSI_EURUSD,RSI_Reversal,EURUSD,configs/rsi_robust_eurusd_h1.yaml,DP_Tolerance_ATR,2.0,{'DP_Tolerance_ATR': 2.0},open_prices,8253.0,1.0869,9.7577,268,-1867.0,0.9764,13.1037,275,False,False,False,OK,
RSI_USDJPY__MA_Period__100,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,MA_Period,100,{'MA_Period': 100},open_prices,2516.0,1.098,6.6093,77,4126.0,1.1469,3.4805,86,True,False,True,OK,
RSI_USDJPY__MA_Period__150,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,MA_Period,150,{'MA_Period': 150},open_prices,-5503.0,0.8198,9.0066,83,-1742.0,0.9379,6.9232,87,False,False,False,OK,
RSI_USDJPY__MA_Period__250,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,MA_Period,250,{'MA_Period': 250},open_prices,-3017.0,0.8995,7.1402,87,-2169.0,0.9269,7.9198,90,False,False,False,OK,
RSI_USDJPY__MA_Period__300,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,MA_Period,300,{'MA_Period': 300},open_prices,5691.0,1.2763,3.328,64,-6241.0,0.7813,10.9378,77,False,False,False,OK,
RSI_USDJPY__BB_Period__10,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,BB_Period,10,{'BB_Period': 10},open_prices,-3420.0,0.8886,9.298,86,6970.0,1.2738,4.9341,85,False,False,False,OK,
RSI_USDJPY__BB_Period__15,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,BB_Period,15,{'BB_Period': 15},open_prices,-618.0,0.9802,10.808,89,6902.0,1.2566,6.3134,88,False,False,False,OK,
RSI_USDJPY__BB_Period__25,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,BB_Period,25,{'BB_Period': 25},open_prices,-300.0,0.9899,9.197,86,5242.0,1.1823,4.5104,91,False,False,False,OK,
RSI_USDJPY__BB_Period__35,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,BB_Period,35,{'BB_Period': 35},open_prices,-1536.0,0.9487,8.903,84,7952.0,1.2981,4.0384,87,False,False,False,OK,
RSI_USDJPY__BB_Period__40,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,BB_Period,40,{'BB_Period': 40},open_prices,-2178.0,0.9259,8.903,82,9507.0,1.3958,3.3093,81,False,False,False,OK,
RSI_USDJPY__BB_Deviation__1p5,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,BB_Deviation,1.5,{'BB_Deviation': 1.5},open_prices,2454.0,1.0634,5.6112,121,-1445.0,0.9623,7.1943,119,False,False,False,OK,
RSI_USDJPY__BB_Deviation__1p75,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,BB_Deviation,1.75,{'BB_Deviation': 1.75},open_prices,101.0,1.0027,7.449,112,3014.0,1.0835,7.7308,116,True,False,False,OK,
RSI_USDJPY__BB_Deviation__2p25,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,BB_Deviation,2.25,{'BB_Deviation': 2.25},open_prices,-419.0,0.9874,10.417,96,6570.0,1.2083,5.9997,101,False,False,False,OK,
RSI_USDJPY__BB_Deviation__2p75,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,BB_Deviation,2.75,{'BB_Deviation': 2.75},open_prices,1397.0,1.0497,9.221,81,7169.0,1.3071,5.3996,76,True,False,True,OK,
RSI_USDJPY__BB_Deviation__3p0,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,BB_Deviation,3.0,{'BB_Deviation': 3.0},open_prices,1334.0,1.0514,7.572,75,6479.0,1.2965,5.2223,71,True,False,True,OK,
RSI_USDJPY__RSI_Period__5,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,RSI_Period,5,{'RSI_Period': 5},open_prices,1961.0,1.0485,6.1072,126,1033.0,1.0264,7.8679,123,True,False,False,OK,
RSI_USDJPY__RSI_Period__7,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,RSI_Period,7,{'RSI_Period': 7},open_prices,-898.0,0.975,9.647,105,3482.0,1.1041,6.0604,106,False,False,False,OK,
RSI_USDJPY__RSI_Period__10,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,RSI_Period,10,{'RSI_Period': 10},open_prices,408.0,1.0135,10.812,88,2792.0,1.0872,7.0101,98,True,False,False,OK,
RSI_USDJPY__RSI_Period__21,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,RSI_Period,21,{'RSI_Period': 21},open_prices,-582.0,0.9799,9.6,83,8078.0,1.2924,5.8242,89,False,False,False,OK,
RSI_USDJPY__RSI_Period__28,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,RSI_Period,28,{'RSI_Period': 28},open_prices,-407.0,0.9859,9.425,82,8078.0,1.2924,5.8242,89,False,False,False,OK,
RSI_USDJPY__RSI_levels__65p0,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,RSI_levels,65.0,"{'RSI_OverboughtExtreme': 65.0, 'RSI_Overbought': 62.5, 'RSI_OversoldExtreme': 35.0, 'RSI_Oversold': 37.5}",open_prices,-1344.0,0.9619,8.959,101,3925.0,1.1189,4.5824,102,False,False,False,OK,
RSI_USDJPY__RSI_levels__70p0,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,RSI_levels,70.0,"{'RSI_OverboughtExtreme': 70.0, 'RSI_Overbought': 67.5, 'RSI_OversoldExtreme': 30.0, 'RSI_Oversold': 32.5}",open_prices,941.0,1.0317,10.279,86,5572.0,1.1849,6.6239,95,True,False,False,OK,
RSI_USDJPY__RSI_levels__80p0,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,RSI_levels,80.0,"{'RSI_OverboughtExtreme': 80.0, 'RSI_Overbought': 77.5, 'RSI_OversoldExtreme': 20.0, 'RSI_Oversold': 22.5}",open_prices,-407.0,0.9859,9.425,82,8078.0,1.2924,5.8242,89,False,False,False,OK,
RSI_USDJPY__RSI_levels__85p0,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,RSI_levels,85.0,"{'RSI_OverboughtExtreme': 85.0, 'RSI_Overbought': 82.5, 'RSI_OversoldExtreme': 15.0, 'RSI_Oversold': 17.5}",open_prices,-407.0,0.9859,9.425,82,8078.0,1.2924,5.8242,89,False,False,False,OK,
RSI_USDJPY__StopLoss_Pips__25,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,StopLoss_Pips,25,{'StopLoss_Pips': 25},open_prices,4048.0,1.2035,5.773,98,2785.0,1.1285,5.9589,104,True,False,True,OK,
RSI_USDJPY__StopLoss_Pips__40,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,StopLoss_Pips,40,{'StopLoss_Pips': 40},open_prices,491.0,1.0184,8.505,90,7618.0,1.3074,6.6796,92,True,False,True,OK,
RSI_USDJPY__StopLoss_Pips__60,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,StopLoss_Pips,60,{'StopLoss_Pips': 60},open_prices,-626.0,0.9805,10.543,82,2305.0,1.0714,7.9461,89,False,False,False,OK,
RSI_USDJPY__StopLoss_Pips__75,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,StopLoss_Pips,75,{'StopLoss_Pips': 75},open_prices,2288.0,1.0681,8.419,79,19.0,1.0005,8.6625,88,True,False,False,OK,
RSI_USDJPY__StopLoss_Pips__100,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,StopLoss_Pips,100,{'StopLoss_Pips': 100},open_prices,4645.0,1.1352,7.938,74,2304.0,1.0614,7.2298,84,True,False,False,OK,
RSI_USDJPY__TakeProfit_Pips__50,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,TakeProfit_Pips,50,{'TakeProfit_Pips': 50},open_prices,5127.0,1.234,5.3174,99,621.0,1.0258,4.3245,102,True,False,True,OK,
RSI_USDJPY__TakeProfit_Pips__75,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,TakeProfit_Pips,75,{'TakeProfit_Pips': 75},open_prices,-342.0,0.9874,9.0065,89,-1434.0,0.9501,6.8981,96,False,False,False,OK,
RSI_USDJPY__TakeProfit_Pips__125,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,TakeProfit_Pips,125,{'TakeProfit_Pips': 125},open_prices,-1607.0,0.9469,11.439,82,4708.0,1.1628,6.6233,86,False,False,False,OK,
RSI_USDJPY__TakeProfit_Pips__150,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,TakeProfit_Pips,150,{'TakeProfit_Pips': 150},open_prices,-418.0,0.9862,11.439,79,2165.0,1.0721,6.4894,85,False,False,False,OK,
RSI_USDJPY__TakeProfit_Pips__200,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,TakeProfit_Pips,200,{'TakeProfit_Pips': 200},open_prices,3450.0,1.1131,11.439,76,-2947.0,0.9113,7.9534,84,False,False,False,OK,
RSI_USDJPY__Swing_Lookback__1,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,Swing_Lookback,1,{'Swing_Lookback': 1},open_prices,3724.0,1.1385,10.473,81,4655.0,1.1502,7.5788,97,True,False,False,OK,
RSI_USDJPY__Swing_Lookback__2,RSI_USDJPY,RSI_Reversal,USDJPY,configs/rsi_robust_usdjpy_h4.yaml,Swing_Lookback,2,{'Swing_Lookback': 2},open_prices,2144.0,1.0851,11.108,75,3225.0,1.1032,7.0012,96,True,False,False,OK,
