id,family,classification,status,reason,parameter_json
GDD49_19,role_switch,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,PB/SCAのregime選択と状態引継ぎを行う状態機械が必要,"{""design_level"":19}"
GDD49_20,role_switch,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,PB/SCAのregime選択と状態引継ぎを行う状態機械が必要,"{""design_level"":20}"
GDD50_01,walkforward_selector,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,過去窓のみで更新するwalk-forward選択器とウォームアップが必要,"{""design_level"":1}"
GDD50_02,walkforward_selector,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,過去窓のみで更新するwalk-forward選択器とウォームアップが必要,"{""design_level"":2}"
GDD50_03,walkforward_selector,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,過去窓のみで更新するwalk-forward選択器とウォームアップが必要,"{""design_level"":3}"
GDD50_04,walkforward_selector,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,過去窓のみで更新するwalk-forward選択器とウォームアップが必要,"{""design_level"":4}"
GDD50_05,walkforward_selector,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,過去窓のみで更新するwalk-forward選択器とウォームアップが必要,"{""design_level"":5}"
GDD50_06,walkforward_selector,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,過去窓のみで更新するwalk-forward選択器とウォームアップが必要,"{""design_level"":6}"
GDD50_07,walkforward_selector,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,過去窓のみで更新するwalk-forward選択器とウォームアップが必要,"{""design_level"":7}"
GDD50_08,walkforward_selector,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,過去窓のみで更新するwalk-forward選択器とウォームアップが必要,"{""design_level"":8}"
GDD50_09,walkforward_selector,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,過去窓のみで更新するwalk-forward選択器とウォームアップが必要,"{""design_level"":9}"
GDD50_10,walkforward_selector,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,過去窓のみで更新するwalk-forward選択器とウォームアップが必要,"{""design_level"":10}"
GDD50_11,walkforward_selector,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,過去窓のみで更新するwalk-forward選択器とウォームアップが必要,"{""design_level"":11}"
GDD50_12,walkforward_selector,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,過去窓のみで更新するwalk-forward選択器とウォームアップが必要,"{""design_level"":12}"
GDD50_13,walkforward_selector,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,過去窓のみで更新するwalk-forward選択器とウォームアップが必要,"{""design_level"":13}"
GDD50_14,walkforward_selector,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,過去窓のみで更新するwalk-forward選択器とウォームアップが必要,"{""design_level"":14}"
GDD50_15,walkforward_selector,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,過去窓のみで更新するwalk-forward選択器とウォームアップが必要,"{""design_level"":15}"
GDD50_16,walkforward_selector,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,過去窓のみで更新するwalk-forward選択器とウォームアップが必要,"{""design_level"":16}"
GDD50_17,walkforward_selector,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,過去窓のみで更新するwalk-forward選択器とウォームアップが必要,"{""design_level"":17}"
GDD50_18,walkforward_selector,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,過去窓のみで更新するwalk-forward選択器とウォームアップが必要,"{""design_level"":18}"
GDD50_19,walkforward_selector,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,過去窓のみで更新するwalk-forward選択器とウォームアップが必要,"{""design_level"":19}"
GDD50_20,walkforward_selector,(3)大規模開発,UNVERIFIED_MAJOR_DEVELOPMENT,過去窓のみで更新するwalk-forward選択器とウォームアップが必要,"{""design_level"":20}"
