id,family,overview,rationale,test_method,variation,classification,status,parameter_json,reason,is_net_jpy,is_pf,is_dd_jpy,oos_net_jpy,oos_pf,oos_dd_jpy,effective_lots,run_id,updated_at
GDD09_18,pb_slope,PBのMA傾き閾値を変更,トレンド質で悪い押し目を除く,傾きATR閾値を実バックテスト,"{""GoldDDPBSlopeATR"":3.4}",(2)軽微なコード変更,OOS_PASS,"{""GoldDDPBSlopeATR"":3.4}","OOS net=50653.95 (0.844x), PF=1.479691 (1.060x), DD=10790.85円/10.79085pt (0.782x); baseline net=60050.52, PF=1.396192, DD=13806.08円",173717.93,1.776360298037955,25061.01999999999,50653.950000000004,1.4796912752618494,10790.849999999991,0.01|0.02|0.05,gdda_xm5_gdd09_18_20260814225735_7b1f2c,2026-08-14T14:04:48+00:00
GDD09_19,pb_slope,PBのMA傾き閾値を変更,トレンド質で悪い押し目を除く,傾きATR閾値を実バックテスト,"{""GoldDDPBSlopeATR"":3.6}",(2)軽微なコード変更,OOS_PASS,"{""GoldDDPBSlopeATR"":3.6}","OOS net=50653.95 (0.844x), PF=1.479691 (1.060x), DD=10790.85円/10.79085pt (0.782x); baseline net=60050.52, PF=1.396192, DD=13806.08円",173717.93,1.776360298037955,25061.01999999999,50653.950000000004,1.4796912752618494,10790.849999999991,0.01|0.02|0.05,gdda_xm5_gdd09_19_20260814230645_48c2ea,2026-08-14T14:13:53+00:00
GDD09_20,pb_slope,PBのMA傾き閾値を変更,トレンド質で悪い押し目を除く,傾きATR閾値を実バックテスト,"{""GoldDDPBSlopeATR"":3.8}",(2)軽微なコード変更,OOS_PASS,"{""GoldDDPBSlopeATR"":3.8}","OOS net=50653.95 (0.844x), PF=1.479691 (1.060x), DD=10790.85円/10.79085pt (0.782x); baseline net=60050.52, PF=1.396192, DD=13806.08円",173717.93,1.776360298037955,25061.01999999999,50653.950000000004,1.4796912752618494,10790.849999999991,0.01|0.02|0.05,gdda_xm5_gdd09_20_20260814232102_87614e,2026-08-14T14:28:20+00:00
GDD10_01,pb_ema_pair,PBのEMA組を再設計,急変局面の追随速度を変える,Fast/Slowの組合せ実測,"{""GoldLabPBFastEMA"":5,""GoldLabPBSlowEMA"":20}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBFastEMA"":5,""GoldLabPBSlowEMA"":20}",family has no verified SIMVERIFY activation: pb_ema_pair,,,,,,,,gdda_is_gdd10_01_20260814232820_e54fab,2026-08-14T14:28:20+00:00
GDD10_02,pb_ema_pair,PBのEMA組を再設計,急変局面の追随速度を変える,Fast/Slowの組合せ実測,"{""GoldLabPBFastEMA"":5,""GoldLabPBSlowEMA"":30}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBFastEMA"":5,""GoldLabPBSlowEMA"":30}",family has no verified SIMVERIFY activation: pb_ema_pair,,,,,,,,gdda_is_gdd10_02_20260814232820_417222,2026-08-14T14:28:20+00:00
GDD10_03,pb_ema_pair,PBのEMA組を再設計,急変局面の追随速度を変える,Fast/Slowの組合せ実測,"{""GoldLabPBFastEMA"":8,""GoldLabPBSlowEMA"":21}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBFastEMA"":8,""GoldLabPBSlowEMA"":21}",family has no verified SIMVERIFY activation: pb_ema_pair,,,,,,,,gdda_is_gdd10_03_20260814232820_c1172f,2026-08-14T14:28:20+00:00
GDD10_04,pb_ema_pair,PBのEMA組を再設計,急変局面の追随速度を変える,Fast/Slowの組合せ実測,"{""GoldLabPBFastEMA"":8,""GoldLabPBSlowEMA"":34}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBFastEMA"":8,""GoldLabPBSlowEMA"":34}",family has no verified SIMVERIFY activation: pb_ema_pair,,,,,,,,gdda_is_gdd10_04_20260814232820_b99846,2026-08-14T14:28:20+00:00
GDD10_05,pb_ema_pair,PBのEMA組を再設計,急変局面の追随速度を変える,Fast/Slowの組合せ実測,"{""GoldLabPBFastEMA"":10,""GoldLabPBSlowEMA"":30}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBFastEMA"":10,""GoldLabPBSlowEMA"":30}",family has no verified SIMVERIFY activation: pb_ema_pair,,,,,,,,gdda_is_gdd10_05_20260814232820_07db5d,2026-08-14T14:28:20+00:00
GDD10_06,pb_ema_pair,PBのEMA組を再設計,急変局面の追随速度を変える,Fast/Slowの組合せ実測,"{""GoldLabPBFastEMA"":10,""GoldLabPBSlowEMA"":40}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBFastEMA"":10,""GoldLabPBSlowEMA"":40}",family has no verified SIMVERIFY activation: pb_ema_pair,,,,,,,,gdda_is_gdd10_06_20260814232820_89d37c,2026-08-14T14:28:20+00:00
GDD10_07,pb_ema_pair,PBのEMA組を再設計,急変局面の追随速度を変える,Fast/Slowの組合せ実測,"{""GoldLabPBFastEMA"":10,""GoldLabPBSlowEMA"":50}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBFastEMA"":10,""GoldLabPBSlowEMA"":50}",family has no verified SIMVERIFY activation: pb_ema_pair,,,,,,,,gdda_is_gdd10_07_20260814232820_a19c1d,2026-08-14T14:28:20+00:00
GDD10_08,pb_ema_pair,PBのEMA組を再設計,急変局面の追随速度を変える,Fast/Slowの組合せ実測,"{""GoldLabPBFastEMA"":12,""GoldLabPBSlowEMA"":36}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBFastEMA"":12,""GoldLabPBSlowEMA"":36}",family has no verified SIMVERIFY activation: pb_ema_pair,,,,,,,,gdda_is_gdd10_08_20260814232820_396a30,2026-08-14T14:28:20+00:00
GDD10_09,pb_ema_pair,PBのEMA組を再設計,急変局面の追随速度を変える,Fast/Slowの組合せ実測,"{""GoldLabPBFastEMA"":12,""GoldLabPBSlowEMA"":48}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBFastEMA"":12,""GoldLabPBSlowEMA"":48}",family has no verified SIMVERIFY activation: pb_ema_pair,,,,,,,,gdda_is_gdd10_09_20260814232820_42125a,2026-08-14T14:28:20+00:00
GDD10_10,pb_ema_pair,PBのEMA組を再設計,急変局面の追随速度を変える,Fast/Slowの組合せ実測,"{""GoldLabPBFastEMA"":15,""GoldLabPBSlowEMA"":40}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBFastEMA"":15,""GoldLabPBSlowEMA"":40}",family has no verified SIMVERIFY activation: pb_ema_pair,,,,,,,,gdda_is_gdd10_10_20260814232820_3e7faf,2026-08-14T14:28:20+00:00
GDD10_11,pb_ema_pair,PBのEMA組を再設計,急変局面の追随速度を変える,Fast/Slowの組合せ実測,"{""GoldLabPBFastEMA"":15,""GoldLabPBSlowEMA"":50}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBFastEMA"":15,""GoldLabPBSlowEMA"":50}",family has no verified SIMVERIFY activation: pb_ema_pair,,,,,,,,gdda_is_gdd10_11_20260814232820_002bb7,2026-08-14T14:28:20+00:00
GDD10_12,pb_ema_pair,PBのEMA組を再設計,急変局面の追随速度を変える,Fast/Slowの組合せ実測,"{""GoldLabPBFastEMA"":15,""GoldLabPBSlowEMA"":60}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBFastEMA"":15,""GoldLabPBSlowEMA"":60}",family has no verified SIMVERIFY activation: pb_ema_pair,,,,,,,,gdda_is_gdd10_12_20260814232820_0b5cef,2026-08-14T14:28:20+00:00
GDD10_13,pb_ema_pair,PBのEMA組を再設計,急変局面の追随速度を変える,Fast/Slowの組合せ実測,"{""GoldLabPBFastEMA"":18,""GoldLabPBSlowEMA"":54}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBFastEMA"":18,""GoldLabPBSlowEMA"":54}",family has no verified SIMVERIFY activation: pb_ema_pair,,,,,,,,gdda_is_gdd10_13_20260814232820_09205e,2026-08-14T14:28:20+00:00
GDD10_14,pb_ema_pair,PBのEMA組を再設計,急変局面の追随速度を変える,Fast/Slowの組合せ実測,"{""GoldLabPBFastEMA"":20,""GoldLabPBSlowEMA"":50}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBFastEMA"":20,""GoldLabPBSlowEMA"":50}",family has no verified SIMVERIFY activation: pb_ema_pair,,,,,,,,gdda_is_gdd10_14_20260814232820_04d987,2026-08-14T14:28:20+00:00
GDD10_15,pb_ema_pair,PBのEMA組を再設計,急変局面の追随速度を変える,Fast/Slowの組合せ実測,"{""GoldLabPBFastEMA"":20,""GoldLabPBSlowEMA"":60}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBFastEMA"":20,""GoldLabPBSlowEMA"":60}",family has no verified SIMVERIFY activation: pb_ema_pair,,,,,,,,gdda_is_gdd10_15_20260814232820_c76448,2026-08-14T14:28:20+00:00
GDD10_16,pb_ema_pair,PBのEMA組を再設計,急変局面の追随速度を変える,Fast/Slowの組合せ実測,"{""GoldLabPBFastEMA"":20,""GoldLabPBSlowEMA"":75}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBFastEMA"":20,""GoldLabPBSlowEMA"":75}",family has no verified SIMVERIFY activation: pb_ema_pair,,,,,,,,gdda_is_gdd10_16_20260814232820_a39036,2026-08-14T14:28:20+00:00
GDD10_17,pb_ema_pair,PBのEMA組を再設計,急変局面の追随速度を変える,Fast/Slowの組合せ実測,"{""GoldLabPBFastEMA"":25,""GoldLabPBSlowEMA"":60}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBFastEMA"":25,""GoldLabPBSlowEMA"":60}",family has no verified SIMVERIFY activation: pb_ema_pair,,,,,,,,gdda_is_gdd10_17_20260814232820_8cc859,2026-08-14T14:28:20+00:00
GDD10_18,pb_ema_pair,PBのEMA組を再設計,急変局面の追随速度を変える,Fast/Slowの組合せ実測,"{""GoldLabPBFastEMA"":25,""GoldLabPBSlowEMA"":75}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBFastEMA"":25,""GoldLabPBSlowEMA"":75}",family has no verified SIMVERIFY activation: pb_ema_pair,,,,,,,,gdda_is_gdd10_18_20260814232820_e637e8,2026-08-14T14:28:20+00:00
GDD10_19,pb_ema_pair,PBのEMA組を再設計,急変局面の追随速度を変える,Fast/Slowの組合せ実測,"{""GoldLabPBFastEMA"":30,""GoldLabPBSlowEMA"":75}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBFastEMA"":30,""GoldLabPBSlowEMA"":75}",family has no verified SIMVERIFY activation: pb_ema_pair,,,,,,,,gdda_is_gdd10_19_20260814232820_98a9e5,2026-08-14T14:28:20+00:00
GDD10_20,pb_ema_pair,PBのEMA組を再設計,急変局面の追随速度を変える,Fast/Slowの組合せ実測,"{""GoldLabPBFastEMA"":30,""GoldLabPBSlowEMA"":100}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBFastEMA"":30,""GoldLabPBSlowEMA"":100}",family has no verified SIMVERIFY activation: pb_ema_pair,,,,,,,,gdda_is_gdd10_20_20260814232820_a6c508,2026-08-14T14:28:20+00:00
GDD11_01,pb_trend_ma,PB長期MA期間を変更,GOLDの構造変化への追随性を調整,TrendMA期間実測,"{""GoldLabPBTrendMA"":50}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBTrendMA"":50}",family has no verified SIMVERIFY activation: pb_trend_ma,,,,,,,,gdda_is_gdd11_01_20260814232820_25fd42,2026-08-14T14:28:20+00:00
GDD11_02,pb_trend_ma,PB長期MA期間を変更,GOLDの構造変化への追随性を調整,TrendMA期間実測,"{""GoldLabPBTrendMA"":75}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBTrendMA"":75}",family has no verified SIMVERIFY activation: pb_trend_ma,,,,,,,,gdda_is_gdd11_02_20260814232820_28f8ab,2026-08-14T14:28:20+00:00
GDD11_03,pb_trend_ma,PB長期MA期間を変更,GOLDの構造変化への追随性を調整,TrendMA期間実測,"{""GoldLabPBTrendMA"":100}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBTrendMA"":100}",family has no verified SIMVERIFY activation: pb_trend_ma,,,,,,,,gdda_is_gdd11_03_20260814232820_2478fa,2026-08-14T14:28:20+00:00
GDD11_04,pb_trend_ma,PB長期MA期間を変更,GOLDの構造変化への追随性を調整,TrendMA期間実測,"{""GoldLabPBTrendMA"":125}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBTrendMA"":125}",family has no verified SIMVERIFY activation: pb_trend_ma,,,,,,,,gdda_is_gdd11_04_20260814232820_30d6b2,2026-08-14T14:28:20+00:00
GDD11_05,pb_trend_ma,PB長期MA期間を変更,GOLDの構造変化への追随性を調整,TrendMA期間実測,"{""GoldLabPBTrendMA"":150}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBTrendMA"":150}",family has no verified SIMVERIFY activation: pb_trend_ma,,,,,,,,gdda_is_gdd11_05_20260814232820_e1dc2f,2026-08-14T14:28:20+00:00
GDD11_06,pb_trend_ma,PB長期MA期間を変更,GOLDの構造変化への追随性を調整,TrendMA期間実測,"{""GoldLabPBTrendMA"":175}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBTrendMA"":175}",family has no verified SIMVERIFY activation: pb_trend_ma,,,,,,,,gdda_is_gdd11_06_20260814232820_0b65d9,2026-08-14T14:28:20+00:00
GDD11_07,pb_trend_ma,PB長期MA期間を変更,GOLDの構造変化への追随性を調整,TrendMA期間実測,"{""GoldLabPBTrendMA"":200}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBTrendMA"":200}",family has no verified SIMVERIFY activation: pb_trend_ma,,,,,,,,gdda_is_gdd11_07_20260814232820_392032,2026-08-14T14:28:20+00:00
GDD11_08,pb_trend_ma,PB長期MA期間を変更,GOLDの構造変化への追随性を調整,TrendMA期間実測,"{""GoldLabPBTrendMA"":225}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBTrendMA"":225}",family has no verified SIMVERIFY activation: pb_trend_ma,,,,,,,,gdda_is_gdd11_08_20260814232820_8a1b46,2026-08-14T14:28:20+00:00
GDD11_09,pb_trend_ma,PB長期MA期間を変更,GOLDの構造変化への追随性を調整,TrendMA期間実測,"{""GoldLabPBTrendMA"":250}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBTrendMA"":250}",family has no verified SIMVERIFY activation: pb_trend_ma,,,,,,,,gdda_is_gdd11_09_20260814232820_65ff81,2026-08-14T14:28:20+00:00
GDD11_10,pb_trend_ma,PB長期MA期間を変更,GOLDの構造変化への追随性を調整,TrendMA期間実測,"{""GoldLabPBTrendMA"":275}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBTrendMA"":275}",family has no verified SIMVERIFY activation: pb_trend_ma,,,,,,,,gdda_is_gdd11_10_20260814232820_64b4a1,2026-08-14T14:28:20+00:00
GDD11_11,pb_trend_ma,PB長期MA期間を変更,GOLDの構造変化への追随性を調整,TrendMA期間実測,"{""GoldLabPBTrendMA"":300}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBTrendMA"":300}",family has no verified SIMVERIFY activation: pb_trend_ma,,,,,,,,gdda_is_gdd11_11_20260814232820_a3c2f4,2026-08-14T14:28:20+00:00
GDD11_12,pb_trend_ma,PB長期MA期間を変更,GOLDの構造変化への追随性を調整,TrendMA期間実測,"{""GoldLabPBTrendMA"":325}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBTrendMA"":325}",family has no verified SIMVERIFY activation: pb_trend_ma,,,,,,,,gdda_is_gdd11_12_20260814232821_213369,2026-08-14T14:28:21+00:00
GDD11_13,pb_trend_ma,PB長期MA期間を変更,GOLDの構造変化への追随性を調整,TrendMA期間実測,"{""GoldLabPBTrendMA"":350}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBTrendMA"":350}",family has no verified SIMVERIFY activation: pb_trend_ma,,,,,,,,gdda_is_gdd11_13_20260814232821_200e9d,2026-08-14T14:28:21+00:00
GDD11_14,pb_trend_ma,PB長期MA期間を変更,GOLDの構造変化への追随性を調整,TrendMA期間実測,"{""GoldLabPBTrendMA"":375}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBTrendMA"":375}",family has no verified SIMVERIFY activation: pb_trend_ma,,,,,,,,gdda_is_gdd11_14_20260814232821_2d52cd,2026-08-14T14:28:21+00:00
GDD11_15,pb_trend_ma,PB長期MA期間を変更,GOLDの構造変化への追随性を調整,TrendMA期間実測,"{""GoldLabPBTrendMA"":400}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBTrendMA"":400}",family has no verified SIMVERIFY activation: pb_trend_ma,,,,,,,,gdda_is_gdd11_15_20260814232821_215252,2026-08-14T14:28:21+00:00
GDD11_16,pb_trend_ma,PB長期MA期間を変更,GOLDの構造変化への追随性を調整,TrendMA期間実測,"{""GoldLabPBTrendMA"":425}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBTrendMA"":425}",family has no verified SIMVERIFY activation: pb_trend_ma,,,,,,,,gdda_is_gdd11_16_20260814232821_173e87,2026-08-14T14:28:21+00:00
GDD11_17,pb_trend_ma,PB長期MA期間を変更,GOLDの構造変化への追随性を調整,TrendMA期間実測,"{""GoldLabPBTrendMA"":450}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBTrendMA"":450}",family has no verified SIMVERIFY activation: pb_trend_ma,,,,,,,,gdda_is_gdd11_17_20260814232821_9daf81,2026-08-14T14:28:21+00:00
GDD11_18,pb_trend_ma,PB長期MA期間を変更,GOLDの構造変化への追随性を調整,TrendMA期間実測,"{""GoldLabPBTrendMA"":475}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBTrendMA"":475}",family has no verified SIMVERIFY activation: pb_trend_ma,,,,,,,,gdda_is_gdd11_18_20260814232821_0f7511,2026-08-14T14:28:21+00:00
GDD11_19,pb_trend_ma,PB長期MA期間を変更,GOLDの構造変化への追随性を調整,TrendMA期間実測,"{""GoldLabPBTrendMA"":500}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBTrendMA"":500}",family has no verified SIMVERIFY activation: pb_trend_ma,,,,,,,,gdda_is_gdd11_19_20260814232821_2e2c41,2026-08-14T14:28:21+00:00
GDD11_20,pb_trend_ma,PB長期MA期間を変更,GOLDの構造変化への追随性を調整,TrendMA期間実測,"{""GoldLabPBTrendMA"":525}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBTrendMA"":525}",family has no verified SIMVERIFY activation: pb_trend_ma,,,,,,,,gdda_is_gdd11_20_20260814232821_d20d0e,2026-08-14T14:28:21+00:00
GDD12_01,pb_adx_period,PB ADX期間を変更,短期的なトレンド崩壊検知を調整,ADX period実測,"{""GoldLabPBADXPeriod"":5}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBADXPeriod"":5}",family has no verified SIMVERIFY activation: pb_adx_period,,,,,,,,gdda_is_gdd12_01_20260814232821_366e57,2026-08-14T14:28:21+00:00
GDD12_02,pb_adx_period,PB ADX期間を変更,短期的なトレンド崩壊検知を調整,ADX period実測,"{""GoldLabPBADXPeriod"":6}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBADXPeriod"":6}",family has no verified SIMVERIFY activation: pb_adx_period,,,,,,,,gdda_is_gdd12_02_20260814232821_66e564,2026-08-14T14:28:21+00:00
GDD12_03,pb_adx_period,PB ADX期間を変更,短期的なトレンド崩壊検知を調整,ADX period実測,"{""GoldLabPBADXPeriod"":7}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBADXPeriod"":7}",family has no verified SIMVERIFY activation: pb_adx_period,,,,,,,,gdda_is_gdd12_03_20260814232821_14dfca,2026-08-14T14:28:21+00:00
GDD12_04,pb_adx_period,PB ADX期間を変更,短期的なトレンド崩壊検知を調整,ADX period実測,"{""GoldLabPBADXPeriod"":8}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBADXPeriod"":8}",family has no verified SIMVERIFY activation: pb_adx_period,,,,,,,,gdda_is_gdd12_04_20260814232821_c6a24e,2026-08-14T14:28:21+00:00
GDD12_05,pb_adx_period,PB ADX期間を変更,短期的なトレンド崩壊検知を調整,ADX period実測,"{""GoldLabPBADXPeriod"":9}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBADXPeriod"":9}",family has no verified SIMVERIFY activation: pb_adx_period,,,,,,,,gdda_is_gdd12_05_20260814232821_e05859,2026-08-14T14:28:21+00:00
GDD12_06,pb_adx_period,PB ADX期間を変更,短期的なトレンド崩壊検知を調整,ADX period実測,"{""GoldLabPBADXPeriod"":10}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBADXPeriod"":10}",family has no verified SIMVERIFY activation: pb_adx_period,,,,,,,,gdda_is_gdd12_06_20260814232821_e0326d,2026-08-14T14:28:21+00:00
GDD12_07,pb_adx_period,PB ADX期間を変更,短期的なトレンド崩壊検知を調整,ADX period実測,"{""GoldLabPBADXPeriod"":11}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBADXPeriod"":11}",family has no verified SIMVERIFY activation: pb_adx_period,,,,,,,,gdda_is_gdd12_07_20260814232821_13a27f,2026-08-14T14:28:21+00:00
GDD12_08,pb_adx_period,PB ADX期間を変更,短期的なトレンド崩壊検知を調整,ADX period実測,"{""GoldLabPBADXPeriod"":12}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBADXPeriod"":12}",family has no verified SIMVERIFY activation: pb_adx_period,,,,,,,,gdda_is_gdd12_08_20260814232821_18cdc7,2026-08-14T14:28:21+00:00
GDD12_09,pb_adx_period,PB ADX期間を変更,短期的なトレンド崩壊検知を調整,ADX period実測,"{""GoldLabPBADXPeriod"":13}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBADXPeriod"":13}",family has no verified SIMVERIFY activation: pb_adx_period,,,,,,,,gdda_is_gdd12_09_20260814232821_2142f3,2026-08-14T14:28:21+00:00
GDD12_10,pb_adx_period,PB ADX期間を変更,短期的なトレンド崩壊検知を調整,ADX period実測,"{""GoldLabPBADXPeriod"":14}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBADXPeriod"":14}",family has no verified SIMVERIFY activation: pb_adx_period,,,,,,,,gdda_is_gdd12_10_20260814232821_e4c2ff,2026-08-14T14:28:21+00:00
GDD12_11,pb_adx_period,PB ADX期間を変更,短期的なトレンド崩壊検知を調整,ADX period実測,"{""GoldLabPBADXPeriod"":15}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBADXPeriod"":15}",family has no verified SIMVERIFY activation: pb_adx_period,,,,,,,,gdda_is_gdd12_11_20260814232821_0ffb2a,2026-08-14T14:28:21+00:00
GDD12_12,pb_adx_period,PB ADX期間を変更,短期的なトレンド崩壊検知を調整,ADX period実測,"{""GoldLabPBADXPeriod"":16}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBADXPeriod"":16}",family has no verified SIMVERIFY activation: pb_adx_period,,,,,,,,gdda_is_gdd12_12_20260814232821_20b858,2026-08-14T14:28:21+00:00
GDD12_13,pb_adx_period,PB ADX期間を変更,短期的なトレンド崩壊検知を調整,ADX period実測,"{""GoldLabPBADXPeriod"":17}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBADXPeriod"":17}",family has no verified SIMVERIFY activation: pb_adx_period,,,,,,,,gdda_is_gdd12_13_20260814232821_49054d,2026-08-14T14:28:21+00:00
GDD12_14,pb_adx_period,PB ADX期間を変更,短期的なトレンド崩壊検知を調整,ADX period実測,"{""GoldLabPBADXPeriod"":18}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBADXPeriod"":18}",family has no verified SIMVERIFY activation: pb_adx_period,,,,,,,,gdda_is_gdd12_14_20260814232821_6ef62d,2026-08-14T14:28:21+00:00
GDD12_15,pb_adx_period,PB ADX期間を変更,短期的なトレンド崩壊検知を調整,ADX period実測,"{""GoldLabPBADXPeriod"":19}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBADXPeriod"":19}",family has no verified SIMVERIFY activation: pb_adx_period,,,,,,,,gdda_is_gdd12_15_20260814232821_f15851,2026-08-14T14:28:21+00:00
GDD12_16,pb_adx_period,PB ADX期間を変更,短期的なトレンド崩壊検知を調整,ADX period実測,"{""GoldLabPBADXPeriod"":20}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBADXPeriod"":20}",family has no verified SIMVERIFY activation: pb_adx_period,,,,,,,,gdda_is_gdd12_16_20260814232821_29db55,2026-08-14T14:28:21+00:00
GDD12_17,pb_adx_period,PB ADX期間を変更,短期的なトレンド崩壊検知を調整,ADX period実測,"{""GoldLabPBADXPeriod"":21}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBADXPeriod"":21}",family has no verified SIMVERIFY activation: pb_adx_period,,,,,,,,gdda_is_gdd12_17_20260814232821_ea3c43,2026-08-14T14:28:21+00:00
GDD12_18,pb_adx_period,PB ADX期間を変更,短期的なトレンド崩壊検知を調整,ADX period実測,"{""GoldLabPBADXPeriod"":22}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBADXPeriod"":22}",family has no verified SIMVERIFY activation: pb_adx_period,,,,,,,,gdda_is_gdd12_18_20260814232821_373b49,2026-08-14T14:28:21+00:00
GDD12_19,pb_adx_period,PB ADX期間を変更,短期的なトレンド崩壊検知を調整,ADX period実測,"{""GoldLabPBADXPeriod"":23}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBADXPeriod"":23}",family has no verified SIMVERIFY activation: pb_adx_period,,,,,,,,gdda_is_gdd12_19_20260814232821_977a95,2026-08-14T14:28:21+00:00
GDD12_20,pb_adx_period,PB ADX期間を変更,短期的なトレンド崩壊検知を調整,ADX period実測,"{""GoldLabPBADXPeriod"":24}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBADXPeriod"":24}",family has no verified SIMVERIFY activation: pb_adx_period,,,,,,,,gdda_is_gdd12_20_20260814232821_1087e4,2026-08-14T14:28:21+00:00
GDD13_01,pb_candle_body,PB確認足の実体率を要求,ヒゲ主体の偽反発を避ける,実体/レンジ閾値を追加,"{""GoldLabPBCandleBodyMin"":0.05}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBCandleBodyMin"":0.05}",family has no verified SIMVERIFY activation: pb_candle_body,,,,,,,,gdda_is_gdd13_01_20260814232821_e91376,2026-08-14T14:28:21+00:00
GDD13_02,pb_candle_body,PB確認足の実体率を要求,ヒゲ主体の偽反発を避ける,実体/レンジ閾値を追加,"{""GoldLabPBCandleBodyMin"":0.1}",(2)軽微なコード変更,UNVERIFIED_EA_INPUT,"{""GoldLabPBCandleBodyMin"":0.1}",family has no verified SIMVERIFY activation: pb_candle_body,,,,,,,,gdda_is_gdd13_02_20260814232821_c64ca5,2026-08-14T14:28:21+00:00
