proposal_id,objective,family,status,account,capital,legs,leg_count,is_net,is_pf,is_dd_abs,is_dd_pct,is_deals,oos_net,oos_pf,oos_dd_abs,oos_dd_pct,oos_deals,full_net,full_pf,full_dd_abs,full_dd_pct,full_deals,survive,strict,dd_strict,tradeoff,baseline_full_dd_pct,dd_reduction_pt,max_integer_multiple,monthly_at_1x_pct,monthly_at_dd30_pct
B0127,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;pullback_audjpy_h4;sca_usdjpy_m15;carry_audjpy_d1,4,292515.0,2.875974013480667,29896.0,5.9792,753,10317.0,1.0929191584408098,31879.0,6.3758,709,302832.0,2.1343764398278386,31879.0,6.3758,1462,True,False,False,False,13.483400000000001,7.1076000000000015,4,0.50472,2.01888
A0128,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;pullback_audjpy_h4;sca_usdjpy_m15;pairtrade_eurusd_gbpusd,4,79589.0,1.4349910093076894,12281.0,2.4562,944,29015.0,1.2996117387084116,14501.0,2.9002,776,108604.0,1.388136192903016,14501.0,2.9002,1720,True,False,False,False,13.483400000000001,10.583200000000001,10,0.18100666666666668,1.8100666666666667
B0128,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;pullback_audjpy_h4;sca_usdjpy_m15;sca_gbpjpy_m15,4,141989.0,1.265908954709575,49030.0,9.806,2108,79912.0,1.1794738768845858,46931.0,9.3862,2012,221901.0,1.2266069464570741,49030.0,9.806,4120,True,False,False,False,13.483400000000001,3.6774000000000022,3,0.369835,1.109505
A0129,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_eurusd_h1;pairtrade_eurusd_gbpusd;carry_audjpy_d1,4,291011.0,2.4526581141117156,29342.0,5.8684,797,25628.0,1.2102689486552567,21175.0,4.234999999999999,721,316639.0,1.982703934055839,29342.0,5.8684,1518,True,False,False,True,13.483400000000001,7.615000000000001,5,0.5277316666666667,2.6386583333333338
B0129,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;carry_audjpy_d1,4,292481.0,2.8638266687908236,28064.0,5.6128,724,34817.0,1.2760909386473391,21359.0,4.2718,776,327298.0,2.156399276406908,28064.0,5.6128,1500,True,False,False,True,13.483400000000001,7.870600000000001,5,0.5454966666666666,2.7274833333333333
A0130,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;pairtrade_eurusd_gbpusd,4,79555.0,1.4324463892588264,9290.0,1.8579999999999999,915,53515.0,1.4781668557949195,9044.0,1.8088,843,133070.0,1.4497400990935576,9860.0,1.9720000000000002,1758,True,False,False,False,13.483400000000001,11.511400000000002,15,0.22178333333333333,3.32675
B0130,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_gbpjpy_m15,4,141955.0,1.265349344080273,57209.0,11.4418,2079,104412.0,1.226818904616668,27051.0,5.4102,2079,246367.0,1.2475289006596966,57209.0,11.4418,4158,True,False,False,False,13.483400000000001,2.0416000000000007,2,0.4106116666666667,0.8212233333333334
A0131,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4;sca_usdjpy_m15,4,86745.0,1.4347575491793008,13045.0,2.609,1367,44099.0,1.3069913469637797,11125.0,2.225,1335,130844.0,1.381275970790328,15412.0,3.0824000000000003,2702,True,False,False,False,13.483400000000001,10.401000000000002,9,0.21807333333333329,1.9626599999999996
B0131,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_eurusd_h1;sca_gbpjpy_m15;carry_audjpy_d1,4,353411.0,1.6410048989822958,83213.0,16.642599999999998,1961,76525.0,1.1627163260662943,29653.0,5.9306,1957,429936.0,1.4208309025915296,83213.0,16.642599999999998,3918,True,False,False,False,13.483400000000001,-3.1591999999999967,1,0.71656,0.71656
A0132,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_eurusd_h1;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd,4,140485.0,1.242894365113533,61162.0,12.2324,2152,95223.0,1.2087733799305864,32364.0,6.472799999999999,2024,235708.0,1.2278503527355615,61162.0,12.2324,4176,True,False,False,False,13.483400000000001,1.2510000000000012,2,0.3928466666666667,0.7856933333333334
B0132,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_eurusd_h1;sca_usdjpy_m15;carry_audjpy_d1,4,298201.0,2.381263606466256,33730.0,6.746,1249,16212.0,1.1055372557188798,23574.0,4.7148,1213,314413.0,1.8509055382350394,33730.0,6.746,2462,True,False,False,False,13.483400000000001,6.737400000000001,4,0.5240216666666667,2.096086666666667
A0133,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_eurusd_h1;sca_usdjpy_m15;pairtrade_eurusd_gbpusd,4,85275.0,1.3510270448277282,13237.0,2.6474,1440,34910.0,1.250387307780583,14413.0,2.8826,1280,120185.0,1.3143291295501027,16620.0,3.324,2720,True,False,False,False,13.483400000000001,10.159400000000002,9,0.20030833333333334,1.802775
B0133,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_eurusd_h1;sca_usdjpy_m15;sca_gbpjpy_m15,4,147675.0,1.2486366445038968,49638.0,9.9276,2604,85807.0,1.1758920463513578,40809.0,8.1618,2516,233482.0,1.2158317140855148,49638.0,9.9276,5120,True,False,False,False,13.483400000000001,3.5558000000000014,3,0.3891366666666667,1.16741
A0134,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_gbpusd_h4;pairtrade_eurusd_gbpusd;carry_audjpy_d1,4,295454.0,2.8823521916411825,29044.0,5.8088,378,41761.0,1.519118414837282,19298.0,3.8596,268,337215.0,2.4204148168117063,29044.0,5.8088,646,True,False,False,True,13.483400000000001,7.674600000000002,5,0.5620249999999999,2.8101249999999993
B0134,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_gbpusd_h4;sca_gbpjpy_m15;carry_audjpy_d1,4,357854.0,1.704479997795141,76922.0,15.384400000000001,1542,92658.0,1.216056018150403,27291.0,5.4582,1504,450512.0,1.4808898092503442,76922.0,15.384400000000001,3046,True,False,False,False,13.483400000000001,-1.9009999999999998,1,0.7508533333333334,0.7508533333333334
A0135,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_gbpusd_h4;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd,4,144928.0,1.270888900934377,53463.0,10.692599999999999,1733,111356.0,1.2685406020676633,25399.0,5.0798000000000005,1571,256284.0,1.26986353297953,53463.0,10.692599999999999,3304,True,False,False,True,13.483400000000001,2.7908000000000026,2,0.42713999999999996,0.8542799999999999
B0135,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_gbpusd_h4;sca_usdjpy_m15;carry_audjpy_d1,4,302644.0,2.7542545791792254,28527.0,5.7054,830,32345.0,1.288336393945337,18315.0,3.6630000000000003,760,334989.0,2.1766468327842134,28527.0,5.7054,1590,True,False,False,True,13.483400000000001,7.778000000000001,5,0.5583149999999999,2.7915749999999995
A0136,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_gbpusd_h4;sca_usdjpy_m15;pairtrade_eurusd_gbpusd,4,89718.0,1.449579073962718,11150.0,2.23,1021,51043.0,1.5209107237620934,9147.0,1.8294000000000001,827,140761.0,1.4730698912444378,12403.0,2.4806000000000004,1848,True,False,False,False,13.483400000000001,11.0028,12,0.23460166666666665,2.81522
B0136,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_gbpusd_h4;sca_usdjpy_m15;sca_gbpjpy_m15,4,152118.0,1.2762923448287136,43381.0,8.676200000000001,2185,101940.0,1.2283586803852125,33897.0,6.779399999999999,2063,254058.0,1.2548296241017802,43381.0,8.676200000000001,4248,True,False,False,False,13.483400000000001,4.8072,3,0.42343,1.27029
A0137,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;pairtrade_eurusd_gbpusd;carry_audjpy_d1,4,282450.0,2.768661903479715,32135.0,6.427,417,30787.0,1.3420777777777777,17892.0,3.5784000000000002,313,313237.0,2.2544684157198525,32135.0,6.427,730,True,False,False,True,13.483400000000001,7.056400000000002,4,0.5220616666666666,2.0882466666666666
B0137,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;carry_audjpy_d1,4,279477.0,2.750429031328682,36647.0,7.3294,763,23843.0,1.1757542698343666,18425.0,3.685,821,303320.0,2.0270788255571017,36647.0,7.3294,1584,True,False,False,True,13.483400000000001,6.154000000000002,4,0.5055333333333333,2.022133333333333
A0138,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;pairtrade_eurusd_gbpusd,4,66551.0,1.3564557423059207,14486.0,2.8972,954,42541.0,1.3502152777206082,9811.0,1.9622000000000002,888,109092.0,1.3539959697961859,18607.0,3.7213999999999996,1842,True,False,False,False,13.483400000000001,9.762000000000002,8,0.18181999999999998,1.4545599999999999
B0138,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4,4,68021.0,1.4746854435194037,14325.0,2.8649999999999998,881,51730.0,1.4115484979633401,8218.0,1.6436,943,119751.0,1.4451825883944935,17429.0,3.4858000000000002,1824,True,False,False,False,13.483400000000001,9.997600000000002,8,0.19958499999999998,1.5966799999999999
A0139,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;sca_gbpjpy_m15,4,128951.0,1.239814695998408,60960.0,12.192,2118,93438.0,1.1988524876246578,29805.0,5.961,2124,222389.0,1.2207122490440125,60960.0,12.192,4242,True,False,False,False,13.483400000000001,1.2914000000000012,2,0.37064833333333336,0.7412966666666667
B0139,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1;sca_usdjpy_m15,4,73741.0,1.3645815823041403,20858.0,4.171600000000001,1406,33125.0,1.2162163926293872,12923.0,2.5846,1380,106866.0,1.3006371935352286,26372.0,5.2744,2786,True,False,False,False,13.483400000000001,8.209000000000001,5,0.17811000000000002,0.8905500000000001
A0140,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_gbpusd_h4;carry_audjpy_d1,4,283920.0,3.4414405118150864,31254.0,6.250799999999999,344,39976.0,1.4242610772088087,16084.0,3.2168,368,323896.0,2.5385740819031244,31254.0,6.250799999999999,712,True,False,False,True,13.483400000000001,7.232600000000002,4,0.5398266666666667,2.1593066666666667
B0140,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_gbpusd_h4;pairtrade_eurusd_gbpusd,4,70994.0,1.4953115842938074,10125.0,2.025,535,58674.0,1.7331042668832386,5842.0,1.1684,435,129668.0,1.5805154745329435,14765.0,2.9530000000000003,970,True,False,False,False,13.483400000000001,10.5304,10,0.21611333333333335,2.1611333333333334
A0141,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_gbpusd_h4;sca_gbpjpy_m15,4,133394.0,1.2698420725774313,53543.0,10.7086,1699,109571.0,1.2557381258023106,22840.0,4.568,1671,242965.0,1.2632936385378704,53543.0,10.7086,3370,True,False,False,True,13.483400000000001,2.774800000000001,2,0.40494166666666664,0.8098833333333333
B0141,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_gbpusd_h4;sca_usdjpy_m15,4,78184.0,1.4920574981748609,15430.0,3.086,987,49258.0,1.4407204273175445,8340.0,1.6680000000000001,927,127442.0,1.4708581647017096,21209.0,4.2418,1914,True,False,False,False,13.483400000000001,9.241600000000002,7,0.2124033333333333,1.4868233333333332
A0142,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;sca_gbpjpy_m15;carry_audjpy_d1,4,344850.0,1.6752417242013997,79931.0,15.9862,1581,81684.0,1.1863166178164524,26099.0,5.2198,1549,426534.0,1.4493989702050634,79931.0,15.9862,3130,True,False,False,False,13.483400000000001,-2.502799999999999,1,0.71089,0.71089
B0142,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd,4,131924.0,1.2453277197784829,57880.0,11.576,1772,100382.0,1.2366244327892038,28153.0,5.6306,1616,232306.0,1.2414896083145959,57880.0,11.576,3388,True,False,False,False,13.483400000000001,1.9074000000000009,2,0.38717666666666667,0.7743533333333333
A0143,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;sca_usdjpy_m15;carry_audjpy_d1,4,289640.0,2.6526586669861976,37447.0,7.4894,869,21371.0,1.1755577826701278,19864.0,3.9728,805,311011.0,2.0472138698739686,37447.0,7.4894,1674,True,False,False,True,13.483400000000001,5.9940000000000015,4,0.5183516666666667,2.0734066666666666
B0143,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;sca_usdjpy_m15;pairtrade_eurusd_gbpusd,4,76714.0,1.3792147189528268,15489.0,3.0978,1060,40069.0,1.3725893139424596,7400.0,1.48,872,116783.0,1.3769151075235848,22284.0,4.4568,1932,True,False,False,False,13.483400000000001,9.026600000000002,6,0.19463833333333333,1.16783
A0144,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;rsi_robust_usdjpy_h4;sca_usdjpy_m15;sca_gbpjpy_m15,4,139114.0,1.2514232630768507,45955.0,9.191,2224,90966.0,1.1995056551385328,36651.0,7.3302000000000005,2108,230080.0,1.2279683293650911,45955.0,9.191,4332,True,False,False,False,13.483400000000001,4.292400000000001,3,0.3834666666666667,1.1504
B0144,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1,4,356384.0,1.64635619379949,80858.0,16.1716,1615,83469.0,1.196566000056519,27892.0,5.5784,1449,439853.0,1.4506644399135256,80858.0,16.1716,3064,True,False,False,False,13.483400000000001,-2.6882,1,0.7330883333333333,0.7330883333333333
A0145,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;sca_usdjpy_m15;pairtrade_eurusd_gbpusd;carry_audjpy_d1,4,301174.0,2.394808382540234,29849.0,5.9698,903,23156.0,1.2145007549581763,23564.0,4.7128000000000005,705,324330.0,2.0013955872272895,29849.0,5.9698,1608,True,False,False,True,13.483400000000001,7.513600000000001,5,0.54055,2.70275
B0145,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;sca_usdjpy_m15;sca_gbpjpy_m15;carry_audjpy_d1,4,363574.0,1.6412986344089435,69334.0,13.866800000000001,2067,74053.0,1.162265978333275,30596.0,6.1192,1941,437627.0,1.4276616287273942,69334.0,13.866800000000001,4008,True,False,False,False,13.483400000000001,-0.38339999999999996,2,0.7293783333333334,1.4587566666666667
A0146,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_gbpjpy_h4;sca_usdjpy_m15;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd,4,150648.0,1.2536272631461982,46885.0,9.377,2258,92751.0,1.2097594181528706,39210.0,7.8420000000000005,2008,243399.0,1.2349066546221017,46885.0,9.377,4266,True,False,False,False,13.483400000000001,4.106400000000001,3,0.405665,1.216995
B0146,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;pairtrade_eurusd_gbpusd;carry_audjpy_d1,4,290747.0,2.3942760958907394,32248.0,6.4496,413,-6258.0,0.9289509536784741,43472.0,8.6944,223,284489.0,1.9591381246017485,43472.0,8.6944,636,False,False,False,False,13.483400000000001,4.7890000000000015,3,0.47414833333333334,1.422445
A0147,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;rsi_robust_eurusd_h1;carry_audjpy_d1,4,287774.0,2.380250750621121,30093.0,6.0186,759,-13202.0,0.901286815561421,49279.0,9.8558,731,274572.0,1.8022908235569126,49279.0,9.8558,1490,False,False,False,False,13.483400000000001,3.627600000000001,3,0.45761999999999997,1.37286
B0147,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;rsi_robust_eurusd_h1;pairtrade_eurusd_gbpusd,4,74848.0,1.31778002326628,12945.0,2.589,950,5496.0,1.0459720119446931,25516.0,5.1032,798,80344.0,1.2262669501668615,25516.0,5.1032,1748,True,False,False,False,13.483400000000001,8.380200000000002,5,0.13390666666666667,0.6695333333333333
A0148,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;rsi_robust_eurusd_h1;rsi_robust_gbpusd_h4,4,76318.0,1.3972226993322194,13401.0,2.6802,877,14685.0,1.11864173991727,20847.0,4.1694,853,91003.0,1.2880707807727008,20847.0,4.1694,1730,True,False,False,False,13.483400000000001,9.314,7,0.15167166666666668,1.0617016666666668
B0148,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;rsi_robust_eurusd_h1;sca_gbpjpy_m15,4,137248.0,1.2339947795813777,80182.0,16.0364,2114,56393.0,1.1205066180021626,45413.0,9.082600000000001,2034,193641.0,1.1836314341556118,80182.0,16.0364,4148,True,False,False,False,13.483400000000001,-2.552999999999999,1,0.322735,0.322735
A0149,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;rsi_robust_eurusd_h1;sca_usdjpy_m15,4,82038.0,1.326722263375469,13576.0,2.7152,1402,-3920.0,0.974088298090334,29491.0,5.8982,1290,78118.0,1.1941413152342206,34052.0,6.8104,2692,False,False,False,False,13.483400000000001,6.673000000000002,4,0.13019666666666668,0.5207866666666667
B0149,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;rsi_robust_gbpusd_h4;carry_audjpy_d1,4,292217.0,2.769682178241806,26693.0,5.3386000000000005,340,2931.0,1.0317534261415957,38875.0,7.775,278,295148.0,2.1465219536260483,38875.0,7.775,618,True,False,False,False,13.483400000000001,5.708400000000001,3,0.4919133333333334,1.4757400000000003
A0150,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;rsi_robust_gbpusd_h4;pairtrade_eurusd_gbpusd,4,79291.0,1.4126215107928644,12211.0,2.4421999999999997,531,21629.0,1.2768866414901108,17242.0,3.4484,345,100920.0,1.373391939440356,17242.0,3.4484,876,True,False,False,False,13.483400000000001,10.035000000000002,8,0.1682,1.3456
B0150,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;rsi_robust_gbpusd_h4;sca_gbpjpy_m15,4,141691.0,1.2608579586982416,73903.0,14.7806,1695,72526.0,1.1700372775654702,38448.0,7.6896,1581,214217.0,1.2209099074665128,73903.0,14.7806,3276,True,False,False,False,13.483400000000001,-1.2971999999999984,2,0.35702833333333334,0.7140566666666667
A0151,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;rsi_robust_gbpusd_h4;sca_usdjpy_m15,4,86481.0,1.4163264716643238,12906.0,2.5812,983,12213.0,1.111181916665908,20822.0,4.1644,837,98694.0,1.3107777473383904,20822.0,4.1644,1820,True,False,False,False,13.483400000000001,9.319000000000003,7,0.16449000000000003,1.1514300000000002
B0151,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;carry_audjpy_d1,4,279213.0,2.663358373892685,31077.0,6.2154,379,-8043.0,0.9210379053397343,39994.0,7.9988,323,271170.0,2.005375945424885,39994.0,7.9988,702,False,False,False,False,13.483400000000001,5.484600000000001,3,0.45195,1.35585
A0152,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;pairtrade_eurusd_gbpusd,4,66287.0,1.34010600253462,12211.0,2.4421999999999997,570,10655.0,1.1215366891375516,15631.0,3.1262,390,76942.0,1.2722935909686095,17401.0,3.4802,960,True,False,False,False,13.483400000000001,10.003200000000001,8,0.12823666666666667,1.0258933333333333
B0152,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_eurusd_h1,4,63314.0,1.3249104512844725,14103.0,2.8205999999999998,916,3711.0,1.0278331958298959,20461.0,4.0922,898,67025.0,1.2042224768126364,28877.0,5.7754,1814,True,False,False,False,13.483400000000001,7.708000000000001,5,0.11170833333333334,0.5585416666666667
A0153,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;rsi_robust_gbpusd_h4,4,67757.0,1.447252732745419,12290.0,2.458,497,19844.0,1.2159444577447929,14107.0,2.8214,445,87601.0,1.3599202925346152,14107.0,2.8214,942,True,False,False,False,13.483400000000001,10.662,10,0.14600166666666667,1.4600166666666667
B0153,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;sca_gbpjpy_m15,4,128687.0,1.235729332673884,76912.0,15.382399999999999,1734,61552.0,1.14114711844507,41202.0,8.240400000000001,1626,190239.0,1.1937272529160057,76912.0,15.382399999999999,3360,True,False,False,False,13.483400000000001,-1.8989999999999974,1,0.317065,0.317065
A0154,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;rsi_robust_usdjpy_h4;sca_usdjpy_m15,4,73477.0,1.3491240657413963,15102.0,3.0204,1022,1239.0,1.0103767975142586,21623.0,4.3246,882,74716.0,1.226506842255246,30013.0,6.0026,1904,True,False,False,False,13.483400000000001,7.480800000000001,4,0.12452666666666669,0.49810666666666675
B0154,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;sca_gbpjpy_m15;carry_audjpy_d1,4,353147.0,1.6311403336323895,99856.0,19.9712,1577,44639.0,1.1022669217287713,44087.0,8.817400000000001,1459,397786.0,1.3993703019879864,99856.0,19.9712,3036,True,False,False,False,13.483400000000001,-6.487799999999998,1,0.6629766666666665,0.6629766666666665
A0155,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;sca_gbpjpy_m15;pairtrade_eurusd_gbpusd,4,140221.0,1.2390491972082145,77102.0,15.4204,1768,63337.0,1.1499792803779258,43761.0,8.7522,1526,203558.0,1.201765715152302,77102.0,15.4204,3294,True,False,False,False,13.483400000000001,-1.9369999999999994,1,0.3392633333333333,0.3392633333333333
B0155,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;sca_usdjpy_m15;carry_audjpy_d1,4,297937.0,2.3295476350914144,28949.0,5.7898,865,-15674.0,0.8691783794611558,47421.0,9.4842,715,282263.0,1.8207681861931195,47421.0,9.4842,1580,False,False,False,False,13.483400000000001,3.999200000000002,3,0.47043833333333335,1.411315
A0156,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;sca_usdjpy_m15;pairtrade_eurusd_gbpusd,4,85011.0,1.3385152650629757,15080.0,3.016,1056,3024.0,1.0286303989699115,26419.0,5.2838,782,88035.0,1.2467687546776323,26419.0,5.2838,1838,True,False,False,False,13.483400000000001,8.1996,5,0.146725,0.733625
B0156,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_audjpy_h4;sca_usdjpy_m15;sca_gbpjpy_m15,4,147411.0,1.244812650920553,66315.0,13.263,2220,53921.0,1.118759043866469,52259.0,10.4518,2018,201332.0,1.1906237129263617,66315.0,13.263,4238,True,False,False,False,13.483400000000001,0.22040000000000148,2,0.33555333333333337,0.6711066666666667
A0157,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_gbpjpy_h4;pairtrade_eurusd_gbpusd;carry_audjpy_d1,4,334972.0,2.560447955875228,32248.0,6.4496,389,19747.0,1.2186918578896075,32938.0,6.5876,179,354719.0,2.1631656610703045,32938.0,6.5876,568,True,False,False,True,13.483400000000001,6.895800000000001,4,0.5911983333333333,2.364793333333333
B0157,B,B_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;carry_audjpy_d1,4,326313.0,3.109791421514748,28306.0,5.6612,239,6908.0,1.0739812583668005,40718.0,8.1436,183,333221.0,2.3434109683479747,40718.0,8.1436,422,True,False,False,False,13.483400000000001,5.339800000000002,3,0.5553683333333334,1.666105
A0158,A,A_composition_oanda,VERIFIED_MT5_DEALS,OANDA,500000.0,pullback_usdjpy_h4;pullback_gbpjpy_h4;pullback_audjpy_h4;pairtrade_eurusd_gbpusd,4,113387.0,1.6240135163395815,14971.0,2.9942,430,25606.0,1.3233693249984215,27357.0,5.4714,250,138993.0,1.5327627246627902,27357.0,5.4714,680,True,False,False,True,13.483400000000001,8.012,5,0.231655,1.158275
