id,family,base,symbol,overrides,model,is_net,is_pf,is_dd,is_n,oos_net,oos_pf,oos_dd,oos_n,verdict,note
F10_eu_RSI_Period-10_BB_Period-24,10,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_Period': 10, 'BB_Period': 24}",open_prices,1875.0,1.0195,11.1481,265,-2204.0,0.9722,12.6084,277,reject,
F10_eu_RSI_Period-10_BB_Period-30,10,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_Period': 10, 'BB_Period': 30}",open_prices,-3642.0,0.9615,13.0149,255,-4285.0,0.9444,10.8942,260,reject,
F10_eu_RSI_Period-12_BB_Period-16,10,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_Period': 12, 'BB_Period': 16}",open_prices,6750.0,1.0713,9.958,270,-4076.0,0.9498,10.4494,281,reject,
F10_eu_RSI_Period-12_BB_Period-20,10,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_Period': 12, 'BB_Period': 20}",open_prices,4862.0,1.0502,10.643,274,-2381.0,0.97,13.169,276,reject,
F10_eu_RSI_Period-12_BB_Period-24,10,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_Period': 12, 'BB_Period': 24}",open_prices,1297.0,1.0137,10.5917,258,-3297.0,0.9584,14.0662,272,reject,
F10_eu_RSI_Period-12_BB_Period-30,10,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_Period': 12, 'BB_Period': 30}",open_prices,-7467.0,0.9201,14.586,246,-3711.0,0.9507,11.01,250,reject,
F10_eu_RSI_Period-14_BB_Period-16,10,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_Period': 14, 'BB_Period': 16}",open_prices,8870.0,1.096,8.9233,263,-4943.0,0.939,11.5683,279,reject,
F10_eu_RSI_Period-14_BB_Period-20,10,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_Period': 14, 'BB_Period': 20}",open_prices,8253.0,1.0869,9.7577,268,-1867.0,0.9764,13.1037,275,reject,
F10_eu_RSI_Period-14_BB_Period-24,10,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_Period': 14, 'BB_Period': 24}",open_prices,4547.0,1.0496,9.2989,251,-4328.0,0.9454,13.9964,270,reject,
F10_eu_RSI_Period-14_BB_Period-30,10,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_Period': 14, 'BB_Period': 30}",open_prices,-5980.0,0.9333,13.5405,234,-6448.0,0.9135,13.1673,245,reject,
F10_eu_RSI_Period-18_BB_Period-16,10,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_Period': 18, 'BB_Period': 16}",open_prices,9174.0,1.0996,9.2034,259,-4460.0,0.9446,11.5683,278,reject,
F10_eu_RSI_Period-18_BB_Period-20,10,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_Period': 18, 'BB_Period': 20}",open_prices,6896.0,1.0728,10.1761,263,507.0,1.0065,12.869,273,PASS,
F10_eu_RSI_Period-18_BB_Period-24,10,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_Period': 18, 'BB_Period': 24}",open_prices,3512.0,1.0385,9.4409,246,-4537.0,0.942,15.1301,267,reject,
F10_eu_RSI_Period-18_BB_Period-30,10,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_Period': 18, 'BB_Period': 30}",open_prices,-6399.0,0.9276,13.6449,227,-6483.0,0.9107,13.5871,238,reject,
F10_uj_RSI_Period-10_BB_Period-16,10,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'RSI_Period': 10, 'BB_Period': 16}",open_prices,1600.0,1.0532,10.222,89,2093.0,1.0662,7.987,96,PASS,
F10_uj_RSI_Period-10_BB_Period-20,10,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'RSI_Period': 10, 'BB_Period': 20}",open_prices,408.0,1.0135,10.812,88,2792.0,1.0872,7.0101,98,PASS,
F10_uj_RSI_Period-10_BB_Period-24,10,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'RSI_Period': 10, 'BB_Period': 24}",open_prices,964.0,1.0325,9.035,87,3595.0,1.1192,5.2698,95,PASS,
F10_uj_RSI_Period-10_BB_Period-30,10,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'RSI_Period': 10, 'BB_Period': 30}",open_prices,-1152.0,0.9637,10.753,91,4003.0,1.1346,5.0322,93,reject,
F10_uj_RSI_Period-12_BB_Period-16,10,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'RSI_Period': 12, 'BB_Period': 16}",open_prices,1623.0,1.054,9.912,89,6022.0,1.2109,7.0023,91,PASS,
F10_uj_RSI_Period-12_BB_Period-20,10,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'RSI_Period': 12, 'BB_Period': 20}",open_prices,654.0,1.0218,10.279,87,6102.0,1.2061,6.593,94,PASS,
F10_uj_RSI_Period-12_BB_Period-24,10,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'RSI_Period': 12, 'BB_Period': 24}",open_prices,900.0,1.0303,8.812,87,5969.0,1.206,5.5265,93,PASS,
F10_uj_RSI_Period-12_BB_Period-30,10,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'RSI_Period': 12, 'BB_Period': 30}",open_prices,-1246.0,0.9609,10.56,90,6813.0,1.2448,4.9063,90,reject,
F10_uj_RSI_Period-14_BB_Period-16,10,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'RSI_Period': 14, 'BB_Period': 16}",open_prices,808.0,1.0271,9.912,87,6591.0,1.2449,6.586,86,PASS,
F10_uj_RSI_Period-14_BB_Period-20,10,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'RSI_Period': 14, 'BB_Period': 20}",open_prices,-161.0,0.9946,10.279,85,7741.0,1.2768,6.1179,90,reject,
F10_uj_RSI_Period-14_BB_Period-24,10,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'RSI_Period': 14, 'BB_Period': 24}",open_prices,85.0,1.0029,8.812,85,6508.0,1.2383,4.4591,88,PASS,
F10_uj_RSI_Period-14_BB_Period-30,10,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'RSI_Period': 14, 'BB_Period': 30}",open_prices,-2061.0,0.9347,10.56,88,7912.0,1.3089,3.8175,84,reject,
F10_uj_RSI_Period-18_BB_Period-16,10,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'RSI_Period': 18, 'BB_Period': 16}",open_prices,387.0,1.0133,9.233,85,7091.0,1.2684,6.5572,85,PASS,
F10_uj_RSI_Period-18_BB_Period-20,10,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'RSI_Period': 18, 'BB_Period': 20}",open_prices,-582.0,0.9799,9.6,83,7741.0,1.2768,6.1179,90,reject,
F10_uj_RSI_Period-18_BB_Period-24,10,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'RSI_Period': 18, 'BB_Period': 24}",open_prices,-336.0,0.9883,8.133,83,7814.0,1.3,4.4075,86,reject,
F10_uj_RSI_Period-18_BB_Period-30,10,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'RSI_Period': 18, 'BB_Period': 30}",open_prices,-2482.0,0.9196,9.881,86,7912.0,1.3089,3.8175,84,reject,
F11_ext72.5_ret2.5,11,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_OverboughtExtreme': 72.5, 'RSI_Overbought': 70.0, 'RSI_OversoldExtreme': 27.5, 'RSI_Oversold': 30.0}",open_prices,8253.0,1.0869,9.7577,268,-2365.0,0.9703,12.7831,277,reject,
F11_ext72.5_ret5,11,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_OverboughtExtreme': 72.5, 'RSI_Overbought': 67.5, 'RSI_OversoldExtreme': 27.5, 'RSI_Oversold': 32.5}",open_prices,8253.0,1.0869,9.7577,268,-2365.0,0.9703,12.7831,277,reject,
F11_ext72.5_ret7.5,11,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_OverboughtExtreme': 72.5, 'RSI_Overbought': 65.0, 'RSI_OversoldExtreme': 27.5, 'RSI_Oversold': 35.0}",open_prices,8253.0,1.0869,9.7577,268,-2503.0,0.9686,12.915,277,reject,
F11_ext72.5_ret10,11,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_OverboughtExtreme': 72.5, 'RSI_Overbought': 62.5, 'RSI_OversoldExtreme': 27.5, 'RSI_Oversold': 37.5}",open_prices,8253.0,1.0869,9.7577,268,-2505.0,0.9686,12.915,277,reject,
F11_ext75_ret2.5,11,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_OverboughtExtreme': 75, 'RSI_Overbought': 72.5, 'RSI_OversoldExtreme': 25, 'RSI_Oversold': 27.5}",open_prices,6592.0,1.0694,9.8988,267,-1867.0,0.9764,13.1037,275,reject,
F11_ext75_ret5,11,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_OverboughtExtreme': 75, 'RSI_Overbought': 70, 'RSI_OversoldExtreme': 25, 'RSI_Oversold': 30}",open_prices,6592.0,1.0694,9.8988,267,-1867.0,0.9764,13.1037,275,reject,
F11_ext75_ret7.5,11,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_OverboughtExtreme': 75, 'RSI_Overbought': 67.5, 'RSI_OversoldExtreme': 25, 'RSI_Oversold': 32.5}",open_prices,6592.0,1.0694,9.8988,267,-1867.0,0.9764,13.1037,275,reject,
F11_ext75_ret10,11,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_OverboughtExtreme': 75, 'RSI_Overbought': 65, 'RSI_OversoldExtreme': 25, 'RSI_Oversold': 35}",open_prices,6592.0,1.0694,9.8988,267,-2005.0,0.9747,13.2369,275,reject,
F11_ext77.5_ret2.5,11,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_OverboughtExtreme': 77.5, 'RSI_Overbought': 75.0, 'RSI_OversoldExtreme': 22.5, 'RSI_Oversold': 25.0}",open_prices,6896.0,1.0728,10.1761,263,24.0,1.0003,12.869,274,PASS,
F11_ext77.5_ret5,11,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_OverboughtExtreme': 77.5, 'RSI_Overbought': 72.5, 'RSI_OversoldExtreme': 22.5, 'RSI_Oversold': 27.5}",open_prices,6896.0,1.0728,10.1761,263,24.0,1.0003,12.869,274,PASS,
F11_ext77.5_ret7.5,11,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_OverboughtExtreme': 77.5, 'RSI_Overbought': 70.0, 'RSI_OversoldExtreme': 22.5, 'RSI_Oversold': 30.0}",open_prices,6896.0,1.0728,10.1761,263,24.0,1.0003,12.869,274,PASS,
F11_ext77.5_ret10,11,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_OverboughtExtreme': 77.5, 'RSI_Overbought': 67.5, 'RSI_OversoldExtreme': 22.5, 'RSI_Oversold': 32.5}",open_prices,6896.0,1.0728,10.1761,263,24.0,1.0003,12.869,274,PASS,
F11_ext80_ret2.5,11,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_OverboughtExtreme': 80, 'RSI_Overbought': 77.5, 'RSI_OversoldExtreme': 20, 'RSI_Oversold': 22.5}",open_prices,6896.0,1.0728,10.1761,263,507.0,1.0065,12.869,273,PASS,
F11_ext80_ret5,11,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_OverboughtExtreme': 80, 'RSI_Overbought': 75, 'RSI_OversoldExtreme': 20, 'RSI_Oversold': 25}",open_prices,6896.0,1.0728,10.1761,263,507.0,1.0065,12.869,273,PASS,
F11_ext80_ret7.5,11,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_OverboughtExtreme': 80, 'RSI_Overbought': 72.5, 'RSI_OversoldExtreme': 20, 'RSI_Oversold': 27.5}",open_prices,6896.0,1.0728,10.1761,263,507.0,1.0065,12.869,273,PASS,
F11_ext80_ret10,11,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'RSI_OverboughtExtreme': 80, 'RSI_Overbought': 70, 'RSI_OversoldExtreme': 20, 'RSI_Oversold': 30}",open_prices,6896.0,1.0728,10.1761,263,507.0,1.0065,12.869,273,PASS,
F12_Range_Slope_Lookback-10_BB_Deviation-2.0,12,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'Range_Slope_Lookback': 10, 'BB_Deviation': 2.0}",open_prices,-5090.0,0.9648,14.6527,456,-13812.0,0.8818,21.8806,447,reject,
F12_Range_Slope_Lookback-10_BB_Deviation-2.25,12,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'Range_Slope_Lookback': 10, 'BB_Deviation': 2.25}",open_prices,5230.0,1.0388,15.7249,426,-12236.0,0.8884,21.9065,413,reject,
F12_Range_Slope_Lookback-10_BB_Deviation-2.5,12,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'Range_Slope_Lookback': 10, 'BB_Deviation': 2.5}",open_prices,11284.0,1.0916,11.5343,380,-6890.0,0.932,17.0039,376,reject,
F12_Range_Slope_Lookback-10_BB_Deviation-3.0,12,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'Range_Slope_Lookback': 10, 'BB_Deviation': 3.0}",open_prices,-4043.0,0.959,12.3168,272,-11765.0,0.8565,20.5041,280,reject,
F12_Range_Slope_Lookback-20_BB_Deviation-2.0,12,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'Range_Slope_Lookback': 20, 'BB_Deviation': 2.0}",open_prices,4262.0,1.0415,9.5257,304,-5136.0,0.9417,12.3488,303,reject,
F12_Range_Slope_Lookback-20_BB_Deviation-2.25,12,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'Range_Slope_Lookback': 20, 'BB_Deviation': 2.25}",open_prices,5738.0,1.0578,11.7292,290,-2754.0,0.9665,11.5535,287,reject,
F12_Range_Slope_Lookback-20_BB_Deviation-2.5,12,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'Range_Slope_Lookback': 20, 'BB_Deviation': 2.5}",open_prices,8253.0,1.0869,9.7577,268,-1867.0,0.9764,13.1037,275,reject,
F12_Range_Slope_Lookback-20_BB_Deviation-3.0,12,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'Range_Slope_Lookback': 20, 'BB_Deviation': 3.0}",open_prices,920.0,1.0116,10.58,210,-3735.0,0.9444,11.7284,222,reject,
F12_Range_Slope_Lookback-30_BB_Deviation-2.0,12,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'Range_Slope_Lookback': 30, 'BB_Deviation': 2.0}",open_prices,-8370.0,0.9071,11.6614,236,-16914.0,0.7883,23.0458,259,reject,
F12_Range_Slope_Lookback-30_BB_Deviation-2.25,12,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'Range_Slope_Lookback': 30, 'BB_Deviation': 2.25}",open_prices,-9177.0,0.8949,14.8474,225,-20700.0,0.7348,24.4445,248,reject,
F12_Range_Slope_Lookback-30_BB_Deviation-2.5,12,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'Range_Slope_Lookback': 30, 'BB_Deviation': 2.5}",open_prices,-8442.0,0.8992,15.4912,214,-18142.0,0.7596,21.9899,238,reject,
F12_Range_Slope_Lookback-30_BB_Deviation-3.0,12,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'Range_Slope_Lookback': 30, 'BB_Deviation': 3.0}",open_prices,-12921.0,0.823,15.7846,174,-5606.0,0.9098,12.2341,199,reject,
F12_Range_Slope_Lookback-40_BB_Deviation-2.0,12,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'Range_Slope_Lookback': 40, 'BB_Deviation': 2.0}",open_prices,-13198.0,0.8316,18.3976,193,-11072.0,0.8375,19.1379,217,reject,
F12_Range_Slope_Lookback-40_BB_Deviation-2.25,12,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'Range_Slope_Lookback': 40, 'BB_Deviation': 2.25}",open_prices,-17764.0,0.7715,21.0083,186,-14033.0,0.7961,20.3649,215,reject,
F12_Range_Slope_Lookback-40_BB_Deviation-2.5,12,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'Range_Slope_Lookback': 40, 'BB_Deviation': 2.5}",open_prices,-17293.0,0.7682,20.632,178,-14783.0,0.7801,21.1085,207,reject,
F12_Range_Slope_Lookback-40_BB_Deviation-3.0,12,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'Range_Slope_Lookback': 40, 'BB_Deviation': 3.0}",open_prices,-29917.0,0.5806,29.999,152,-18556.0,0.7003,22.5992,183,reject,
F13_eu_sl30_tp75,13,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': False, 'StopLoss_Pips': 30, 'TakeProfit_Pips': 75}",open_prices,2410.0,1.0317,7.733,278,68.0,1.0011,8.6857,293,PASS,
F13_eu_sl35_tp80,13,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': False, 'StopLoss_Pips': 35, 'TakeProfit_Pips': 80}",open_prices,2266.0,1.0275,7.6166,274,4988.0,1.0743,7.8554,288,PASS,
F13_eu_sl40_tp90,13,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': False, 'StopLoss_Pips': 40, 'TakeProfit_Pips': 90}",open_prices,3027.0,1.0338,9.4225,272,9286.0,1.1293,8.0389,283,PASS,
F13_eu_sl45_tp105,13,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': False, 'StopLoss_Pips': 45, 'TakeProfit_Pips': 105}",open_prices,8253.0,1.0869,9.7577,268,-1867.0,0.9764,13.1037,275,reject,
F13_eu_sl50_tp110,13,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': False, 'StopLoss_Pips': 50, 'TakeProfit_Pips': 110}",open_prices,14137.0,1.1473,9.3353,264,-3890.0,0.9533,12.9464,273,reject,
F13_eu_sl55_tp120,13,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': False, 'StopLoss_Pips': 55, 'TakeProfit_Pips': 120}",open_prices,5116.0,1.0505,11.2634,258,-7912.0,0.9097,16.0665,270,reject,
F13_eu_sl60_tp135,13,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': False, 'StopLoss_Pips': 60, 'TakeProfit_Pips': 135}",open_prices,15450.0,1.1535,9.5675,254,-4658.0,0.9466,15.1684,266,reject,
F13_eu_sl70_tp150,13,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': False, 'StopLoss_Pips': 70, 'TakeProfit_Pips': 150}",open_prices,12374.0,1.1158,12.7251,248,-5776.0,0.9352,19.4103,259,reject,
F13_uj_sl35_tp80,13,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseATRStopLoss': False, 'StopLoss_Pips': 35, 'TakeProfit_Pips': 80}",open_prices,-534.0,0.9781,8.29,98,-1585.0,0.9355,6.7775,99,reject,
F13_uj_sl40_tp90,13,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseATRStopLoss': False, 'StopLoss_Pips': 40, 'TakeProfit_Pips': 90}",open_prices,1333.0,1.0542,8.705,89,3222.0,1.1291,7.2787,95,PASS,
F13_uj_sl45_tp100,13,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseATRStopLoss': False, 'StopLoss_Pips': 45, 'TakeProfit_Pips': 100}",open_prices,-1921.0,0.933,9.831,89,2398.0,1.0854,7.1228,93,reject,
F13_uj_sl50_tp110,13,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseATRStopLoss': False, 'StopLoss_Pips': 50, 'TakeProfit_Pips': 110}",open_prices,-161.0,0.9946,10.279,85,7741.0,1.2768,6.1179,90,reject,
F13_uj_sl55_tp120,13,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseATRStopLoss': False, 'StopLoss_Pips': 55, 'TakeProfit_Pips': 120}",open_prices,-507.0,0.9839,10.062,82,1249.0,1.0404,7.628,86,reject,
F13_uj_sl60_tp135,13,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseATRStopLoss': False, 'StopLoss_Pips': 60, 'TakeProfit_Pips': 135}",open_prices,-2716.0,0.9189,10.703,78,-3274.0,0.9049,7.8774,85,reject,
F13_uj_sl70_tp150,13,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseATRStopLoss': False, 'StopLoss_Pips': 70, 'TakeProfit_Pips': 150}",open_prices,-47.0,0.9987,9.817,75,986.0,1.0292,7.2137,81,reject,
F13_uj_sl80_tp170,13,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseATRStopLoss': False, 'StopLoss_Pips': 80, 'TakeProfit_Pips': 170}",open_prices,1191.0,1.0316,8.164,71,-7270.0,0.8194,10.9855,81,reject,
F14_UseDoublePattern-true_DP_Tolerance_ATR-0.5_Swing_Lookback-2_DP_Pattern_Bars-40,14,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseDoublePattern': True, 'DP_Tolerance_ATR': 0.5, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 40}",open_prices,2144.0,1.0851,11.108,75,3225.0,1.1032,7.0012,96,PASS,
F14_UseDoublePattern-true_DP_Tolerance_ATR-0.5_Swing_Lookback-2_DP_Pattern_Bars-60,14,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseDoublePattern': True, 'DP_Tolerance_ATR': 0.5, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 60}",open_prices,2144.0,1.0851,11.108,75,3225.0,1.1032,7.0012,96,PASS,
F14_UseDoublePattern-true_DP_Tolerance_ATR-0.5_Swing_Lookback-2_DP_Pattern_Bars-80,14,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseDoublePattern': True, 'DP_Tolerance_ATR': 0.5, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 80}",open_prices,2144.0,1.0851,11.108,75,3225.0,1.1032,7.0012,96,PASS,
F14_UseDoublePattern-true_DP_Tolerance_ATR-0.5_Swing_Lookback-2_DP_Pattern_Bars-100,14,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseDoublePattern': True, 'DP_Tolerance_ATR': 0.5, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 100}",open_prices,2144.0,1.0851,11.108,75,3225.0,1.1032,7.0012,96,PASS,
F14_UseDoublePattern-true_DP_Tolerance_ATR-0.5_Swing_Lookback-3_DP_Pattern_Bars-40,14,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseDoublePattern': True, 'DP_Tolerance_ATR': 0.5, 'Swing_Lookback': 3, 'DP_Pattern_Bars': 40}",open_prices,458.0,1.0158,10.279,84,7741.0,1.2768,6.1179,90,PASS,
F14_UseDoublePattern-true_DP_Tolerance_ATR-0.5_Swing_Lookback-3_DP_Pattern_Bars-60,14,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseDoublePattern': True, 'DP_Tolerance_ATR': 0.5, 'Swing_Lookback': 3, 'DP_Pattern_Bars': 60}",open_prices,-161.0,0.9946,10.279,85,7741.0,1.2768,6.1179,90,reject,
F14_UseDoublePattern-true_DP_Tolerance_ATR-0.5_Swing_Lookback-3_DP_Pattern_Bars-80,14,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseDoublePattern': True, 'DP_Tolerance_ATR': 0.5, 'Swing_Lookback': 3, 'DP_Pattern_Bars': 80}",open_prices,-161.0,0.9946,10.279,85,7741.0,1.2768,6.1179,90,reject,
F14_UseDoublePattern-true_DP_Tolerance_ATR-0.5_Swing_Lookback-3_DP_Pattern_Bars-100,14,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseDoublePattern': True, 'DP_Tolerance_ATR': 0.5, 'Swing_Lookback': 3, 'DP_Pattern_Bars': 100}",open_prices,-161.0,0.9946,10.279,85,7741.0,1.2768,6.1179,90,reject,
F14_UseDoublePattern-true_DP_Tolerance_ATR-0.5_Swing_Lookback-4_DP_Pattern_Bars-40,14,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseDoublePattern': True, 'DP_Tolerance_ATR': 0.5, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 40}",open_prices,-904.0,0.9691,8.524,84,6813.0,1.2425,6.7674,89,reject,
F14_UseDoublePattern-true_DP_Tolerance_ATR-0.5_Swing_Lookback-4_DP_Pattern_Bars-60,14,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseDoublePattern': True, 'DP_Tolerance_ATR': 0.5, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 60}",open_prices,-397.0,0.9867,7.398,86,6813.0,1.2425,6.7674,89,reject,
F14_UseDoublePattern-true_DP_Tolerance_ATR-0.5_Swing_Lookback-4_DP_Pattern_Bars-80,14,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseDoublePattern': True, 'DP_Tolerance_ATR': 0.5, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 80}",open_prices,-397.0,0.9867,7.398,86,6813.0,1.2425,6.7674,89,reject,
F14_UseDoublePattern-true_DP_Tolerance_ATR-0.5_Swing_Lookback-4_DP_Pattern_Bars-100,14,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseDoublePattern': True, 'DP_Tolerance_ATR': 0.5, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 100}",open_prices,-397.0,0.9867,7.398,86,6813.0,1.2425,6.7674,89,reject,
F14_UseDoublePattern-true_DP_Tolerance_ATR-0.5_Swing_Lookback-5_DP_Pattern_Bars-40,14,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseDoublePattern': True, 'DP_Tolerance_ATR': 0.5, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 40}",open_prices,-819.0,0.9709,8.516,81,5591.0,1.2064,6.8412,85,reject,
F14_UseDoublePattern-true_DP_Tolerance_ATR-0.5_Swing_Lookback-5_DP_Pattern_Bars-60,14,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseDoublePattern': True, 'DP_Tolerance_ATR': 0.5, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 60}",open_prices,-1842.0,0.9391,7.39,86,6542.0,1.2415,6.7836,86,reject,
F14_UseDoublePattern-true_DP_Tolerance_ATR-0.5_Swing_Lookback-5_DP_Pattern_Bars-80,14,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseDoublePattern': True, 'DP_Tolerance_ATR': 0.5, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 80}",open_prices,-1842.0,0.9391,7.39,86,6542.0,1.2415,6.7836,86,reject,
F14_UseDoublePattern-true_DP_Tolerance_ATR-0.5_Swing_Lookback-5_DP_Pattern_Bars-100,14,configs/rsi_robust_usdjpy_h4.yaml,USDJPY,"{'UseDoublePattern': True, 'DP_Tolerance_ATR': 0.5, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 100}",open_prices,-1842.0,0.9391,7.39,86,6542.0,1.2415,6.7836,86,reject,
F15_UseATRStopLoss-true_ATR_SL_Multiplier-1.0_ATR_RR_Ratio-1.5,15,configs/rsi_robust_eurusd_h1.yaml,EURUSD,"{'UseATRStopLoss': True, 'ATR_SL_Multiplier': 1.0, 'ATR_RR_Ratio': 1.5}",open_prices,-6026.0,0.8465,8.6064,286,-5691.0,0.8176,7.602,304,reject,
