selected_ids,count,net,max_dd_abs,max_dd_pct,return_dd_pct,return_dd_abs,diversification_abs,diversification_pct
01_sca_gbp+03_pb_usd+04_pb_gbp+06_rsi_usd,4,1078395.0,40684.0,2.581329583963322,417767.2648621079,26.506611935896174,184956.0,81.96950895231342
01_sca_gbp+03_pb_usd+04_pb_gbp+06_rsi_usd+08_bfx,5,1095376.0,40762.0,2.582892786694319,424088.8377724351,26.872479269908247,184780.0,81.92709118479041
01_sca_gbp+03_pb_usd+04_pb_gbp+06_rsi_usd+07_carry,5,1081808.0,40684.0,2.581329583963322,419089.4516999312,26.59050240880936,181543.0,81.69259360923739
01_sca_gbp+03_pb_usd+04_pb_gbp+06_rsi_usd+07_carry+08_bfx,6,1098789.0,40762.0,2.582892786694319,425410.2244043472,26.95620921446445,181367.0,81.64940192410717
01_sca_gbp+03_pb_usd+04_pb_gbp+05_pb_aud,4,1082510.0,40764.0,2.5826676668558917,419144.13298008044,26.55553920125601,190861.0,82.40086346465192
01_sca_gbp+03_pb_usd+04_pb_gbp+05_pb_aud+08_bfx,5,1099491.0,40842.0,2.5842268642663977,425462.2592169825,26.9205964448362,190685.0,82.35972478371853
01_sca_gbp+03_pb_usd+04_pb_gbp+05_pb_aud+07_carry,5,1085923.0,40764.0,2.5826676668558917,420465.6347914827,26.639265037778433,187448.0,82.13766147266577
01_sca_gbp+03_pb_usd+04_pb_gbp+05_pb_aud+07_carry+08_bfx,6,1102904.0,40842.0,2.5842268642663977,426782.96369815385,27.00416238186181,187272.0,82.09579420815908
01_sca_gbp+03_pb_usd+04_pb_gbp+05_pb_aud+06_rsi_usd,5,1090770.0,41238.0,2.6138413541926804,417305.35720937006,26.45060381201804,184225.0,81.70963750149693
01_sca_gbp+03_pb_usd+04_pb_gbp+05_pb_aud+06_rsi_usd+08_bfx,6,1107751.0,41316.0,2.6153604634674985,423555.76429083163,26.811671023332366,184049.0,81.66707341423913
01_sca_gbp+03_pb_usd+04_pb_gbp+05_pb_aud+06_rsi_usd+07_carry,6,1094183.0,41238.0,2.6138413541926804,418611.0982768321,26.533367282603425,180812.0,81.42850709299707
01_sca_gbp+03_pb_usd+04_pb_gbp+05_pb_aud+06_rsi_usd+07_carry+08_bfx,7,1111164.0,41316.0,2.6153604634674985,424860.74693000293,26.894278245715945,180636.0,81.38516435986159
01_sca_gbp+02_funding,2,1080702.0,41338.0,2.627662989413197,411278.7691397745,26.143064492718565,197055.0,82.65972574698083
01_sca_gbp+02_funding+08_bfx,3,1097683.0,41416.0,2.6291683039718747,417501.99039815535,26.503839096001546,196879.0,82.61986193583584
01_sca_gbp+02_funding+07_carry,3,1084115.0,41338.0,2.627662989413197,412577.6419456674,26.225627751705453,193642.0,82.40786449910631
01_sca_gbp+02_funding+07_carry+08_bfx,4,1101096.0,41416.0,2.6291683039718747,418800.11954220594,26.586246861116475,193466.0,82.36731635459508
01_sca_gbp+02_funding+06_rsi_usd,3,1088962.0,41812.0,2.6589591699814625,409544.46096575144,26.044245671099205,190419.0,81.99551308826125
01_sca_gbp+02_funding+06_rsi_usd+08_bfx,4,1105943.0,41890.0,2.660424080108678,415701.77035640966,26.401121986154212,190243.0,81.9543106753456
01_sca_gbp+02_funding+06_rsi_usd+07_carry,4,1092375.0,41812.0,2.6589591699814625,410828.04592581076,26.125872955132497,187006.0,81.72696203969967
01_sca_gbp+02_funding+06_rsi_usd+07_carry+08_bfx,5,1109356.0,41890.0,2.660424080108678,416984.6485356887,26.482597278586773,186830.0,81.68502973067507
01_sca_gbp+02_funding+05_pb_aud,3,1093077.0,41892.0,2.6601878616387347,410902.1831738757,26.092738470352334,196324.0,82.41427947744904
01_sca_gbp+02_funding+05_pb_aud+08_bfx,4,1110058.0,41970.0,2.6616490428337145,417056.48721372406,26.448844412675722,196148.0,82.37428501835224
01_sca_gbp+02_funding+05_pb_aud+07_carry,4,1096490.0,41892.0,2.6601878616387347,412185.1752697412,26.17420987300678,192911.0,82.15866066447191
01_sca_gbp+02_funding+05_pb_aud+07_carry+08_bfx,5,1113471.0,41970.0,2.6616490428337145,418338.7749778413,26.530164403145104,192735.0,82.11797788713491
01_sca_gbp+02_funding+05_pb_aud+06_rsi_usd,4,1101337.0,42366.0,2.6914666670054874,409195.8535103621,25.99577491384601,189688.0,81.74304256767822
01_sca_gbp+02_funding+05_pb_aud+06_rsi_usd+08_bfx,5,1118318.0,42444.0,2.6928874880087705,415285.8242239186,26.348082178870982,189512.0,81.70170204693994
01_sca_gbp+02_funding+05_pb_aud+06_rsi_usd+07_carry,5,1104750.0,42366.0,2.6914666670054874,410463.93534910074,26.076334796770997,186275.0,81.47051491202365
01_sca_gbp+02_funding+05_pb_aud+06_rsi_usd+07_carry+08_bfx,6,1121731.0,42444.0,2.6928874880087705,416553.2369974555,26.428494015644144,186099.0,81.42844016224518
01_sca_gbp+02_funding+04_pb_gbp,3,1093776.0,41338.0,2.627662989413197,416254.2930378828,26.459335236344284,197055.0,82.65972574698083
01_sca_gbp+02_funding+04_pb_gbp+08_bfx,4,1110757.0,41416.0,2.6291683039718747,422474.6655898687,26.81951419741163,196879.0,82.61986193583584
01_sca_gbp+02_funding+04_pb_gbp+07_carry,4,1097189.0,41338.0,2.627662989413197,417553.16584377567,26.54189849533117,193642.0,82.40786449910631
01_sca_gbp+02_funding+04_pb_gbp+07_carry+08_bfx,5,1114170.0,41416.0,2.6291683039718747,423772.7947339193,26.90192196252656,193466.0,82.36731635459508
01_sca_gbp+02_funding+04_pb_gbp+06_rsi_usd,4,1102036.0,41812.0,2.6589591699814625,414461.42251506745,26.356931024586242,190419.0,81.99551308826125
01_sca_gbp+02_funding+04_pb_gbp+06_rsi_usd+08_bfx,5,1119017.0,41890.0,2.660424080108678,420616.02447767963,26.713225113392216,190243.0,81.9543106753456
01_sca_gbp+02_funding+04_pb_gbp+06_rsi_usd+07_carry,5,1105449.0,41812.0,2.6589591699814625,415745.00747512677,26.438558308619534,187006.0,81.72696203969967
01_sca_gbp+02_funding+04_pb_gbp+06_rsi_usd+07_carry+08_bfx,6,1122430.0,41890.0,2.660424080108678,421898.90265695873,26.79470040582478,186830.0,81.68502973067507
01_sca_gbp+02_funding+04_pb_gbp+05_pb_aud,4,1106151.0,41892.0,2.6601878616387347,415816.8736694357,26.404826697221427,196324.0,82.41427947744904
01_sca_gbp+02_funding+04_pb_gbp+05_pb_aud+08_bfx,5,1123132.0,41970.0,2.6616490428337145,421968.47966261616,26.760352632832976,196148.0,82.37428501835224
01_sca_gbp+02_funding+04_pb_gbp+05_pb_aud+07_carry,5,1109564.0,41892.0,2.6601878616387347,417099.8657653013,26.48629809987587,192911.0,82.15866066447191
01_sca_gbp+02_funding+04_pb_gbp+05_pb_aud+07_carry+08_bfx,6,1126545.0,41970.0,2.6616490428337145,423250.7674267334,26.841672623302358,192735.0,82.11797788713491
01_sca_gbp+02_funding+04_pb_gbp+05_pb_aud+06_rsi_usd,5,1114411.0,42366.0,2.6914666670054874,414053.42806637404,26.30437142992022,189688.0,81.74304256767822
01_sca_gbp+02_funding+04_pb_gbp+05_pb_aud+06_rsi_usd+08_bfx,6,1131392.0,42444.0,2.6928874880087705,420140.83582697203,26.656111582320232,189512.0,81.70170204693994
01_sca_gbp+02_funding+04_pb_gbp+05_pb_aud+06_rsi_usd+07_carry,6,1117824.0,42366.0,2.6914666670054874,415321.5099051126,26.384931312845207,186275.0,81.47051491202365
01_sca_gbp+02_funding+04_pb_gbp+05_pb_aud+06_rsi_usd+07_carry+08_bfx,7,1134805.0,42444.0,2.6928874880087705,421408.24860050896,26.736523419093395,186099.0,81.42844016224518
01_sca_gbp+02_funding+03_pb_usd,3,1078336.0,40210.0,2.55013866894304,422853.8679612037,26.81760756030838,191768.0,82.66645975049359
01_sca_gbp+02_funding+03_pb_usd+08_bfx,4,1095317.0,40288.0,2.551742003479763,429242.84606607433,27.18717732327244,191592.0,82.62549594617906
01_sca_gbp+02_funding+03_pb_usd+07_carry,4,1081749.0,40210.0,2.55013866894304,424192.2265538423,26.902486943546382,188355.0,82.40763021459978
01_sca_gbp+02_funding+03_pb_usd+07_carry+08_bfx,5,1098730.0,40288.0,2.551742003479763,430580.36372865376,27.271892374900716,188179.0,82.36594344040934
01_sca_gbp+02_funding+03_pb_usd+06_rsi_usd,4,1086596.0,40684.0,2.581329583963322,420944.30976600136,26.70818995182381,185132.0,81.98356183795656
01_sca_gbp+02_funding+03_pb_usd+06_rsi_usd+08_bfx,5,1103577.0,40762.0,2.582892786694319,427263.95988445124,27.073671556842157,184956.0,81.94118324635164
01_sca_gbp+02_funding+03_pb_usd+06_rsi_usd+07_carry,5,1090009.0,40684.0,2.581329583963322,422266.4966038246,26.792080424736998,181719.0,81.7070812893711
01_sca_gbp+02_funding+03_pb_usd+06_rsi_usd+07_carry+08_bfx,6,1106990.0,40762.0,2.582892786694319,428585.34651636326,27.15740150139836,181543.0,81.6639301860057
01_sca_gbp+02_funding+03_pb_usd+05_pb_aud,4,1090711.0,40764.0,2.5826676668558917,422319.53185359633,26.75672161711314,191037.0,82.41422599557379
01_sca_gbp+02_funding+03_pb_usd+05_pb_aud+08_bfx,5,1107692.0,40842.0,2.5842268642663977,428635.74220851087,27.121394642769697,190861.0,82.37312421505116
01_sca_gbp+02_funding+03_pb_usd+05_pb_aud+07_carry,5,1094124.0,40764.0,2.5826676668558917,423641.03366499854,26.840447453635562,187624.0,82.15142651978212
01_sca_gbp+02_funding+03_pb_usd+05_pb_aud+07_carry+08_bfx,6,1111105.0,40842.0,2.5842268642663977,429956.4466896822,27.20496057979531,187448.0,82.10959744185028
01_sca_gbp+02_funding+03_pb_usd+05_pb_aud+06_rsi_usd,5,1098971.0,41238.0,2.6138413541926804,420442.88504243665,26.649473786313596,184401.0,81.72390411232101
01_sca_gbp+02_funding+03_pb_usd+05_pb_aud+06_rsi_usd+08_bfx,6,1115952.0,41316.0,2.6153604634674985,426691.46971826896,27.010165553296545,184225.0,81.68137943877166
01_sca_gbp+02_funding+03_pb_usd+05_pb_aud+06_rsi_usd+07_carry,6,1102384.0,41238.0,2.6138413541926804,421748.6261098987,26.732237256898976,180988.0,81.44321546533709
01_sca_gbp+02_funding+03_pb_usd+05_pb_aud+06_rsi_usd+07_carry+08_bfx,7,1119365.0,41316.0,2.6153604634674985,427996.4523574402,27.092772775680125,180812.0,81.39991356335085
01_sca_gbp+02_funding+03_pb_usd+04_pb_gbp,4,1091410.0,40210.0,2.55013866894304,427980.6479905496,27.142750559562298,191768.0,82.66645975049359
01_sca_gbp+02_funding+03_pb_usd+04_pb_gbp+08_bfx,5,1108391.0,40288.0,2.551742003479763,434366.4047887709,27.511690826052423,191592.0,82.62549594617906
01_sca_gbp+02_funding+03_pb_usd+04_pb_gbp+07_carry,5,1094823.0,40210.0,2.55013866894304,429319.00658318825,27.2276299428003,188355.0,82.40763021459978
01_sca_gbp+02_funding+03_pb_usd+04_pb_gbp+07_carry+08_bfx,6,1111804.0,40288.0,2.551742003479763,435703.9224513503,27.5964058776807,188179.0,82.36594344040934
01_sca_gbp+02_funding+03_pb_usd+04_pb_gbp+06_rsi_usd,5,1099670.0,40684.0,2.581329583963322,426009.1415028021,27.029544784190346,185132.0,81.98356183795656
01_sca_gbp+02_funding+03_pb_usd+04_pb_gbp+06_rsi_usd+08_bfx,6,1116651.0,40762.0,2.582892786694319,432325.7263144596,27.394411461655462,184956.0,81.94118324635164
01_sca_gbp+02_funding+03_pb_usd+04_pb_gbp+06_rsi_usd+07_carry,6,1103083.0,40684.0,2.581329583963322,427331.3283406253,27.11343525710353,181719.0,81.7070812893711
01_sca_gbp+02_funding+03_pb_usd+04_pb_gbp+06_rsi_usd+07_carry+08_bfx,7,1120064.0,40762.0,2.582892786694319,433647.1129463716,27.478141406211666,181543.0,81.6639301860057
01_sca_gbp+02_funding+03_pb_usd+04_pb_gbp+05_pb_aud,5,1103785.0,40764.0,2.5826676668558917,427381.7394956334,27.07744578549701,191037.0,82.41422599557379
01_sca_gbp+02_funding+03_pb_usd+04_pb_gbp+05_pb_aud+08_bfx,6,1120766.0,40842.0,2.5842268642663977,433694.8955594731,27.44150629254199,190861.0,82.37312421505116
01_sca_gbp+02_funding+03_pb_usd+04_pb_gbp+05_pb_aud+07_carry,6,1107198.0,40764.0,2.5826676668558917,428703.2413070356,27.161171622019427,187624.0,82.15142651978212
01_sca_gbp+02_funding+03_pb_usd+04_pb_gbp+05_pb_aud+07_carry+08_bfx,7,1124179.0,40842.0,2.5842268642663977,435015.60004064447,27.525072229567602,187448.0,82.10959744185028
01_sca_gbp+02_funding+03_pb_usd+04_pb_gbp+05_pb_aud+06_rsi_usd,6,1112045.0,41238.0,2.6138413541926804,425444.7188297202,26.966511470003393,184401.0,81.72390411232101
01_sca_gbp+02_funding+03_pb_usd+04_pb_gbp+05_pb_aud+06_rsi_usd+08_bfx,7,1129026.0,41316.0,2.6153604634674985,431690.39823409816,27.326604705198953,184225.0,81.68137943877166
01_sca_gbp+02_funding+03_pb_usd+04_pb_gbp+05_pb_aud+06_rsi_usd+07_carry,7,1115458.0,41238.0,2.6138413541926804,426750.45989718224,27.049274940588777,180988.0,81.44321546533709
01_sca_gbp+02_funding+03_pb_usd+04_pb_gbp+05_pb_aud+06_rsi_usd+07_carry+08_bfx,8,1132439.0,41316.0,2.6153604634674985,432995.38087326946,27.409211927582536,180812.0,81.39991356335085
