id,family,overview,rationale,test_method,variation,implementation_class,status,parameter_json,unverified_reason
OAFX0224,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=3; OafxGJBodyMinATR=0; OafxGJExtensionMaxATR=0.4,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0, ""OafxGJConfirmBars"": 3, ""OafxGJExtensionMaxATR"": 0.4, ""OafxLabMode"": 3}",
OAFX0225,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=3; OafxGJBodyMinATR=0.05; OafxGJExtensionMaxATR=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.05, ""OafxGJConfirmBars"": 3, ""OafxGJExtensionMaxATR"": 0.1, ""OafxLabMode"": 3}",
OAFX0226,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=3; OafxGJBodyMinATR=0.05; OafxGJExtensionMaxATR=0.2,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.05, ""OafxGJConfirmBars"": 3, ""OafxGJExtensionMaxATR"": 0.2, ""OafxLabMode"": 3}",
OAFX0227,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=3; OafxGJBodyMinATR=0.05; OafxGJExtensionMaxATR=0.3,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.05, ""OafxGJConfirmBars"": 3, ""OafxGJExtensionMaxATR"": 0.3, ""OafxLabMode"": 3}",
OAFX0228,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=3; OafxGJBodyMinATR=0.05; OafxGJExtensionMaxATR=0.4,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.05, ""OafxGJConfirmBars"": 3, ""OafxGJExtensionMaxATR"": 0.4, ""OafxLabMode"": 3}",
OAFX0229,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=3; OafxGJBodyMinATR=0.1; OafxGJExtensionMaxATR=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.1, ""OafxGJConfirmBars"": 3, ""OafxGJExtensionMaxATR"": 0.1, ""OafxLabMode"": 3}",
OAFX0230,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=3; OafxGJBodyMinATR=0.1; OafxGJExtensionMaxATR=0.2,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.1, ""OafxGJConfirmBars"": 3, ""OafxGJExtensionMaxATR"": 0.2, ""OafxLabMode"": 3}",
OAFX0231,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=3; OafxGJBodyMinATR=0.1; OafxGJExtensionMaxATR=0.3,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.1, ""OafxGJConfirmBars"": 3, ""OafxGJExtensionMaxATR"": 0.3, ""OafxLabMode"": 3}",
OAFX0232,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=3; OafxGJBodyMinATR=0.1; OafxGJExtensionMaxATR=0.4,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.1, ""OafxGJConfirmBars"": 3, ""OafxGJExtensionMaxATR"": 0.4, ""OafxLabMode"": 3}",
OAFX0233,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=3; OafxGJBodyMinATR=0.15; OafxGJExtensionMaxATR=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.15, ""OafxGJConfirmBars"": 3, ""OafxGJExtensionMaxATR"": 0.1, ""OafxLabMode"": 3}",
OAFX0234,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=3; OafxGJBodyMinATR=0.15; OafxGJExtensionMaxATR=0.2,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.15, ""OafxGJConfirmBars"": 3, ""OafxGJExtensionMaxATR"": 0.2, ""OafxLabMode"": 3}",
OAFX0235,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=3; OafxGJBodyMinATR=0.15; OafxGJExtensionMaxATR=0.3,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.15, ""OafxGJConfirmBars"": 3, ""OafxGJExtensionMaxATR"": 0.3, ""OafxLabMode"": 3}",
OAFX0236,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=3; OafxGJBodyMinATR=0.15; OafxGJExtensionMaxATR=0.4,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.15, ""OafxGJConfirmBars"": 3, ""OafxGJExtensionMaxATR"": 0.4, ""OafxLabMode"": 3}",
OAFX0237,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=3; OafxGJBodyMinATR=0.2; OafxGJExtensionMaxATR=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.2, ""OafxGJConfirmBars"": 3, ""OafxGJExtensionMaxATR"": 0.1, ""OafxLabMode"": 3}",
OAFX0238,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=3; OafxGJBodyMinATR=0.2; OafxGJExtensionMaxATR=0.2,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.2, ""OafxGJConfirmBars"": 3, ""OafxGJExtensionMaxATR"": 0.2, ""OafxLabMode"": 3}",
OAFX0239,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=3; OafxGJBodyMinATR=0.2; OafxGJExtensionMaxATR=0.3,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.2, ""OafxGJConfirmBars"": 3, ""OafxGJExtensionMaxATR"": 0.3, ""OafxLabMode"": 3}",
OAFX0240,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=3; OafxGJBodyMinATR=0.2; OafxGJExtensionMaxATR=0.4,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.2, ""OafxGJConfirmBars"": 3, ""OafxGJExtensionMaxATR"": 0.4, ""OafxLabMode"": 3}",
OAFX0241,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=4; OafxGJBodyMinATR=0; OafxGJExtensionMaxATR=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0, ""OafxGJConfirmBars"": 4, ""OafxGJExtensionMaxATR"": 0.1, ""OafxLabMode"": 3}",
OAFX0242,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=4; OafxGJBodyMinATR=0; OafxGJExtensionMaxATR=0.2,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0, ""OafxGJConfirmBars"": 4, ""OafxGJExtensionMaxATR"": 0.2, ""OafxLabMode"": 3}",
OAFX0243,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=4; OafxGJBodyMinATR=0; OafxGJExtensionMaxATR=0.3,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0, ""OafxGJConfirmBars"": 4, ""OafxGJExtensionMaxATR"": 0.3, ""OafxLabMode"": 3}",
OAFX0244,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=4; OafxGJBodyMinATR=0; OafxGJExtensionMaxATR=0.4,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0, ""OafxGJConfirmBars"": 4, ""OafxGJExtensionMaxATR"": 0.4, ""OafxLabMode"": 3}",
OAFX0245,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=4; OafxGJBodyMinATR=0.05; OafxGJExtensionMaxATR=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.05, ""OafxGJConfirmBars"": 4, ""OafxGJExtensionMaxATR"": 0.1, ""OafxLabMode"": 3}",
OAFX0246,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=4; OafxGJBodyMinATR=0.05; OafxGJExtensionMaxATR=0.2,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.05, ""OafxGJConfirmBars"": 4, ""OafxGJExtensionMaxATR"": 0.2, ""OafxLabMode"": 3}",
OAFX0247,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=4; OafxGJBodyMinATR=0.05; OafxGJExtensionMaxATR=0.3,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.05, ""OafxGJConfirmBars"": 4, ""OafxGJExtensionMaxATR"": 0.3, ""OafxLabMode"": 3}",
OAFX0248,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=4; OafxGJBodyMinATR=0.05; OafxGJExtensionMaxATR=0.4,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.05, ""OafxGJConfirmBars"": 4, ""OafxGJExtensionMaxATR"": 0.4, ""OafxLabMode"": 3}",
OAFX0249,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=4; OafxGJBodyMinATR=0.1; OafxGJExtensionMaxATR=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.1, ""OafxGJConfirmBars"": 4, ""OafxGJExtensionMaxATR"": 0.1, ""OafxLabMode"": 3}",
OAFX0250,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=4; OafxGJBodyMinATR=0.1; OafxGJExtensionMaxATR=0.2,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.1, ""OafxGJConfirmBars"": 4, ""OafxGJExtensionMaxATR"": 0.2, ""OafxLabMode"": 3}",
OAFX0251,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=4; OafxGJBodyMinATR=0.1; OafxGJExtensionMaxATR=0.3,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.1, ""OafxGJConfirmBars"": 4, ""OafxGJExtensionMaxATR"": 0.3, ""OafxLabMode"": 3}",
OAFX0252,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=4; OafxGJBodyMinATR=0.1; OafxGJExtensionMaxATR=0.4,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.1, ""OafxGJConfirmBars"": 4, ""OafxGJExtensionMaxATR"": 0.4, ""OafxLabMode"": 3}",
OAFX0253,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=4; OafxGJBodyMinATR=0.15; OafxGJExtensionMaxATR=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.15, ""OafxGJConfirmBars"": 4, ""OafxGJExtensionMaxATR"": 0.1, ""OafxLabMode"": 3}",
OAFX0254,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=4; OafxGJBodyMinATR=0.15; OafxGJExtensionMaxATR=0.2,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.15, ""OafxGJConfirmBars"": 4, ""OafxGJExtensionMaxATR"": 0.2, ""OafxLabMode"": 3}",
OAFX0255,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=4; OafxGJBodyMinATR=0.15; OafxGJExtensionMaxATR=0.3,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.15, ""OafxGJConfirmBars"": 4, ""OafxGJExtensionMaxATR"": 0.3, ""OafxLabMode"": 3}",
OAFX0256,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=4; OafxGJBodyMinATR=0.15; OafxGJExtensionMaxATR=0.4,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.15, ""OafxGJConfirmBars"": 4, ""OafxGJExtensionMaxATR"": 0.4, ""OafxLabMode"": 3}",
OAFX0257,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=4; OafxGJBodyMinATR=0.2; OafxGJExtensionMaxATR=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.2, ""OafxGJConfirmBars"": 4, ""OafxGJExtensionMaxATR"": 0.1, ""OafxLabMode"": 3}",
OAFX0258,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=4; OafxGJBodyMinATR=0.2; OafxGJExtensionMaxATR=0.2,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.2, ""OafxGJConfirmBars"": 4, ""OafxGJExtensionMaxATR"": 0.2, ""OafxLabMode"": 3}",
OAFX0259,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=4; OafxGJBodyMinATR=0.2; OafxGJExtensionMaxATR=0.3,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.2, ""OafxGJConfirmBars"": 4, ""OafxGJExtensionMaxATR"": 0.3, ""OafxLabMode"": 3}",
OAFX0260,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=4; OafxGJBodyMinATR=0.2; OafxGJExtensionMaxATR=0.4,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.2, ""OafxGJConfirmBars"": 4, ""OafxGJExtensionMaxATR"": 0.4, ""OafxLabMode"": 3}",
OAFX0261,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=5; OafxGJBodyMinATR=0; OafxGJExtensionMaxATR=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0, ""OafxGJConfirmBars"": 5, ""OafxGJExtensionMaxATR"": 0.1, ""OafxLabMode"": 3}",
OAFX0262,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=5; OafxGJBodyMinATR=0; OafxGJExtensionMaxATR=0.2,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0, ""OafxGJConfirmBars"": 5, ""OafxGJExtensionMaxATR"": 0.2, ""OafxLabMode"": 3}",
OAFX0263,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=5; OafxGJBodyMinATR=0; OafxGJExtensionMaxATR=0.3,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0, ""OafxGJConfirmBars"": 5, ""OafxGJExtensionMaxATR"": 0.3, ""OafxLabMode"": 3}",
OAFX0264,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=5; OafxGJBodyMinATR=0; OafxGJExtensionMaxATR=0.4,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0, ""OafxGJConfirmBars"": 5, ""OafxGJExtensionMaxATR"": 0.4, ""OafxLabMode"": 3}",
OAFX0265,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=5; OafxGJBodyMinATR=0.05; OafxGJExtensionMaxATR=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.05, ""OafxGJConfirmBars"": 5, ""OafxGJExtensionMaxATR"": 0.1, ""OafxLabMode"": 3}",
OAFX0266,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=5; OafxGJBodyMinATR=0.05; OafxGJExtensionMaxATR=0.2,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.05, ""OafxGJConfirmBars"": 5, ""OafxGJExtensionMaxATR"": 0.2, ""OafxLabMode"": 3}",
OAFX0267,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=5; OafxGJBodyMinATR=0.05; OafxGJExtensionMaxATR=0.3,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.05, ""OafxGJConfirmBars"": 5, ""OafxGJExtensionMaxATR"": 0.3, ""OafxLabMode"": 3}",
OAFX0268,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=5; OafxGJBodyMinATR=0.05; OafxGJExtensionMaxATR=0.4,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.05, ""OafxGJConfirmBars"": 5, ""OafxGJExtensionMaxATR"": 0.4, ""OafxLabMode"": 3}",
OAFX0269,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=5; OafxGJBodyMinATR=0.1; OafxGJExtensionMaxATR=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.1, ""OafxGJConfirmBars"": 5, ""OafxGJExtensionMaxATR"": 0.1, ""OafxLabMode"": 3}",
OAFX0270,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=5; OafxGJBodyMinATR=0.1; OafxGJExtensionMaxATR=0.2,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.1, ""OafxGJConfirmBars"": 5, ""OafxGJExtensionMaxATR"": 0.2, ""OafxLabMode"": 3}",
OAFX0271,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=5; OafxGJBodyMinATR=0.1; OafxGJExtensionMaxATR=0.3,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.1, ""OafxGJConfirmBars"": 5, ""OafxGJExtensionMaxATR"": 0.3, ""OafxLabMode"": 3}",
OAFX0272,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=5; OafxGJBodyMinATR=0.1; OafxGJExtensionMaxATR=0.4,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.1, ""OafxGJConfirmBars"": 5, ""OafxGJExtensionMaxATR"": 0.4, ""OafxLabMode"": 3}",
OAFX0273,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=5; OafxGJBodyMinATR=0.15; OafxGJExtensionMaxATR=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.15, ""OafxGJConfirmBars"": 5, ""OafxGJExtensionMaxATR"": 0.1, ""OafxLabMode"": 3}",
OAFX0274,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=5; OafxGJBodyMinATR=0.15; OafxGJExtensionMaxATR=0.2,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.15, ""OafxGJConfirmBars"": 5, ""OafxGJExtensionMaxATR"": 0.2, ""OafxLabMode"": 3}",
OAFX0275,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=5; OafxGJBodyMinATR=0.15; OafxGJExtensionMaxATR=0.3,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.15, ""OafxGJConfirmBars"": 5, ""OafxGJExtensionMaxATR"": 0.3, ""OafxLabMode"": 3}",
OAFX0276,sca_gj_break_confirmation,SCA GBPJPYに複数終値確認・実体・伸び過ぎ上限を追加,"6時間未満の失敗群がFULL -207,830円、IS -97,932円",連続終値、本体ATR比、レンジ端からの乖離を発注時点だけで判定,OafxGJConfirmBars=5; OafxGJBodyMinATR=0.15; OafxGJExtensionMaxATR=0.4,2軽微なコード変更,UNTESTED,"{""OafxGJBodyMinATR"": 0.15, ""OafxGJConfirmBars"": 5, ""OafxGJExtensionMaxATR"": 0.4, ""OafxLabMode"": 3}",
