proposal_id,family,window,status,net,pf,dd_pct,monthly_pct,trades,pb_net,pb_n,sca1_net,sca1_n,sca2_net,sca2_n,eth_net,eth_n,fund_net,fund_n,bfx_net,bfx_n,description,parameter_json,elapsed,run_id,deals
C027,B2,OOS,OK,103043.0,1.41,3.6228,0.3747,472,20752,50,52540,245,20733,94,8289,20,1401,10,-672,53,Bfx観測窓 20日,"{""BfxDropPct"": 10.0, ""BfxHoldDays"": 10, ""BfxLookbackDays"": 20, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}",154.0,cr_oos_C027_20260907025456_e20c,cr_oos_C027_20260907025456_e20c_deals.csv
C028,B3,OOS,OK,106018.0,1.4598,2.7308,0.3855,505,20752,50,52540,245,20733,94,8289,20,1401,10,2303,86,Bfx保有 3日,"{""BfxDropPct"": 10.0, ""BfxHoldDays"": 3, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}",149.0,cr_oos_C028_20260907025730_21c3,cr_oos_C028_20260907025730_21c3_deals.csv
C029,B3,OOS,OK,104117.0,1.4636,2.9288,0.3786,486,20752,50,52540,245,20733,94,8289,20,1401,10,402,67,Bfx保有 5日,"{""BfxDropPct"": 10.0, ""BfxHoldDays"": 5, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}",143.9,cr_oos_C029_20260907025959_2b9f,cr_oos_C029_20260907025959_2b9f_deals.csv
C030,B3,OOS,OK,111328.0,1.4945,2.5938,0.4048,473,20752,50,52540,245,20733,94,8289,20,1401,10,7613,54,Bfx保有 7日,"{""BfxDropPct"": 10.0, ""BfxHoldDays"": 7, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}",154.0,cr_oos_C030_20260907030223_770d,cr_oos_C030_20260907030223_770d_deals.csv
C031,B3,OOS,OK,119609.0,1.4824,4.9094,0.4349,458,20752,50,52540,245,20733,94,8289,20,1401,10,15894,39,Bfx保有 15日,"{""BfxDropPct"": 10.0, ""BfxHoldDays"": 15, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}",159.0,cr_oos_C031_20260907030457_3d1b,cr_oos_C031_20260907030457_3d1b_deals.csv
C032,B3,OOS,OK,99641.0,1.3949,4.6551,0.3623,453,20752,50,52540,245,20733,94,8289,20,1401,10,-4074,34,Bfx保有 20日,"{""BfxDropPct"": 10.0, ""BfxHoldDays"": 20, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}",164.0,cr_oos_C032_20260907030736_b991,cr_oos_C032_20260907030736_b991_deals.csv
C033,B3,OOS,OK,88651.0,1.3461,6.0131,0.3224,445,20752,50,52540,245,20733,94,8289,20,1401,10,-15064,26,Bfx保有 30日,"{""BfxDropPct"": 10.0, ""BfxHoldDays"": 30, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}",169.0,cr_oos_C033_20260907031020_0508,cr_oos_C033_20260907031020_0508_deals.csv
C034,B4,OOS,OK,102641.0,1.4476,3.7226,0.3732,497,20752,50,52540,245,20733,94,8289,20,1401,10,-1074,78,Bfx閾値 7.5%・保有 5日,"{""BfxDropPct"": 7.5, ""BfxHoldDays"": 5, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}",148.9,cr_oos_C034_20260907031309_cd00,cr_oos_C034_20260907031309_cd00_deals.csv
C035,B4,OOS,OK,100091.0,1.3894,5.526,0.364,456,20752,50,52540,245,20733,94,8289,20,1401,10,-3624,37,Bfx閾値 7.5%・保有 20日,"{""BfxDropPct"": 7.5, ""BfxHoldDays"": 20, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}",168.9,cr_oos_C035_20260907031538_5a93,cr_oos_C035_20260907031538_5a93_deals.csv
C036,B4,OOS,OK,108821.0,1.4814,2.7601,0.3957,479,20752,50,52540,245,20733,94,8289,20,1401,10,5106,60,Bfx閾値 12.5%・保有 5日,"{""BfxDropPct"": 12.5, ""BfxHoldDays"": 5, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}",144.0,cr_oos_C036_20260907031827_d21d,cr_oos_C036_20260907031827_d21d_deals.csv
C037,B4,OOS,OK,96276.0,1.3787,4.4654,0.3501,452,20752,50,52540,245,20733,94,8289,20,1401,10,-7439,33,Bfx閾値 12.5%・保有 20日,"{""BfxDropPct"": 12.5, ""BfxHoldDays"": 20, ""BfxLookbackDays"": 10, ""FundMaxHold"": 20, ""FundThreshold"": -0.003}",164.0,cr_oos_C037_20260907032051_8821,cr_oos_C037_20260907032051_8821_deals.csv
C038,X1,OOS,OK,96234.0,1.4126,3.9801,0.3499,500,20752,50,52540,245,20733,94,8289,20,-3435,13,-1074,78,両枠同時の有望仮説（未測定）: funding -0.002/10日・Bfx 7.5%/5日,"{""BfxDropPct"": 7.5, ""BfxHoldDays"": 5, ""BfxLookbackDays"": 10, ""FundMaxHold"": 10, ""FundThreshold"": -0.002}",149.1,cr_oos_C038_20260907032335_3e3d,cr_oos_C038_20260907032335_3e3d_deals.csv
C039,X1,OOS,OK,103985.0,1.4552,3.0212,0.3781,481,20752,50,52540,245,20733,94,8289,20,-3435,12,5106,60,両枠同時の有望仮説（未測定）: funding -0.004/10日・Bfx 12.5%/5日,"{""BfxDropPct"": 12.5, ""BfxHoldDays"": 5, ""BfxLookbackDays"": 10, ""FundMaxHold"": 10, ""FundThreshold"": -0.004}",143.9,cr_oos_C039_20260907032604_51d1,cr_oos_C039_20260907032604_51d1_deals.csv
C040,X1,OOS,OK,93455.0,1.3638,4.43,0.3398,450,20752,50,52540,245,20733,94,8289,20,3456,8,-7439,33,両枠同時の有望仮説（未測定）: funding -0.002/30日・Bfx 12.5%/20日,"{""BfxDropPct"": 12.5, ""BfxHoldDays"": 20, ""BfxLookbackDays"": 10, ""FundMaxHold"": 30, ""FundThreshold"": -0.002}",168.9,cr_oos_C040_20260907032828_a00a,cr_oos_C040_20260907032828_a00a_deals.csv
C041,X1,OOS,OK,97270.0,1.3746,5.4905,0.3537,454,20752,50,52540,245,20733,94,8289,20,3456,8,-3624,37,両枠同時の有望仮説（未測定）: funding -0.004/30日・Bfx 7.5%/20日,"{""BfxDropPct"": 7.5, ""BfxHoldDays"": 20, ""BfxLookbackDays"": 10, ""FundMaxHold"": 30, ""FundThreshold"": -0.004}",168.9,cr_oos_C041_20260907033117_ac49,cr_oos_C041_20260907033117_ac49_deals.csv
