id,family,overview,rationale,test_method,variation,implementation_class,status,parameter_json,unverified_reason
OAFX1228,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=6; Oafx2LossAtR=0.5,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 6, ""Oafx2LossAtR"": 0.5}",
OAFX1229,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=6; Oafx2LossAtR=0.65,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 6, ""Oafx2LossAtR"": 0.65}",
OAFX1230,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=6; Oafx2LossAtR=0.8,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 6, ""Oafx2LossAtR"": 0.8}",
OAFX1231,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=8; Oafx2LossAtR=0.05,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 8, ""Oafx2LossAtR"": 0.05}",
OAFX1232,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=8; Oafx2LossAtR=0.1,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 8, ""Oafx2LossAtR"": 0.1}",
OAFX1233,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=8; Oafx2LossAtR=0.15,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 8, ""Oafx2LossAtR"": 0.15}",
OAFX1234,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=8; Oafx2LossAtR=0.2,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 8, ""Oafx2LossAtR"": 0.2}",
OAFX1235,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=8; Oafx2LossAtR=0.25,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 8, ""Oafx2LossAtR"": 0.25}",
OAFX1236,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=8; Oafx2LossAtR=0.3,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 8, ""Oafx2LossAtR"": 0.3}",
OAFX1237,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=8; Oafx2LossAtR=0.4,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 8, ""Oafx2LossAtR"": 0.4}",
OAFX1238,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=8; Oafx2LossAtR=0.5,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 8, ""Oafx2LossAtR"": 0.5}",
OAFX1239,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=8; Oafx2LossAtR=0.65,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 8, ""Oafx2LossAtR"": 0.65}",
OAFX1240,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=8; Oafx2LossAtR=0.8,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 8, ""Oafx2LossAtR"": 0.8}",
OAFX1241,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=12; Oafx2LossAtR=0.05,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 12, ""Oafx2LossAtR"": 0.05}",
OAFX1242,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=12; Oafx2LossAtR=0.1,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 12, ""Oafx2LossAtR"": 0.1}",
OAFX1243,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=12; Oafx2LossAtR=0.15,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 12, ""Oafx2LossAtR"": 0.15}",
OAFX1244,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=12; Oafx2LossAtR=0.2,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 12, ""Oafx2LossAtR"": 0.2}",
OAFX1245,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=12; Oafx2LossAtR=0.25,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 12, ""Oafx2LossAtR"": 0.25}",
OAFX1246,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=12; Oafx2LossAtR=0.3,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 12, ""Oafx2LossAtR"": 0.3}",
OAFX1247,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=12; Oafx2LossAtR=0.4,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 12, ""Oafx2LossAtR"": 0.4}",
OAFX1248,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=12; Oafx2LossAtR=0.5,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 12, ""Oafx2LossAtR"": 0.5}",
OAFX1249,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=12; Oafx2LossAtR=0.65,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 12, ""Oafx2LossAtR"": 0.65}",
OAFX1250,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=12; Oafx2LossAtR=0.8,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 12, ""Oafx2LossAtR"": 0.8}",
OAFX1251,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=16; Oafx2LossAtR=0.05,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 16, ""Oafx2LossAtR"": 0.05}",
OAFX1252,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=16; Oafx2LossAtR=0.1,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 16, ""Oafx2LossAtR"": 0.1}",
OAFX1253,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=16; Oafx2LossAtR=0.15,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 16, ""Oafx2LossAtR"": 0.15}",
OAFX1254,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=16; Oafx2LossAtR=0.2,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 16, ""Oafx2LossAtR"": 0.2}",
OAFX1255,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=16; Oafx2LossAtR=0.25,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 16, ""Oafx2LossAtR"": 0.25}",
OAFX1256,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=16; Oafx2LossAtR=0.3,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 16, ""Oafx2LossAtR"": 0.3}",
OAFX1257,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=16; Oafx2LossAtR=0.4,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 16, ""Oafx2LossAtR"": 0.4}",
OAFX1258,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=16; Oafx2LossAtR=0.5,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 16, ""Oafx2LossAtR"": 0.5}",
OAFX1259,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=16; Oafx2LossAtR=0.65,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 16, ""Oafx2LossAtR"": 0.65}",
OAFX1260,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=16; Oafx2LossAtR=0.8,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 16, ""Oafx2LossAtR"": 0.8}",
OAFX1261,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=20; Oafx2LossAtR=0.05,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 20, ""Oafx2LossAtR"": 0.05}",
OAFX1262,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=20; Oafx2LossAtR=0.1,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 20, ""Oafx2LossAtR"": 0.1}",
OAFX1263,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=20; Oafx2LossAtR=0.15,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 20, ""Oafx2LossAtR"": 0.15}",
OAFX1264,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=20; Oafx2LossAtR=0.2,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 20, ""Oafx2LossAtR"": 0.2}",
OAFX1265,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=20; Oafx2LossAtR=0.25,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 20, ""Oafx2LossAtR"": 0.25}",
OAFX1266,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=20; Oafx2LossAtR=0.3,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 20, ""Oafx2LossAtR"": 0.3}",
OAFX1267,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=20; Oafx2LossAtR=0.4,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 20, ""Oafx2LossAtR"": 0.4}",
OAFX1268,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=20; Oafx2LossAtR=0.5,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 20, ""Oafx2LossAtR"": 0.5}",
OAFX1269,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=20; Oafx2LossAtR=0.65,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 20, ""Oafx2LossAtR"": 0.65}",
OAFX1270,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=20; Oafx2LossAtR=0.8,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 20, ""Oafx2LossAtR"": 0.8}",
OAFX1271,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=24; Oafx2LossAtR=0.05,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 24, ""Oafx2LossAtR"": 0.05}",
OAFX1272,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=24; Oafx2LossAtR=0.1,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 24, ""Oafx2LossAtR"": 0.1}",
OAFX1273,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=24; Oafx2LossAtR=0.15,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 24, ""Oafx2LossAtR"": 0.15}",
OAFX1274,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=24; Oafx2LossAtR=0.2,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 24, ""Oafx2LossAtR"": 0.2}",
OAFX1275,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=24; Oafx2LossAtR=0.25,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 24, ""Oafx2LossAtR"": 0.25}",
OAFX1276,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=24; Oafx2LossAtR=0.3,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 24, ""Oafx2LossAtR"": 0.3}",
OAFX1277,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=24; Oafx2LossAtR=0.4,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 24, ""Oafx2LossAtR"": 0.4}",
OAFX1278,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=24; Oafx2LossAtR=0.5,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 24, ""Oafx2LossAtR"": 0.5}",
OAFX1279,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=24; Oafx2LossAtR=0.65,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 24, ""Oafx2LossAtR"": 0.65}",
OAFX1280,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=24; Oafx2LossAtR=0.8,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 24, ""Oafx2LossAtR"": 0.8}",
OAFX1281,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=32; Oafx2LossAtR=0.05,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 32, ""Oafx2LossAtR"": 0.05}",
OAFX1282,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=32; Oafx2LossAtR=0.1,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 32, ""Oafx2LossAtR"": 0.1}",
OAFX1283,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=32; Oafx2LossAtR=0.15,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 32, ""Oafx2LossAtR"": 0.15}",
OAFX1284,gj_loss_persistence_exit,SCA GBPJPYで指定時間後も初期リスク比の含み損が残る建玉だけを決済,一時的な揺らぎは許容し、回復しない損失だけを時間とR倍率の二軸で浅く終える,全エントリー後、経過M15バー数と現在損失Rを毎tick評価して条件一致時のみ決済,Oafx2LossAgeBars=32; Oafx2LossAtR=0.2,2中規模のコード変更,UNTESTED,"{""Oafx2LabMode"": 103, ""Oafx2LossAgeBars"": 32, ""Oafx2LossAtR"": 0.2}",
