id,family,template,symbol,period,params,priority,lot,note
M158,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 0.25, 'TrendMA_Period': 250}",S,0.01,ヒステリシス帯×トレンドMA期間の格子
M159,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 0.25, 'TrendMA_Period': 300}",S,0.01,ヒステリシス帯×トレンドMA期間の格子
M160,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 0.5, 'TrendMA_Period': 100}",S,0.01,ヒステリシス帯×トレンドMA期間の格子
M161,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 0.5, 'TrendMA_Period': 150}",S,0.01,ヒステリシス帯×トレンドMA期間の格子
M162,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 0.5, 'TrendMA_Period': 250}",S,0.01,ヒステリシス帯×トレンドMA期間の格子
M163,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 0.5, 'TrendMA_Period': 300}",S,0.01,ヒステリシス帯×トレンドMA期間の格子
M164,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.0, 'TrendMA_Period': 100}",S,0.01,ヒステリシス帯×トレンドMA期間の格子
M165,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.0, 'TrendMA_Period': 150}",S,0.01,ヒステリシス帯×トレンドMA期間の格子
M166,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.0, 'TrendMA_Period': 250}",S,0.01,ヒステリシス帯×トレンドMA期間の格子
M167,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.0, 'TrendMA_Period': 300}",S,0.01,ヒステリシス帯×トレンドMA期間の格子
M168,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.25, 'TrendMA_Period': 100}",S,0.01,ヒステリシス帯×トレンドMA期間の格子
M169,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.25, 'TrendMA_Period': 150}",S,0.01,ヒステリシス帯×トレンドMA期間の格子
M170,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.25, 'TrendMA_Period': 250}",S,0.01,ヒステリシス帯×トレンドMA期間の格子
M171,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.25, 'TrendMA_Period': 300}",S,0.01,ヒステリシス帯×トレンドMA期間の格子
M172,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.5, 'TrendMA_Period': 100}",S,0.01,ヒステリシス帯×トレンドMA期間の格子
M173,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.5, 'TrendMA_Period': 150}",S,0.01,ヒステリシス帯×トレンドMA期間の格子
M174,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.5, 'TrendMA_Period': 250}",S,0.01,ヒステリシス帯×トレンドMA期間の格子
M175,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.5, 'TrendMA_Period': 300}",S,0.01,ヒステリシス帯×トレンドMA期間の格子
M176,SCA応答曲面_セッション窓,SCA_EA,GOLD,M15,"{'RangeEndHour': 6, 'TradeEndHour': 12}",S,0.01,レンジ確定/取引終了時刻の格子
M177,SCA応答曲面_セッション窓,SCA_EA,GOLD,M15,"{'RangeEndHour': 6, 'TradeEndHour': 15}",S,0.01,レンジ確定/取引終了時刻の格子
M178,SCA応答曲面_セッション窓,SCA_EA,GOLD,M15,"{'RangeEndHour': 6, 'TradeEndHour': 18}",S,0.01,レンジ確定/取引終了時刻の格子
M179,SCA応答曲面_セッション窓,SCA_EA,GOLD,M15,"{'RangeEndHour': 9, 'TradeEndHour': 12}",S,0.01,レンジ確定/取引終了時刻の格子
M180,SCA応答曲面_セッション窓,SCA_EA,GOLD,M15,"{'RangeEndHour': 9, 'TradeEndHour': 15}",S,0.01,レンジ確定/取引終了時刻の格子
M181,SCA応答曲面_セッション窓,SCA_EA,GOLD,M15,"{'RangeEndHour': 9, 'TradeEndHour': 18}",S,0.01,レンジ確定/取引終了時刻の格子
M182,SCA応答曲面_セッション窓,SCA_EA,GOLD,M15,"{'RangeEndHour': 12, 'TradeEndHour': 15}",S,0.01,レンジ確定/取引終了時刻の格子
M183,SCA応答曲面_セッション窓,SCA_EA,GOLD,M15,"{'RangeEndHour': 12, 'TradeEndHour': 18}",S,0.01,レンジ確定/取引終了時刻の格子
M184,SCA応答曲面_レンジ幅,SCA_EA,GOLD,M15,"{'MinRange_ATRd': 0.15, 'MaxRange_ATRd': 0.8}",S,0.01,レンジ幅フィルターの格子
M185,SCA応答曲面_レンジ幅,SCA_EA,GOLD,M15,"{'MinRange_ATRd': 0.15, 'MaxRange_ATRd': 1.2}",S,0.01,レンジ幅フィルターの格子
M186,SCA応答曲面_レンジ幅,SCA_EA,GOLD,M15,"{'MinRange_ATRd': 0.15, 'MaxRange_ATRd': 1.5}",S,0.01,レンジ幅フィルターの格子
M187,SCA応答曲面_レンジ幅,SCA_EA,GOLD,M15,"{'MinRange_ATRd': 0.3, 'MaxRange_ATRd': 0.8}",S,0.01,レンジ幅フィルターの格子
M188,SCA応答曲面_レンジ幅,SCA_EA,GOLD,M15,"{'MinRange_ATRd': 0.3, 'MaxRange_ATRd': 1.2}",S,0.01,レンジ幅フィルターの格子
M189,SCA応答曲面_レンジ幅,SCA_EA,GOLD,M15,"{'MinRange_ATRd': 0.3, 'MaxRange_ATRd': 1.5}",S,0.01,レンジ幅フィルターの格子
M190,SCA応答曲面_レンジ幅,SCA_EA,GOLD,M15,"{'MinRange_ATRd': 0.45, 'MaxRange_ATRd': 0.8}",S,0.01,レンジ幅フィルターの格子
M191,SCA応答曲面_レンジ幅,SCA_EA,GOLD,M15,"{'MinRange_ATRd': 0.45, 'MaxRange_ATRd': 1.2}",S,0.01,レンジ幅フィルターの格子
M192,SCA応答曲面_レンジ幅,SCA_EA,GOLD,M15,"{'MinRange_ATRd': 0.45, 'MaxRange_ATRd': 1.5}",S,0.01,レンジ幅フィルターの格子
M193,SCA応答曲面_Boost倍率,SCA_EA,GOLD,M15,{'Boost_Mult': 1.5},A,0.01,リバーサルBoost倍率の格子
M194,SCA応答曲面_Boost倍率,SCA_EA,GOLD,M15,{'Boost_Mult': 2.5},A,0.01,リバーサルBoost倍率の格子
M195,SCA応答曲面_Boost倍率,SCA_EA,GOLD,M15,{'Boost_Mult': 3.0},A,0.01,リバーサルBoost倍率の格子
M196,SCA応答曲面_強制決済,SCA_EA,GOLD,M15,{'ForceCloseHour': 18},B,0.01,強制決済時刻の格子
M197,SCA応答曲面_強制決済,SCA_EA,GOLD,M15,{'ForceCloseHour': 20},B,0.01,強制決済時刻の格子
M198,SCA応答曲面_セッション窓,SCA_EA,USDJPY,M15,"{'RangeEndHour': 6, 'TradeEndHour': 12}",S,0.01,レンジ確定/取引終了時刻の格子
M199,SCA応答曲面_セッション窓,SCA_EA,USDJPY,M15,"{'RangeEndHour': 6, 'TradeEndHour': 15}",S,0.01,レンジ確定/取引終了時刻の格子
M200,SCA応答曲面_セッション窓,SCA_EA,USDJPY,M15,"{'RangeEndHour': 6, 'TradeEndHour': 18}",S,0.01,レンジ確定/取引終了時刻の格子
M201,SCA応答曲面_セッション窓,SCA_EA,USDJPY,M15,"{'RangeEndHour': 9, 'TradeEndHour': 12}",S,0.01,レンジ確定/取引終了時刻の格子
M202,SCA応答曲面_セッション窓,SCA_EA,USDJPY,M15,"{'RangeEndHour': 9, 'TradeEndHour': 15}",S,0.01,レンジ確定/取引終了時刻の格子
M203,SCA応答曲面_セッション窓,SCA_EA,USDJPY,M15,"{'RangeEndHour': 9, 'TradeEndHour': 18}",S,0.01,レンジ確定/取引終了時刻の格子
M204,SCA応答曲面_セッション窓,SCA_EA,USDJPY,M15,"{'RangeEndHour': 12, 'TradeEndHour': 15}",S,0.01,レンジ確定/取引終了時刻の格子
M205,SCA応答曲面_セッション窓,SCA_EA,USDJPY,M15,"{'RangeEndHour': 12, 'TradeEndHour': 18}",S,0.01,レンジ確定/取引終了時刻の格子
M206,SCA応答曲面_レンジ幅,SCA_EA,USDJPY,M15,"{'MinRange_ATRd': 0.15, 'MaxRange_ATRd': 0.8}",S,0.01,レンジ幅フィルターの格子
M207,SCA応答曲面_レンジ幅,SCA_EA,USDJPY,M15,"{'MinRange_ATRd': 0.15, 'MaxRange_ATRd': 1.2}",S,0.01,レンジ幅フィルターの格子
M208,SCA応答曲面_レンジ幅,SCA_EA,USDJPY,M15,"{'MinRange_ATRd': 0.15, 'MaxRange_ATRd': 1.5}",S,0.01,レンジ幅フィルターの格子
M209,SCA応答曲面_レンジ幅,SCA_EA,USDJPY,M15,"{'MinRange_ATRd': 0.3, 'MaxRange_ATRd': 0.8}",S,0.01,レンジ幅フィルターの格子
M210,SCA応答曲面_レンジ幅,SCA_EA,USDJPY,M15,"{'MinRange_ATRd': 0.3, 'MaxRange_ATRd': 1.2}",S,0.01,レンジ幅フィルターの格子
M211,SCA応答曲面_レンジ幅,SCA_EA,USDJPY,M15,"{'MinRange_ATRd': 0.3, 'MaxRange_ATRd': 1.5}",S,0.01,レンジ幅フィルターの格子
M212,SCA応答曲面_レンジ幅,SCA_EA,USDJPY,M15,"{'MinRange_ATRd': 0.45, 'MaxRange_ATRd': 0.8}",S,0.01,レンジ幅フィルターの格子
M213,SCA応答曲面_レンジ幅,SCA_EA,USDJPY,M15,"{'MinRange_ATRd': 0.45, 'MaxRange_ATRd': 1.2}",S,0.01,レンジ幅フィルターの格子
M214,SCA応答曲面_レンジ幅,SCA_EA,USDJPY,M15,"{'MinRange_ATRd': 0.45, 'MaxRange_ATRd': 1.5}",S,0.01,レンジ幅フィルターの格子
M215,SCA応答曲面_Boost倍率,SCA_EA,USDJPY,M15,{'Boost_Mult': 1.5},A,0.01,リバーサルBoost倍率の格子
M216,SCA応答曲面_Boost倍率,SCA_EA,USDJPY,M15,{'Boost_Mult': 2.5},A,0.01,リバーサルBoost倍率の格子
M217,SCA応答曲面_Boost倍率,SCA_EA,USDJPY,M15,{'Boost_Mult': 3.0},A,0.01,リバーサルBoost倍率の格子
M218,SCA応答曲面_強制決済,SCA_EA,USDJPY,M15,{'ForceCloseHour': 18},B,0.01,強制決済時刻の格子
M219,SCA応答曲面_強制決済,SCA_EA,USDJPY,M15,{'ForceCloseHour': 20},B,0.01,強制決済時刻の格子
M220,SCA応答曲面_セッション窓,SCA_EA,GBPJPY,M15,"{'RangeEndHour': 6, 'TradeEndHour': 12}",S,0.01,レンジ確定/取引終了時刻の格子
M221,SCA応答曲面_セッション窓,SCA_EA,GBPJPY,M15,"{'RangeEndHour': 6, 'TradeEndHour': 15}",S,0.01,レンジ確定/取引終了時刻の格子
M222,SCA応答曲面_セッション窓,SCA_EA,GBPJPY,M15,"{'RangeEndHour': 6, 'TradeEndHour': 18}",S,0.01,レンジ確定/取引終了時刻の格子
M223,SCA応答曲面_セッション窓,SCA_EA,GBPJPY,M15,"{'RangeEndHour': 9, 'TradeEndHour': 12}",S,0.01,レンジ確定/取引終了時刻の格子
M224,SCA応答曲面_セッション窓,SCA_EA,GBPJPY,M15,"{'RangeEndHour': 9, 'TradeEndHour': 15}",S,0.01,レンジ確定/取引終了時刻の格子
M225,SCA応答曲面_セッション窓,SCA_EA,GBPJPY,M15,"{'RangeEndHour': 9, 'TradeEndHour': 18}",S,0.01,レンジ確定/取引終了時刻の格子
M226,SCA応答曲面_セッション窓,SCA_EA,GBPJPY,M15,"{'RangeEndHour': 12, 'TradeEndHour': 15}",S,0.01,レンジ確定/取引終了時刻の格子
M227,SCA応答曲面_セッション窓,SCA_EA,GBPJPY,M15,"{'RangeEndHour': 12, 'TradeEndHour': 18}",S,0.01,レンジ確定/取引終了時刻の格子
M228,SCA応答曲面_レンジ幅,SCA_EA,GBPJPY,M15,"{'MinRange_ATRd': 0.15, 'MaxRange_ATRd': 0.8}",S,0.01,レンジ幅フィルターの格子
M229,SCA応答曲面_レンジ幅,SCA_EA,GBPJPY,M15,"{'MinRange_ATRd': 0.15, 'MaxRange_ATRd': 1.2}",S,0.01,レンジ幅フィルターの格子
M230,SCA応答曲面_レンジ幅,SCA_EA,GBPJPY,M15,"{'MinRange_ATRd': 0.15, 'MaxRange_ATRd': 1.5}",S,0.01,レンジ幅フィルターの格子
M231,SCA応答曲面_レンジ幅,SCA_EA,GBPJPY,M15,"{'MinRange_ATRd': 0.3, 'MaxRange_ATRd': 0.8}",S,0.01,レンジ幅フィルターの格子
M232,SCA応答曲面_レンジ幅,SCA_EA,GBPJPY,M15,"{'MinRange_ATRd': 0.3, 'MaxRange_ATRd': 1.2}",S,0.01,レンジ幅フィルターの格子
M233,SCA応答曲面_レンジ幅,SCA_EA,GBPJPY,M15,"{'MinRange_ATRd': 0.3, 'MaxRange_ATRd': 1.5}",S,0.01,レンジ幅フィルターの格子
M234,SCA応答曲面_レンジ幅,SCA_EA,GBPJPY,M15,"{'MinRange_ATRd': 0.45, 'MaxRange_ATRd': 0.8}",S,0.01,レンジ幅フィルターの格子
M235,SCA応答曲面_レンジ幅,SCA_EA,GBPJPY,M15,"{'MinRange_ATRd': 0.45, 'MaxRange_ATRd': 1.2}",S,0.01,レンジ幅フィルターの格子
M236,SCA応答曲面_レンジ幅,SCA_EA,GBPJPY,M15,"{'MinRange_ATRd': 0.45, 'MaxRange_ATRd': 1.5}",S,0.01,レンジ幅フィルターの格子
M237,SCA応答曲面_Boost倍率,SCA_EA,GBPJPY,M15,{'Boost_Mult': 1.5},A,0.01,リバーサルBoost倍率の格子
M238,SCA応答曲面_Boost倍率,SCA_EA,GBPJPY,M15,{'Boost_Mult': 2.5},A,0.01,リバーサルBoost倍率の格子
M239,SCA応答曲面_Boost倍率,SCA_EA,GBPJPY,M15,{'Boost_Mult': 3.0},A,0.01,リバーサルBoost倍率の格子
M240,SCA応答曲面_強制決済,SCA_EA,GBPJPY,M15,{'ForceCloseHour': 18},B,0.01,強制決済時刻の格子
M241,SCA応答曲面_強制決済,SCA_EA,GBPJPY,M15,{'ForceCloseHour': 20},B,0.01,強制決済時刻の格子
M242,PB応答曲面_トレンドMA,PullbackTrend,USDJPY,H4,{'TrendMA_Period': 100},A,0.01,大局トレンドMA期間の格子
M243,PB応答曲面_トレンドMA,PullbackTrend,USDJPY,H4,{'TrendMA_Period': 150},A,0.01,大局トレンドMA期間の格子
M244,PB応答曲面_トレンドMA,PullbackTrend,USDJPY,H4,{'TrendMA_Period': 250},A,0.01,大局トレンドMA期間の格子
M245,PB応答曲面_トレンドMA,PullbackTrend,USDJPY,H4,{'TrendMA_Period': 300},A,0.01,大局トレンドMA期間の格子
M246,PB応答曲面_EMA組,PullbackTrend,USDJPY,H4,"{'FastEMA_Period': 10, 'SlowEMA_Period': 40}",B,0.01,押し目EMA組の格子
M247,PB応答曲面_EMA組,PullbackTrend,USDJPY,H4,"{'FastEMA_Period': 10, 'SlowEMA_Period': 60}",B,0.01,押し目EMA組の格子
M248,PB応答曲面_EMA組,PullbackTrend,USDJPY,H4,"{'FastEMA_Period': 15, 'SlowEMA_Period': 40}",B,0.01,押し目EMA組の格子
M249,PB応答曲面_EMA組,PullbackTrend,USDJPY,H4,"{'FastEMA_Period': 15, 'SlowEMA_Period': 60}",B,0.01,押し目EMA組の格子
M250,PB応答曲面_トレンドMA,PullbackTrend,GBPJPY,H4,{'TrendMA_Period': 100},A,0.01,大局トレンドMA期間の格子
M251,PB応答曲面_トレンドMA,PullbackTrend,GBPJPY,H4,{'TrendMA_Period': 150},A,0.01,大局トレンドMA期間の格子
M252,PB応答曲面_トレンドMA,PullbackTrend,GBPJPY,H4,{'TrendMA_Period': 250},A,0.01,大局トレンドMA期間の格子
M253,PB応答曲面_トレンドMA,PullbackTrend,GBPJPY,H4,{'TrendMA_Period': 300},A,0.01,大局トレンドMA期間の格子
M254,PB応答曲面_EMA組,PullbackTrend,GBPJPY,H4,"{'FastEMA_Period': 10, 'SlowEMA_Period': 40}",B,0.01,押し目EMA組の格子
M255,PB応答曲面_EMA組,PullbackTrend,GBPJPY,H4,"{'FastEMA_Period': 10, 'SlowEMA_Period': 60}",B,0.01,押し目EMA組の格子
M256,PB応答曲面_EMA組,PullbackTrend,GBPJPY,H4,"{'FastEMA_Period': 15, 'SlowEMA_Period': 40}",B,0.01,押し目EMA組の格子
M257,PB応答曲面_EMA組,PullbackTrend,GBPJPY,H4,"{'FastEMA_Period': 15, 'SlowEMA_Period': 60}",B,0.01,押し目EMA組の格子
M258,PB応答曲面_トレンドMA,PullbackTrend,GOLD,H4,{'TrendMA_Period': 100},A,0.01,大局トレンドMA期間の格子
M259,PB応答曲面_トレンドMA,PullbackTrend,GOLD,H4,{'TrendMA_Period': 150},A,0.01,大局トレンドMA期間の格子
M260,PB応答曲面_トレンドMA,PullbackTrend,GOLD,H4,{'TrendMA_Period': 250},A,0.01,大局トレンドMA期間の格子
M261,PB応答曲面_トレンドMA,PullbackTrend,GOLD,H4,{'TrendMA_Period': 300},A,0.01,大局トレンドMA期間の格子
M262,PB応答曲面_EMA組,PullbackTrend,GOLD,H4,"{'FastEMA_Period': 10, 'SlowEMA_Period': 40}",B,0.01,押し目EMA組の格子
M263,PB応答曲面_EMA組,PullbackTrend,GOLD,H4,"{'FastEMA_Period': 10, 'SlowEMA_Period': 60}",B,0.01,押し目EMA組の格子
M264,PB応答曲面_EMA組,PullbackTrend,GOLD,H4,"{'FastEMA_Period': 15, 'SlowEMA_Period': 40}",B,0.01,押し目EMA組の格子
M265,PB応答曲面_EMA組,PullbackTrend,GOLD,H4,"{'FastEMA_Period': 15, 'SlowEMA_Period': 60}",B,0.01,押し目EMA組の格子
M266,RSI応答曲面_ADX追加,RSI_Reversal,EURUSD,H1,"{'UseADXFilter': True, 'ADX_Period': 14}",B,0.01,ADXフィルターを追加した変種（閾値はEA既定22.5固定・追加要否のみ検証）
M267,RSI応答曲面_ADX追加,RSI_Reversal,EURUSD,H1,"{'UseADXFilter': True, 'ADX_Period': 14}",B,0.01,ADXフィルターを追加した変種（閾値はEA既定22.5固定・追加要否のみ検証）
M268,RSI応答曲面_ADX追加,RSI_Reversal,EURUSD,H1,"{'UseADXFilter': True, 'ADX_Period': 14}",B,0.01,ADXフィルターを追加した変種（閾値はEA既定22.5固定・追加要否のみ検証）
M269,RSI応答曲面_DP,RSI_Reversal,EURUSD,H1,"{'UseDoublePattern': True, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 50}",B,0.01,ダブルパターン検出のパラメータ格子
M270,RSI応答曲面_DP,RSI_Reversal,EURUSD,H1,"{'UseDoublePattern': True, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 80}",B,0.01,ダブルパターン検出のパラメータ格子
M271,RSI応答曲面_DP,RSI_Reversal,EURUSD,H1,"{'UseDoublePattern': True, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 120}",B,0.01,ダブルパターン検出のパラメータ格子
M272,RSI応答曲面_DP,RSI_Reversal,EURUSD,H1,"{'UseDoublePattern': True, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 50}",B,0.01,ダブルパターン検出のパラメータ格子
M273,RSI応答曲面_DP,RSI_Reversal,EURUSD,H1,"{'UseDoublePattern': True, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 80}",B,0.01,ダブルパターン検出のパラメータ格子
M274,RSI応答曲面_DP,RSI_Reversal,EURUSD,H1,"{'UseDoublePattern': True, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 120}",B,0.01,ダブルパターン検出のパラメータ格子
M275,RSI応答曲面_DP,RSI_Reversal,EURUSD,H1,"{'UseDoublePattern': True, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 50}",B,0.01,ダブルパターン検出のパラメータ格子
M276,RSI応答曲面_DP,RSI_Reversal,EURUSD,H1,"{'UseDoublePattern': True, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 80}",B,0.01,ダブルパターン検出のパラメータ格子
M277,RSI応答曲面_DP,RSI_Reversal,EURUSD,H1,"{'UseDoublePattern': True, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 120}",B,0.01,ダブルパターン検出のパラメータ格子
M278,RSI応答曲面_ADX追加,RSI_Reversal,USDJPY,H4,"{'UseADXFilter': True, 'ADX_Period': 14}",B,0.01,ADXフィルターを追加した変種（閾値はEA既定22.5固定・追加要否のみ検証）
M279,RSI応答曲面_ADX追加,RSI_Reversal,USDJPY,H4,"{'UseADXFilter': True, 'ADX_Period': 14}",B,0.01,ADXフィルターを追加した変種（閾値はEA既定22.5固定・追加要否のみ検証）
M280,RSI応答曲面_ADX追加,RSI_Reversal,USDJPY,H4,"{'UseADXFilter': True, 'ADX_Period': 14}",B,0.01,ADXフィルターを追加した変種（閾値はEA既定22.5固定・追加要否のみ検証）
M281,RSI応答曲面_DP,RSI_Reversal,USDJPY,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 50}",B,0.01,ダブルパターン検出のパラメータ格子
M282,RSI応答曲面_DP,RSI_Reversal,USDJPY,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 80}",B,0.01,ダブルパターン検出のパラメータ格子
M283,RSI応答曲面_DP,RSI_Reversal,USDJPY,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 120}",B,0.01,ダブルパターン検出のパラメータ格子
M284,RSI応答曲面_DP,RSI_Reversal,USDJPY,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 50}",B,0.01,ダブルパターン検出のパラメータ格子
M285,RSI応答曲面_DP,RSI_Reversal,USDJPY,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 80}",B,0.01,ダブルパターン検出のパラメータ格子
M286,RSI応答曲面_DP,RSI_Reversal,USDJPY,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 120}",B,0.01,ダブルパターン検出のパラメータ格子
M287,RSI応答曲面_DP,RSI_Reversal,USDJPY,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 50}",B,0.01,ダブルパターン検出のパラメータ格子
M288,RSI応答曲面_DP,RSI_Reversal,USDJPY,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 80}",B,0.01,ダブルパターン検出のパラメータ格子
M289,RSI応答曲面_DP,RSI_Reversal,USDJPY,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 120}",B,0.01,ダブルパターン検出のパラメータ格子
M290,RSI応答曲面_ADX追加,RSI_Reversal,GBPUSD,H4,"{'UseADXFilter': True, 'ADX_Period': 14}",B,0.01,ADXフィルターを追加した変種（閾値はEA既定22.5固定・追加要否のみ検証）
M291,RSI応答曲面_ADX追加,RSI_Reversal,GBPUSD,H4,"{'UseADXFilter': True, 'ADX_Period': 14}",B,0.01,ADXフィルターを追加した変種（閾値はEA既定22.5固定・追加要否のみ検証）
M292,RSI応答曲面_ADX追加,RSI_Reversal,GBPUSD,H4,"{'UseADXFilter': True, 'ADX_Period': 14}",B,0.01,ADXフィルターを追加した変種（閾値はEA既定22.5固定・追加要否のみ検証）
M293,RSI応答曲面_DP,RSI_Reversal,GBPUSD,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 50}",B,0.01,ダブルパターン検出のパラメータ格子
M294,RSI応答曲面_DP,RSI_Reversal,GBPUSD,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 80}",B,0.01,ダブルパターン検出のパラメータ格子
M295,RSI応答曲面_DP,RSI_Reversal,GBPUSD,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 120}",B,0.01,ダブルパターン検出のパラメータ格子
M296,RSI応答曲面_DP,RSI_Reversal,GBPUSD,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 50}",B,0.01,ダブルパターン検出のパラメータ格子
M297,RSI応答曲面_DP,RSI_Reversal,GBPUSD,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 80}",B,0.01,ダブルパターン検出のパラメータ格子
M298,RSI応答曲面_DP,RSI_Reversal,GBPUSD,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 120}",B,0.01,ダブルパターン検出のパラメータ格子
M299,RSI応答曲面_DP,RSI_Reversal,GBPUSD,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 50}",B,0.01,ダブルパターン検出のパラメータ格子
M300,RSI応答曲面_DP,RSI_Reversal,GBPUSD,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 80}",B,0.01,ダブルパターン検出のパラメータ格子
M301,RSI応答曲面_DP,RSI_Reversal,GBPUSD,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 120}",B,0.01,ダブルパターン検出のパラメータ格子
M302,VBO応答曲面_スクイーズ参照,VolBreakout,USDJPY,H4,"{'Squeeze_Lookback': 30, 'Squeeze_Factor': 0.9}",A,0.01,スクイーズ参照期間×閾値の格子
M303,VBO応答曲面_スクイーズ参照,VolBreakout,USDJPY,H4,"{'Squeeze_Lookback': 30, 'Squeeze_Factor': 1.0}",A,0.01,スクイーズ参照期間×閾値の格子
M304,VBO応答曲面_スクイーズ参照,VolBreakout,USDJPY,H4,"{'Squeeze_Lookback': 30, 'Squeeze_Factor': 1.1}",A,0.01,スクイーズ参照期間×閾値の格子
M305,VBO応答曲面_スクイーズ参照,VolBreakout,USDJPY,H4,"{'Squeeze_Lookback': 40, 'Squeeze_Factor': 0.9}",A,0.01,スクイーズ参照期間×閾値の格子
M306,VBO応答曲面_スクイーズ参照,VolBreakout,USDJPY,H4,"{'Squeeze_Lookback': 40, 'Squeeze_Factor': 1.0}",A,0.01,スクイーズ参照期間×閾値の格子
M307,VBO応答曲面_スクイーズ参照,VolBreakout,USDJPY,H4,"{'Squeeze_Lookback': 40, 'Squeeze_Factor': 1.1}",A,0.01,スクイーズ参照期間×閾値の格子
M308,VBO応答曲面_スクイーズ参照,VolBreakout,USDJPY,H4,"{'Squeeze_Lookback': 70, 'Squeeze_Factor': 0.9}",A,0.01,スクイーズ参照期間×閾値の格子
M309,VBO応答曲面_スクイーズ参照,VolBreakout,USDJPY,H4,"{'Squeeze_Lookback': 70, 'Squeeze_Factor': 1.0}",A,0.01,スクイーズ参照期間×閾値の格子
M310,VBO応答曲面_スクイーズ参照,VolBreakout,USDJPY,H4,"{'Squeeze_Lookback': 70, 'Squeeze_Factor': 1.1}",A,0.01,スクイーズ参照期間×閾値の格子
M311,VBO応答曲面_初期SL,VolBreakout,USDJPY,H4,{'ATR_SL_Mult': 1.5},B,0.01,初期ストップ幅の格子
M312,VBO応答曲面_初期SL,VolBreakout,USDJPY,H4,{'ATR_SL_Mult': 2.5},B,0.01,初期ストップ幅の格子
M313,VBO応答曲面_初期SL,VolBreakout,USDJPY,H4,{'ATR_SL_Mult': 3.0},B,0.01,初期ストップ幅の格子
